IBGE;q74_3;q74_5;q74_6;q74_7;q74_8;q74_9;Região;UF;Q_incompleto;DataCenso;DataCenso_2024;Faixas_etarias;q74_8_rec;q74_9_rec;Tempo_Mandato;d74_5;d74_5bin1;d74_5bin2;d74_5bin3;d74_6bin1;d74_6bin2;d74_6bin3;d74_6bin4;d74_6bin5;d74_6bin1_TIT;d74_6bin1_SUPL;d74_6bin2_TIT;d74_6bin2_SUPL;d74_6bin3_TIT;d74_6bin3_SUPL;d74_6bin4_TIT;d74_6bin4_SUPL;d74_6bin5_TIT;d74_6bin5_SUPL;d74_6bin1_sum;d74_6bin2_sum;d74_6bin3_sum;d74_6bin4_sum;d74_6bin5_sum;d74_6bin1_TIT_sum;d74_6bin1_SUPL_sum;d74_6bin2_TIT_sum;d74_6bin2_SUPL_sum;d74_6bin3_TIT_sum;d74_6bin3_SUPL_sum;d74_6bin4_TIT_sum;d74_6bin4_SUPL_sum;d74_6bin5_TIT_sum;d74_6bin5_SUPL_sum;nu_conselheiros
17; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;15.12.2022;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;51 a 60 anos;12/15/2022;1/12/2025;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro(a) Presidente;22.02.2024;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;51 a 60 anos;2/22/2024;1/12/2025;1;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Superior Completo; Governamental - Assistência Social; Conselheiro Suplente;30.03.2023;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;3/30/2023;1/12/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Titular;04.08.2023;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;8/4/2023;1/12/2025;1;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Masculino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;30.04.2024;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;4/30/2024;1/12/2025;1;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Masculino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;12.01.2023;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;1/12/2023;1/12/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Médio Completo; Sociedade Civil - organizações dos usuários; Conselheiro Suplente;15.02.2024;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;51 a 60 anos;2/15/2024;1/12/2025;1;Nível Médio; ;Nível Médio; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil; ;1; ; ; ; ; ; ; ;1;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Superior Completo; Governamental - Assistência Social; Secretário Executivo;11.11.2024; ;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;11/11/2024; ; ;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Superior Completo; Governamental – Saúde; Conselheiro Titular;15.12.2022;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;12/15/2022;1/12/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;18.09.2023;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;9/18/2023;1/12/2025;1;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;18.10.2023;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;10/18/2023;1/12/2025;1;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Especialização; Governamental – Saúde; Vice-Presidente;12.01.2023;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;1/12/2023;1/12/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;26.06.2024;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;6/26/2024;1/12/2025;1;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
17; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;15.12.2022;12.01.2025;Região Norte;Tocantins;completo;31.08.2024;31.08.2024;41 a 50 anos;12/15/2022;1/12/2025;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;3;4;4;13;11;2;1;1;3;2;2;7;5;5;6;24
21; Masculino; Superior Completo; Governamental - Assistência Social; Conselheiro Titular;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;30 a 40 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Masculino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;30 a 40 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Fundamental Completo; Sociedade Civil - organizações dos usuários; Conselheiro Suplente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;41 a 50 anos;12/19/2024;12/19/2026;2;Nível fundamental;Nível fundamental; ; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil; ;1; ; ; ; ; ; ; ;1;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Masculino; Superior Completo; Governamental – Outras áreas; Vice-Presidente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;18 a 29 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Superior Completo; Governamental - Assistência Social; Secretário Executivo;27.10.2017;31.12.2025;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;Mais de 60 anos;10/27/2017;12/31/2025;8;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Especialização; Sociedade Civil - organizações dos trabalhadores; Conselheiro Titular;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;Mais de 60 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Titular;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;51 a 60 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;41 a 50 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Mestrado; Sociedade Civil - organizações dos trabalhadores; Conselheiro Titular;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;51 a 60 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;51 a 60 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Masculino; Médio Completo; Sociedade Civil - dos usuários; Conselheiro(a) Presidente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;51 a 60 anos;12/19/2024;12/19/2026;2;Nível Médio; ;Nível Médio; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;Mais de 60 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Masculino; Superior Completo; Governamental - Assistência Social; Conselheiro Suplente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;41 a 50 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;51 a 60 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Médio Completo; Sociedade Civil - dos usuários; Conselheiro Titular;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;41 a 50 anos;12/19/2024;12/19/2026;2;Nível Médio; ;Nível Médio; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;41 a 50 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
21; Feminino; Superior Completo; Governamental – Saúde; Conselheiro Titular;19.12.2024;19.12.2026;Região Nordeste;Maranhão;completo;31.08.2024;31.08.2024;41 a 50 anos;12/19/2024;12/19/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;1;3;10;7;2;1;1;0;2;1;3;6;5;2;17
22; Feminino; Superior Completo; Governamental - Assistência Social; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;41 a 50 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;41 a 50 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental - Assistência Social; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;41 a 50 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Especialização; Governamental – Educação; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;30 a 40 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;41 a 50 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Masculino; Médio Completo; Sociedade Civil - dos usuários; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;18 a 29 anos;9/1/2024;8/30/2026;2;Nível Médio; ;Nível Médio; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;30 a 40 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;30 a 40 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Masculino; Fundamental Incompleto; Sociedade Civil - dos usuários; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;30 a 40 anos;9/1/2024;8/30/2026;2;Nível fundamental;Nível fundamental; ; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;30 a 40 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Masculino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;30 a 40 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Masculino; Superior Completo; Governamental - Assistência Social; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;30 a 40 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;30 a 40 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;Mais de 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Masculino; Especialização; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;30 a 40 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;18 a 29 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Masculino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;Mais de 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;Mais de 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;Mais de 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;51 a 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental - Assistência Social; Conselheiro(a) Presidente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;51 a 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental – Saúde; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;51 a 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Incompleto; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;51 a 60 anos;9/1/2024;8/30/2026;2;Nível Médio; ;Nível Médio; ; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Médio Completo; Sociedade Civil - dos usuários; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;Mais de 60 anos;9/1/2024;8/30/2026;2;Nível Médio; ;Nível Médio; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Vice-Presidente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;51 a 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental – Educação; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;51 a 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;51 a 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;51 a 60 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Especialização; Governamental – Saúde; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;41 a 50 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Incompleto; Governamental – Outras áreas; Conselheiro Titular;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;51 a 60 anos;9/1/2024;8/30/2026;2;Nível Médio; ;Nível Médio; ; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;41 a 50 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;41 a 50 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
22; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;01.09.2024;30.08.2026;Região Nordeste;Piaui;completo;31.08.2024;31.08.2024;41 a 50 anos;9/1/2024;8/30/2026;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;3;6;6;18;15;3;0;2;4;3;3;9;9;8;7;33
23; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Titular;02.08.2024;02.08.2026;Região Nordeste;Ceará;completo;31.08.2024;31.08.2024;30 a 40 anos;8/2/2024;8/2/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;6;6;6;23;18;3;3;2;4;3;3;10;8;8;10;41
23; Feminino; Especialização; Governamental – Outras áreas; Conselheiro Titular;03.08.2022;02.08.2026;Região Nordeste;Ceará;completo;31.08.2024;31.08.2024;30 a 40 anos;8/3/2022;8/2/2026;4;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;6;6;23;18;3;3;2;4;3;3;10;8;8;10;41
