Código;Nome
q30_6_8; q30_6_ v10229_8 _ 8 Desenvolve atividades em parceria
q30_6_9; q30_6_ v10229_9 _ 9 Possui fluxo/protocolo de articulação
q30_6_0; q30_6_ v10229_0 _ 0 Não tem nenhuma articulação
q30_6_99; q30_6_ v10229_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_7_1; q30_7_ v10231_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_7_2; q30_7_ v10231_2 _ 2 Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q30_7_3; q30_7_ v10231_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_7_4; q30_7_ v10231_4 _ 4 Acompanha os encaminhamentos
q30_7_5; q30_7_ v10231_5 _ 5 Realiza reuniões periódicas
q30_7_6; q30_7_ v10231_6 _ 6 Troca Informações
q30_7_7; q30_7_ v10231_7 _ 7 Realiza estudos de caso em conjunto
q30_7_8; q30_7_ v10231_8 _ 8 Desenvolve atividades em parceria
q30_7_9; q30_7_ v10231_9 _ 9 Possui fluxo/protocolo de articulação
q30_7_0; q30_7_ v10231_0 _ 0 Não tem nenhuma articulação
q30_7_99; q30_7_ v10231_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_8_1; q30_8_ v10232_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_8_2; q30_8_ v10232_2 _ 2 Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q30_8_3; q30_8_ v10232_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_8_4; q30_8_ v10232_4 _ 4 Acompanha os encaminhamentos
q30_8_5; q30_8_ v10232_5 _ 5 Realiza reuniões periódicas
q30_8_6; q30_8_ v10232_6 _ 6 Troca Informações
q30_8_7; q30_8_ v10232_7 _ 7 Realiza estudos de caso em conjunto
q30_8_8; q30_8_ v10232_8 _ 8 Desenvolve atividades em parceria
q30_8_9; q30_8_ v10232_9 _ 9 Possui fluxo/protocolo de articulação
q30_8_0; q30_8_ v10232_0 _ 0 Não tem nenhuma articulação
q30_8_99; q30_8_ v10232_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_9_1; q30_9_ v14444_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_9_2; q30_9_ v14444_2 _ 2 Recebe usuárias(os) encaminhados por este Centro de Referência
q30_9_3; q30_9_ v14444_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_9_4; q30_9_ v14444_4 _ 4 Acompanha os encaminhamentos
q30_9_5; q30_9_ v14444_5 _ 5 Realiza reuniões periódicas
q30_9_6; q30_9_ v14444_6 _ 6 Troca Informações
q30_9_7; q30_9_ v14444_7 _ 7 Realiza estudos de caso em conjunto
q30_9_8; q30_9_ v14444_8 _ 8 Desenvolve atividades em parceria
q30_9_9; q30_9_ v14444_9 _ 9 Possui fluxo/protocolo de articulação
q30_9_0; q30_9_ v14444_0 _ 0 Não tem nenhuma articulação
q30_9_99; q30_9_ v14444_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_10_1; q30_10_ v10234_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_10_2; q30_10_ v10234_2 _ 2 Recebe usuárias(os) encaminhados por este Centro de Referência
q30_10_3; q30_10_ v10234_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_10_4; q30_10_ v10234_4 _ 4 Acompanha os encaminhamentos
q30_10_5; q30_10_ v10234_5 _ 5 Realiza reuniões periódicas
q30_10_6; q30_10_ v10234_6 _ 6 Troca Informações
q30_10_7; q30_10_ v10234_7 _ 7 Realiza estudos de caso em conjunto
q30_10_8; q30_10_ v10234_8 _ 8 Desenvolve atividades em parceria
q30_10_9; q30_10_ v10234_9 _ 9 Possui fluxo/protocolo de articulação
q30_10_0; q30_10_ v10234_0 _ 0 Não tem nenhuma articulação
q30_10_99; q30_10_ v10234_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_11_1; q30_11_ v10235_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_11_2; q30_11_ v10235_2 _ 2 Recebe usuárias(os) encaminhados por este Centro de Referência
q30_11_3; q30_11_ v10235_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_11_4; q30_11_ v10235_4 _ 4 Acompanha os encaminhamentos
q30_11_5; q30_11_ v10235_5 _ 5 Realiza reuniões periódicas
q30_11_6; q30_11_ v10235_6 _ 6 Troca Informações
q30_11_7; q30_11_ v10235_7 _ 7 Realiza estudos de caso em conjunto
q30_11_8; q30_11_ v10235_8 _ 8 Desenvolve atividades em parceria
q30_11_9; q30_11_ v10235_9 _ 9 Possui fluxo/protocolo de articulação
q30_11_0; q30_11_ v10235_0 _ 0 Não tem nenhuma articulação
q30_11_99; q30_11_ v10235_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_12_1; q30_12_ v10236_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_12_2; q30_12_ v10236_2 _ 2 Recebe usuárias(os) encaminhados por este Centro de Referência
q30_12_3; q30_12_ v10236_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_12_4; q30_12_ v10236_4 _ 4 Acompanha os encaminhamentos
q30_12_5; q30_12_ v10236_5 _ 5 Realiza reuniões periódicas
q30_12_6; q30_12_ v10236_6 _ 6 Troca Informações
q30_12_7; q30_12_ v10236_7 _ 7 Realiza estudos de caso em conjunto
q30_12_8; q30_12_ v10236_8 _ 8 Desenvolve atividades em parceria
q30_12_9; q30_12_ v10236_9 _ 9 Possui fluxo/protocolo de articulação
q30_12_0; q30_12_ v10236_0 _ 0 Não tem nenhuma articulação
q30_12_99; q30_12_ v10236_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_13_1; q30_13_ v10237_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_13_2; q30_13_ v10237_2 _ 2 Recebe usuárias(os) encaminhados por este Centro de Referência
q30_13_3; q30_13_ v10237_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_13_4; q30_13_ v10237_4 _ 4 Acompanha os encaminhamentos
q30_13_5; q30_13_ v10237_5 _ 5 Realiza reuniões periódicas
q30_13_6; q30_13_ v10237_6 _ 6 Troca Informações
q30_13_7; q30_13_ v10237_7 _ 7 Realiza estudos de caso em conjunto
q30_13_8; q30_13_ v10237_8 _ 8 Desenvolve atividades em parceria
q30_13_9; q30_13_ v10237_9 _ 9 Possui fluxo/protocolo de articulação
q30_13_0; q30_13_ v10237_0 _ 0 Não tem nenhuma articulação
q30_13_99; q30_13_ v10237_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_14_1; q30_14_ v10240_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_14_2; q30_14_ v10240_2 _ 2 Recebe usuárias(os) encaminhados por este Centro de Referência
q30_14_3; q30_14_ v10240_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_14_4; q30_14_ v10240_4 _ 4 Acompanha os encaminhamentos
q30_14_5; q30_14_ v10240_5 _ 5 Realiza reuniões periódicas
q30_14_6; q30_14_ v10240_6 _ 6 Troca Informações
q30_14_7; q30_14_ v10240_7 _ 7 Realiza estudos de caso em conjunto
q30_14_8; q30_14_ v10240_8 _ 8 Desenvolve atividades em parceria
q30_14_9; q30_14_ v10240_9 _ 9 Possui fluxo/protocolo de articulação
q30_14_0; q30_14_ v10240_0 _ 0 Não tem nenhuma articulação
q30_14_99; q30_14_ v10240_99 _ 99 Serviço ou instituição não existente no Município/DF
q30_15_1; q30_15_ v10241_1 _ 1 Possui dados de localização (endereço, telefone, etc.)
q30_15_2; q30_15_ v10241_2 _ 2 Recebe usuárias(os) encaminhados por este Centro de Referência
q30_15_3; q30_15_ v10241_3 _ 3 Encaminha usuárias(os) para este Centro de Referência
q30_15_4; q30_15_ v10241_4 _ 4 Acompanha os encaminhamentos
q30_15_5; q30_15_ v10241_5 _ 5 Realiza reuniões periódicas
q30_15_6; q30_15_ v10241_6 _ 6 Troca Informações
q30_15_7; q30_15_ v10241_7 _ 7 Realiza estudos de caso em conjunto
q30_15_8; q30_15_ v10241_8 _ 8 Desenvolve atividades em parceria
q30_15_9; q30_15_ v10241_9 _ 9 Possui fluxo/protocolo de articulação
q30_15_0; q30_15_ v10241_0 _ 0 Não tem nenhuma articulação
q30_15_99; q30_15_ v10241_99 _ 99 Serviço ou instituição não existente no Município/DF
q31; q31_ v12805 _ Especifique:
q31_1; q31_ v12759_1 _ 1 Deficiência
q31_2; q31_ v12759_2 _ 2 Gênero
q31_3; q31_ v12759_3 _ 3 População em situação de rua
q31_4; q31_ v12759_4 _ 4 População LGBT, orientação sexual e identidade de gênero (Lésbicas, gays, bissexuais, transgêneros e intersexuais)
q31_5; q31_ v12759_5 _ 5 Álcool e outras drogas
q31_6; q31_ v12759_6 _ 6 Diversidade étnico-racial (questão racial, comunidades indígenas, povos e comunidades tradicionais etc.)
q31_7; q31_ v12759_7 _ 7 Violências e violações de direitos
q31_8; q31_ v12759_8 _ 8 Trabalho Infantil
q31_9; q31_ v12759_9 _ 9 Criança e adolescente
q31_10; q31_ v12759_10 _ 10 Juventude
q31_11; q31_ v12759_11 _ 11 Envelhecimento
q31_12; q31_ v12759_12 _ 12 Sistema Socioeducativo/ Medida Socioeducativa/ SINASE
q31_13; q31_ v12759_13 _ 13 Migração
q31_14; q31_ v12759_14 _ 14 Mundo do trabalho
q31_99; q31_ v12759_99 _ 99 Outros
q31_0; q31_ v12759_0 _ 0 Não proporcionou/facilitou a participação das(os) profissionais
q32; q32 v14445 _ Nesta unidade, algum(a) profissional já participou de algum curso do CAPACITASUAS?
q32_quantos; q32_ v12760 _ Quantos?
q33; q33_ v10245 _ O(a) coordenador(a) desta Unidade:
q35_3; q35_3_ v10263 _ Responsável - Data:
q35_4; q35_4_ v10264 _ Responsável - Cargo/Função:
q35_5; q35_5_ v10265 _ Responsável - Especifique:
q36_3; q36_3_ v10270 _ Responsável Órgão Gestor - Data:
q36_4; q36_4_ v10271 _ Responsável Órgão Gestor - Cargo/Função:
q36_5; q36_5_ v10272 _ Responsável Órgão Gestor - Especifique:
D1_horas.por.semana.fx;D1_horas.por.semana.fx.Total de horas por semana que o CENTRO POP encontra-se em funcionamento
D5_total.salas.atend;D5_Total de salas utilizadas para atendimento individual ou coletivo
D5_total.salas.adm.e.atend;D5_Total de salas utilizadas para atendimento e para atividades administrativas
D5_Salas.atend.fx;D5_Salas.atend.fx.Número de salas utilizadas para atendimento individual ou coletivo
D5_total.salas.adm.e.atend.fx;D5_Total de salas utilizadas para atendimento e para atividades administrativas.fx
D5_6;D5_6.Quantidade de banheiros de uso exclusivo dos trabalhadores do Centro POP
D5_7;D5_7.Quantidade de banheiros para uso dos usuários do Centro POP
D5_8;D5_8.Quantidade de espaços para higiene pessoal (Box com chuveiros individualizados)
D9_1;D9_1.Quantidade de computadores no CENTRO POP
D9_2;D9_2.Quantidade de computadores conectados à internet no CENTRO POP
D9_3;D9_3.Quantidade de computadores para utilização pelos usuários
D9_4;D9_4.Quantidade de computadores concectados à internet, para utilização pelos usuários
D18_1_total.fx;D18_1_fx.estimativa de pessoas em situação de rua em sua área de abrangência
D34_9bin1.sum;D34_9bin1.Número de trabalhadores de Nível fundamental (inclui trabalhadores sem escolaridade, fundamental incompleto e ensino médio incompleto)
D34_9bin2.sum;D34_9bin2.Número de trabalhadores de Nível médio (inclui trabalhadores com ensino superior incompleto)
D34_9bin3.sum;D34_9bin3.Número de trabalhadores de Nível superior (inclui trabalhadores com especialização, mestrado e doutorado)
D34_10bin1.sum;D34_10bin1.sum.Número de Pedagogos
D34_10bin2.sum;D34_10bin2.sum.Número de Assistentes Sociais
D34_10bin3.sum;D34_10bin3.sum.Número de Antropólogos
D34_10bin4.sum;D34_10bin4.sum.Número de Advogados
D34_10bin5.sum;D34_10bin5.sum.Número de Psicólogos
D34_11bin1.sum;D34_11bin1.Número de Servidores Estatutários
D34_11bin2.sum;D34_11bin2.Número de Empregados Públicos(CLT)
D34_11bin3.sum;D34_11bin3.Número de Comissionados
D34_11bin4.sum;"D34_11bin4.Número de profissionais com outros vínculos não permanentes(inclui Trabalhador de Empresas/Cooperativa/Entidade Prestadora de Serviços; Voluntários;Temporário; Sem vínculo; Terceirizado e Outro vínculo não permanente)"
nu.trabalhadores;Número de trabalhadores no Centro POP
