NU_IDENTIFICADOR;IBGE;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;IBGE7;UF;Regiao;Município;areaKm2;Nome_UF;Pop_total_2022;Porte_pop2022;Q_incompleto;DataCenso;DataCenso_2023;Faixas_etarias;d33_9;d33_11;d33_9bin1;d33_9bin2;d33_9bin3;d33_10bin1;d33_10bin2;d33_10bin3;d33_10bin4;d33_10bin5;d33_11bin1;d33_11bin2;d33_11bin3;d33_11bin4;d33_9bin1_sum;d33_9bin2_sum;d33_9bin3_sum;d33_10bin1_sum;d33_10bin2_sum;d33_10bin3_sum;d33_10bin4_sum;d33_10bin5_sum;d33_11bin1_sum;d33_11bin2_sum;d33_11bin3_sum;d33_11bin4_sum;nu_trabalhadores;d33_15_1_1bin_Gestão;d33_15_1_1bin_PopRua;d33_15_1_1bin_Abordagem;d33_15_1_1bin_Cadastramento;d33_15_1_1bin_Outros;d33_15_2_1bin_Gestão;d33_15_2_1bin_PopRua;d33_15_2_1bin_Abordagem;d33_15_2_1bin_Cadastramento;d33_15_2_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d33_15_1_1bin_Gestão_sum;d33_15_1_1bin_PopRua_sum;d33_15_1_1bin_Abordagem_sum;d33_15_1_1bin_Cadastramento_sum;d33_15_1_1bin_Outros_sum;d33_15_2_1bin_Gestão_sum;d33_15_2_1bin_PopRua_sum;d33_15_2_1bin_Abordagem_sum;d33_15_2_1bin_Cadastramento_sum;d33_15_2_1bin_Outros_sum
23073097218;230730; Masculino; Superior Completo; Outra(o) profissional de nível superior; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;08/02/2021; Serviço de Abordagem Social; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Feminino; Superior Completo; Outra(o) profissional de nível superior; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;14/05/2021; Serviço de Abordagem Social; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Feminino; Superior Completo; Outra(o) profissional de nível superior; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;23/08/2021; Serviço de Abordagem Social; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Masculino; Superior Completo; Psicóloga(o); Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;02/01/2023; Serviço de Abordagem Social; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Masculino; Médio Incompleto; Sem formação profissional; Servidor Temporário; Outros; De 31 a 40 horas semanais;03/07/2023; ; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Feminino; Fundamental Completo; Sem formação profissional; Servidor Temporário; Serviços Gerais; De 31 a 40 horas semanais;22/11/2023; ; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Feminino; Superior Completo; Psicóloga(o); Servidor Temporário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;30/09/2021; Serviço de Abordagem Social; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Feminino; Especialização; Assistente Social; Servidor Temporário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;01/06/2022; Atividades de gestão (administrativo); ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;4;3;9;0;3;0;1;2;7;0;1;8;16;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Masculino; Superior Completo; Advogada(o); Servidor Temporário; Técnico(a) de Nível Superior; De 11 a 20 horas semanais;02/05/2023; Serviço de Abordagem Social; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Feminino; Superior Completo; Assistente Social; Comissionado; Coordenador(a); De 31 a 40 horas semanais;01/11/2023; Outros; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;2; ;6; ;4; ; ; ; ; 
23073097218;230730; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Apoio Administrativo; De 31 a 40 horas semanais;01/07/2023; Outros; ;2307304;Ceará;Região Nordeste;Juazeiro do;248,832;CE;286120;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3;9;0;3;0;1;2;7;0;1;8;16; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;2; ;6; ;4; ; ; ; ; 
23076597224;230765; Masculino; Superior Completo; Profissional de nível médio; Servidor Estatutário; Apoio Administrativo; De 31 a 40 horas semanais;02/08/2021; Atividades de gestão (administrativo); ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;0;4;8;2;2;0;0;2;4;0;0;8;12;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Masculino; Superior Completo; Psicóloga(o); Servidor Temporário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;13/07/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;0;4;8;2;2;0;0;2;4;0;0;8;12; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Feminino; Doutorado; Pedagoga(o); Servidor Estatutário; Coordenador(a); De 31 a 40 horas semanais;01/01/2022; Atividades de gestão (administrativo); ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ;0;4;8;2;2;0;0;2;4;0;0;8;12;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Masculino; Superior Completo; Pedagoga(o); Servidor Temporário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;10/07/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;4;8;2;2;0;0;2;4;0;0;8;12; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Feminino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Serviços Gerais; De 31 a 40 horas semanais;05/01/2022; Outros; ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;4;8;2;2;0;0;2;4;0;0;8;12; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Feminino; Especialização; Assistente Social; Servidor Temporário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;01/04/2022; Serviço Especializado para Pessoas em Situação de Rua; ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;0;4;8;2;2;0;0;2;4;0;0;8;12; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Feminino; Superior Completo; Psicóloga(o); Servidor Temporário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;05/04/2022; Serviço Especializado para Pessoas em Situação de Rua; ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;0;4;8;2;2;0;0;2;4;0;0;8;12; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Feminino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;01/03/2023; Outros; ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;4;8;2;2;0;0;2;4;0;0;8;12; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Feminino; Doutorado; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;03/08/2020; Serviço Especializado para Pessoas em Situação de Rua; ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;0;4;8;2;2;0;0;2;4;0;0;8;12; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Masculino; Superior Incompleto; Profissional de nível médio; Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;28/10/2021; Outros; ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;4;8;2;2;0;0;2;4;0;0;8;12; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Feminino; Especialização; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;03/08/2020; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;0;4;8;2;2;0;0;2;4;0;0;8;12; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;2;6; ; ;4; ; ;1; ; 
23076597224;230765; Masculino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;21/10/2022; Outros; ;2307650;Ceará;Região Nordeste;Maracanaú;106,648;CE;234509;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;4;8;2;2;0;0;2;4;0;0;8;12; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;2;6; ; ;4; ; ;1; ; 
23096098104;230960; Feminino; Superior Completo; Pedagoga(o); Comissionado; Coordenador(a); De 31 a 40 horas semanais;09/09/2019; Serviço Especializado para Pessoas em Situação de Rua; ;2309607;Ceará;Região Nordeste;Pacajus;254,636;CE;70983;Médio;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ;Comissionado; ;2;3;3;1;1;0;0;1;3;0;2;3;8; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;2; ;1; ; ; ; ; 
23096098104;230960; Feminino; Superior Completo; Psicóloga(o); Comissionado; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;03/03/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2309607;Ceará;Região Nordeste;Pacajus;254,636;CE;70983;Médio;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ;2;3;3;1;1;0;0;1;3;0;2;3;8; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;2; ;1; ; ; ; ; 
23096098104;230960; Masculino; Médio Completo; Sem formação profissional; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;01/08/2022; Serviço de Abordagem Social; ;2309607;Ceará;Região Nordeste;Pacajus;254,636;CE;70983;Médio;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3;3;1;1;0;0;1;3;0;2;3;8; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ; ;3;2; ;1; ; ; ; ; 
23096098104;230960; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;01/08/2022; Serviço de Abordagem Social; ;2309607;Ceará;Região Nordeste;Pacajus;254,636;CE;70983;Médio;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3;3;1;1;0;0;1;3;0;2;3;8; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ; ;3;2; ;1; ; ; ; ; 
23096098104;230960; Feminino; Médio Completo; Sem formação profissional; Servidor Temporário; Apoio Administrativo; De 31 a 40 horas semanais;16/01/2021; Outros; ;2309607;Ceará;Região Nordeste;Pacajus;254,636;CE;70983;Médio;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3;3;1;1;0;0;1;3;0;2;3;8; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1; ;3;2; ;1; ; ; ; ; 
23096098104;230960; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;01/03/2021; Serviço Especializado para Pessoas em Situação de Rua; ;2309607;Ceará;Região Nordeste;Pacajus;254,636;CE;70983;Médio;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;2;3;3;1;1;0;0;1;3;0;2;3;8; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;2; ;1; ; ; ; ; 
23096098104;230960; Masculino; Fundamental Incompleto; Sem formação profissional; Servidor Estatutário; Outros; De 31 a 40 horas semanais;18/04/2022; ; ;2309607;Ceará;Região Nordeste;Pacajus;254,636;CE;70983;Médio;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ; ; ; ; ; ;Servidor Estatutário; ; ; ;2;3;3;1;1;0;0;1;3;0;2;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2; ;1; ; ; ; ; 
23097098081;230970; Feminino; Especialização; Advogada(o); Servidor Temporário; Técnico(a) de Nível Superior; De 11 a 20 horas semanais;01/03/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;2;0;1;1;4;0;1;9;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Feminino; Superior Completo; Assistente Social; Servidor Temporário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;02/08/2023; Serviço Especializado para Pessoas em Situação de Rua; Outros;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;2;0;1;1;4;0;1;9;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Apoio Administrativo; De 31 a 40 horas semanais;16/02/2017; Atividades de gestão (administrativo); Outros;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;2;0;1;1;4;0;1;9;14;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Masculino; Médio Completo; Sem formação profissional; Terceirizado; Outros; De 31 a 40 horas semanais;02/01/2020; Atividades de gestão (administrativo); Outros;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;2;0;1;1;4;0;1;9;14;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Masculino; Superior Completo; Assistente Social; Comissionado; Coordenador(a); De 31 a 40 horas semanais;01/07/2022; Atividades de gestão (administrativo); Outros;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ;2;8;4;0;2;0;1;1;4;0;1;9;14;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Feminino; Superior Completo; Psicóloga(o); Servidor Temporário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;05/06/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;2;8;4;0;2;0;1;1;4;0;1;9;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Masculino; Médio Completo; Profissional de nível médio; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;02/08/2023; Serviço de Abordagem Social; Outros;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;2;0;1;1;4;0;1;9;14; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Feminino; Médio Incompleto; Sem formação profissional; Servidor Temporário; Serviços Gerais; De 31 a 40 horas semanais;16/02/2017; ; ;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;2;0;1;1;4;0;1;9;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Feminino; Médio Completo; Profissional de nível médio; Servidor Estatutário; Apoio Administrativo; De 31 a 40 horas semanais;04/01/2021; Atividades de gestão (administrativo); Outros;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;2;8;4;0;2;0;1;1;4;0;1;9;14;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;02/09/2019; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;2;0;1;1;4;0;1;9;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Masculino; Fundamental Completo; Sem formação profissional; Servidor Estatutário; Outros; De 31 a 40 horas semanais;01/01/1994; ; ;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ; ; ; ; ; ;Servidor Estatutário; ; ; ;2;8;4;0;2;0;1;1;4;0;1;9;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Feminino; Médio Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;04/01/2021; Outros; Outros;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;2;0;1;1;4;0;1;9;14; ; ; ; ;Outros; ; ; ; ;Outros; ; ; ; ;1;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Feminino; Médio Completo; Sem formação profissional; Servidor Estatutário; Serviços Gerais; De 31 a 40 horas semanais;04/01/2021; Outros; Outros;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;2;8;4;0;2;0;1;1;4;0;1;9;14; ; ; ; ;Outros; ; ; ; ;Outros; ; ; ; ;1;4;4;1; ;3; ; ;3; ;9
23097098081;230970; Masculino; Médio Completo; Sem formação profissional; Servidor Estatutário; Outros; De 31 a 40 horas semanais;09/09/2020; Outros; Outros;2309706;Ceará;Região Nordeste;Pacatuba;131,994;CE;81524;Médio;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;2;8;4;0;2;0;1;1;4;0;1;9;14; ; ; ; ;Outros; ; ; ; ;Outros; ; ; ; ;1;4;4;1; ;3; ; ;3; ;9
