codigo_ibge;NU_IDENTIFICADOR;q01;q02;q03;q04;q05;q06;q07;q08;q09;q010;q011;q012;q013;q014;q015;Latitude;Longitude;q1;q2;q3;q4_1;q4_2;q4_3;q4_0;q4_98;q5_1;q5_2;q5_99;q5_0;q5_99_1;q6;q7;q8;q9;q10;q11;q12;q12_98;q13;q14;q15;q16;q16_98;q17_1_1;q17_1_2;q17_1_3;q17_1_4;q17_1_5;q17_1_6;q17_1_7;q17_1_8;q17_1_9;q17_2_1;q17_2_2;q17_2_3;q17_2_4;q17_2_5;q17_2_6;q17_2_7;q17_2_8;q17_2_9;q18_1;q18_1_98;q18_2;q18_2_98;q18_3;q18_3_98;q19_1;q19_2;q19_3;q19_4;q19_5;q19_6;q19_7;q19_8;q19_9;q19_10;q20_1;q20_1_98;q20_2;q20_2_98;q20_3;q20_3_98;q20_4;q20_4_98;q20_5;q20_5_98;q20_6;q20_6_98;q21_1;q21_1_98;q21_2;q21_2_98;q21_3;q21_3_98;q22_1;q22_1_98;q22_2;q22_2_98;q22_3;q22_3_98;q22_4;q22_4_98;q22_5;q22_5_98;q23;q23_98;q24_1;q24_2;q24_3;q24_4;q24_5;q24_6;q24_7;q24_8;q24_9;q24_10;q24_11;q24_12;q24_13;q24_14;q24_15;q24_16;q24_17;q24_18;q24_19;q24_20;q24_21;q24_22;q24_23;q24_24;q24_25;q24_26;q25;q26_1;q26_2;q26_3;q27_1;q27_2;q27_3;q27_99;q27_0;q27_99_1;q28;q29;q30_1;q30_2;q30_3;q30_4;q30_99;q30_98;q30_0;q30_99_1;q31;q32_1;q32_2;q33_1;q33_2;q33_3;q33_0;q33_1_99;q33_2_99;q33_3_99;q34_1;q34_2;q34_3;q34_4;q34_1_99;q34_2_99;q34_3_99;q35_1;q35_2;q35_3;q35_4;q35_5;q35_6;q35_99;q35_0;q35_99_1;q36_1;q36_2;q36_3;q36_98;q37;q38;q39;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;q2_velha;q4_1_velha;q4_2_velha;q4_3_velha;q4_0_velha;q4_98_velha;q5_1_velha;q5_2_velha;q5_0_velha;q5_99_velha;q7_velha;q12_velha;q12_98_velha;q17_1_1_velha;q17_1_2_velha;q17_1_3_velha;q17_1_4_velha;q17_1_5_velha;q17_1_6_velha;q17_1_7_velha;q17_1_8_velha;q17_1_9_velha;q17_2_1_velha;q17_2_2_velha;q17_2_3_velha;q17_2_4_velha;q17_2_5_velha;q17_2_6_velha;q17_2_7_velha;q17_2_8_velha;q17_2_9_velha;q17_total;q18_1_velha;q18_2_velha;q18_3_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q19_5_velha;q19_6_velha;q19_7_velha;q19_8_velha;q19_9_velha;q19_10_velha;q21_1_velha;q21_2_velha;q21_3_velha;q22_1_velha;q22_2_velha;q22_3_velha;q22_4_velha;q22_5_velha;q23_velha;q24_1_velha;q24_2_velha;q24_3_velha;q24_4_velha;q24_5_velha;q24_6_velha;q24_7_velha;q24_8_velha;q24_9_velha;q24_10_velha;q24_11_velha;q24_12_velha;q24_13_velha;q24_14_velha;q24_15_velha;q24_16_velha;q24_17_velha;q24_18_velha;q24_19_velha;q24_20_velha;q24_21_velha;q24_22_velha;q24_23_velha;q24_24_velha;q24_25_velha;q24_26_velha;q27_1_velha;q27_2_velha;q27_3_velha;q27_99_velha;q27_0_velha;q30_1_velha;q30_2_velha;q30_3_velha;q30_4_velha;q30_99_velha;q30_98_velha;q30_0_velha;q31_velha;q35_1_velha;q35_2_velha;q35_3_velha;q35_4_velha;q35_5_velha;q35_6_velha;q35_99_velha;q35_0_velha;q36_1_velha;q36_2_velha;q36_3_velha;q36_98_velha;d12_faixa;d15_faixa;d16_faixa;q17_1_9_recod;q17_2_9_recod;d17_total_faixa;d18_1_faixa;d18_2_faixa;d18_3_faixa;d19_1_faixa;d19_2_faixa;d19_3_faixa;d19_4_faixa;d19_5_faixa;d19_6_faixa;d19_7_faixa;d19_8_faixa;d19_9_faixa;d20_1_faixa;d20_2_faixa;d20_3_faixa;d20_4_faixa;d20_5_faixa;d20_6_faixa;d21_1_faixa;d21_2_faixa;d21_3_faixa;d22_1_faixa;d22_2_faixa;d22_3_faixa;d22_4_faixa;d22_5_faixa;d23_faixa;d26_1_faixa;d26_2_faixa;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores
410895;4108953312429;Unidade de Acolhimento -Serviço de Acolhimento Familiar;32;Imbituva;0; ;Centro;Próximo a academia da Saúde;84435-000;GUAMIRANGA;PR; ;(42) 3438-1253; ; ;06/11/2018;-25.191;-50.805;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2018;1; ;1;0;3;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0; ; ; ; ;1; ;0;7;1;1;0;0;0;0;0; ;3;2;4;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;2;0;4108957;41;4;Guamiranga;7900;2236;5664;Pequeno I;244,795; ;2;1; ; ; ; ; ;0;1;0;0; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1; ;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;1; ; ;1;1; ; ;2;3
410930;4109303310590;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;3;Abilon de Souza Naves;358; ;Centro; ;85400-000;GUARANIACU;PR; ;(45) 3232-1224;2309; ;01/08/2019;-25.100.455.047.842.800;-52.866.479.158.401.400;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2019;1;1045; ;0;1;1;4; ;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0; ;0; ;0; ;0;0;0;0;1;0;0;0; ;1;1; ;0; ;2; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;0; ;0; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;18;8;1;1;1;1;0;0; ;1;3;1;0;0;1;0;0;0; ;3;3;6;0;1;0;0; ;2; ;0;0;0;1; ; ; ;1;1;1;0;1;1;0;0; ;1;0;0;0; ;2;3;4109302;41;4;Guaraniaçu;14582;7804;6778;Pequeno I;1238,32; ;2;1; ; ; ; ; ;0;0;1;0; ;1045; ;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0; ;1;0;0;0;0;0;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;3;1;1;1;0;1;1;0;0;1;0;0;0;4;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;4;2;1;1;2;2; ; ; ; ; ; ; ;4;4; ; ;2; ;1; ; ;1;2; ; ; ;2
410940;4109403307791;UNIDADE DE ACOLHIMENTO - FAMÍLIA  ACOLHEDORA;32;PRESIDENTE GETÚLIO VARGAS;2077; ;CENTRO; ;85010-280;GUARAPUAVA;PR; ;(42) 3623-7915; ; ;11/05/2017;-2.539.127.268.152.700;-5.147.265.900.250.200;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;1100; ;1;1;23;27; ;4;1;3;2;0;1;0;0;11;1;3;2;1;2;2;1;0;12;5; ;0; ;0; ;1;3;2;3;2;12;0;0; ;23;12; ;4; ;20; ;11; ;1; ;0; ;2; ;0; ;0; ;4; ;0; ;11; ;0; ;0; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;8;10;1;1;1;1;0;0; ;1;2;1;0;1;1;0;0;0; ;2;3; ;0;0;1;0; ; ;10;0;0;0;1; ; ; ;1;0;0;0;1;0;0;0; ;1;0;0;0; ;1;2;4109401;41;4;Guarapuava;167328;152993;14335;Grande;3178,649; ;2;1; ; ; ; ; ;1;1;0;0; ;1100; ;4;1;3;2;0;1;0;0;11;1;3;2;1;2;2;1;0;12;23;5;0;0;1;3;2;3;2;12;0;0; ;23;2;0;0;4;0;11;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;2;1;0;0;0;1;0;0;0;1;0;0;0;4;2;2;11;12;2;1;1;1;1;1;1;1;1;2;1;1; ;2;1;2;2;1;1;1;1;1;1;1;2;1;1; ;1;2;14;6;5;2; ; ;1; ; ; ; ;25;25;1;2;5; ;3; ; ;2;6; ;1;1;8
410960;4109603310006;Unidade de Acolhimento Família Acolhedora;3;29 de Abril;802; ;Centro; ;83280-000;GUARATUBA;PR; ;(41) 3472-8603; ; ;07/11/2017;-25.817.635.165.995;-487.686.541.306.139;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;2;2017;1;550; ;0;3;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0; ;0;4;1;1;0;1;0;0;0; ;3; ;5;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;0;3;4109609;41;4;Guaratuba;32095;28805;3290;Pequeno II;1326,791; ;2;1; ; ; ; ; ;0;1;0;0; ;550; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;1;1;0;1;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;3;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1
410965;4109653308323;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;3;SÃO FRANCISCO;386; ;CENTRO;DEPARTAMENTO MUNICIPAL DE ASSISTÊNCIA SOCIAL.;85548-000;HONORIO SERPA;PR; ;(46) 3245-1186; ; ;23/02/2010;-261.627.633.496.029;-523.725.862.521.833;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2010;1;550; ;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;3;0;0;1;1;1;1;0;0; ;1;4;0;0;1;0;1;0;0;PSE - Proteção Social Especial;3;4; ;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ;0;0;1;0;1;2;3;4109658;41;4;Honório Serpa;5955;1988;3967;Pequeno I;502,235; ;2;1; ; ; ; ; ;1;1;0;0; ;550; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1;0;0;3;0;0;0;0;0;0;0;1;0;0;1;0;3;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ;1;1;2; ; ;1;3
410980;4109803307799;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Saldanha Marinho;272; ;Jd. Semprebom; ;86200-000;IBIPORA;PR; ;(43) 3178-0234; ; ;29/03/2016;-23.273.115.295.709.300;-5.104.462.087.154.380;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2016;1;1100; ;0;1;3;6; ;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0; ;0; ;0; ;0;0;2;1;0;0;0;0; ;3;1; ;0; ;2; ;6; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;4;6;1;1;1;1;0;0; ;1;7;1;0;0;1;0;0;0; ;3;3;3;0;1;0;0; ;1; ;0;0;0;1; ; ; ;1;1;0;0;1;1;0;0; ;1;0;0;0; ;0;2;4109807;41;4;Ibiporã;48198;45895;2303;Pequeno II;297,742; ;2;1; ; ; ; ; ;0;1;0;0; ;1100; ;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;3;0;0;0;0;0;2;1;0;0;0;0; ;3;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;3;1;1;0;0;1;1;0;0;1;0;0;0;4;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;6;5; ; ; ; ; ; ; ; ;12;12; ;2;2; ;1; ; ;1;2; ; ;2;4
411010;4110103312221;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO FAMILIAR;32;Vereador Olinto Chaves;245;Prédio;Centro;Atrás do Prédio da Auto Escola Futura.;84430-000;IMBITUVA;PR; ;(42) 3436-2489;27; ;22/12/2017;-25.231.473.294.154.600;-5.059.989.988.803.860;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;1100; ;0;3;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;20;4;1; ; ; ; ;1; ;0;3;0;1;0;0;0;0;0; ;3;4; ;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;2;2;4110102;41;4;Imbituva;28455;17888;10567;Pequeno II;756,535; ;2;1; ; ; ; ; ;1;0;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1
411070;4110703309684;Unidade de Acolhimento - Programa Família Acolhedora;32;Coronel Pires;286; ;Centro;CAM;84500-000;IRATI;PR; ;(42) 3907-3110; ; ;18/07/2019;-254.885.516.073.687;-508.256.102.717.294;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2019;1;1100; ;0;1;6;6; ;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;1;6;0; ;0; ;0; ;0;3;1;1;1;0;0;0; ;6;0; ;0; ;1; ;0; ;0; ;1; ;0; ;0; ;0; ;0; ;0; ;3; ;0; ;0; ;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;3;18;6;1;1;1;1;0;0; ;1;2;1;1;1;0;0;0;0; ;3;3;5;1;0;1;0;1; ;5;0;0;0;1; ; ; ;1;0;0;1;1;1;0;0; ;0;1;0;0; ;1;1;4110706;41;4;Irati;56207;44932;11275;Médio;999,517; ;2;1; ; ; ; ; ;1;1;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;1;6;6;0;0;0;0;3;1;1;1;0;0;0; ;6;0;0;0;0;0;3;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;3;1;0;0;1;1;1;0;0;0;1;0;0;4;1;1;0;6;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2; ;6;2; ; ; ; ; ; ; ; ;8;8; ;1;5; ;3; ; ;2;2; ;1;3;6
411095;4110953312953;Unidade de Acolhimento;32;Rua Independência;1703; ;centro; ;85880-000;ITAIPULANDIA;PR; ;(45) 3559-2024; ; ;28/10/2021;-2.513.788.376.686.320;-5.429.853.200.912.470;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;1246; ;0;1;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;0; ;0; ;2;0;3;1;0;0;0;0; ;6;0; ;0; ;3; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;2; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;4;16;8;1;0;1;1;0;0; ;1;2;1;1;0;0;0;0;0; ;1;3; ;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;0;0;0;0; ;1;0;0;0; ;2;2;4110953;41;4;Itaipulândia;9026;4741;4285;Pequeno I;331,288; ;2;1; ; ; ; ; ;0;0;1;0; ;1246; ;0;3;2;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0; ;0;0;0;2;0;3;1;0;0;0;0; ;6;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;4;1;1; ; ; ;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;1; ; ; ; ; ; ; ; ; ;2;2; ;1;1; ;1; ; ;1; ; ; ;2;2
411120;4111203307863;UNIDADE DE ACOLHIMENTO;32;Avenida Manoel Ribas;643;casa;Centro;Em frente a Prefeitura Municipal.;85580-000;ITAPEJARA DOESTE;PR; ;(46) 3526-1651; ;(46) 3526-8300;22/03/2017;-25.960.041.472.636.800;-5.281.554.937.362.670;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2015;1;1500; ;0;1;1;3; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0; ;0; ;0; ;1;0;0;0;0;0;0;0; ;1;2; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;2;9;6;1;1;1;0;0;0; ;2;2;1;0;0;0;0;0;0; ;2;3; ;0;1;0;0; ;2; ;0;0;0;1; ; ; ;1;0;0;0;0;0;0;0; ;1;0;0;0; ;2;2;4111209;41;4;Itapejara d'Oeste;10531;6987;3544;Pequeno I;254,014; ;2;1; ; ; ; ; ;1;0;0;0; ;1500; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0; ;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;4;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1; ; ; ; ; ; ; ; ; ;3;3; ; ;3; ;1; ; ;1;3; ; ; ;3
411180;4111803312433;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;3;Getúlio Vargas;950; ;Centro;Secretaria Municipal de Assistência Social;86400-000;JACAREZINHO;PR; ;(43) 3911-3093; ; ;26/03/2021;-23.160.050.371.789.600;-4.997.296.571.731.560;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2021;1;792; ;0;3;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;1;1;0;0; ;1;2;1;1;1;0;0;0;0; ;3;6;3;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;0;0;0;0; ; ; ; ;1;1;1;0;4111803;41;4;Jacarezinho;39121;34774;4347;Pequeno II;602,523; ;2;1; ; ; ; ; ;1;1;0;0; ;792; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ;1;1;2
411240;4112403309697;Unidade de Acolhimento;32;CURITIBA;370;PRÉDIO;JD. CARLOS CHAGAS;AO LADO DA FEIRA DO AGRICULTOR E PRÓXIMO A RODOVIÁRIA.;87225-000;JAPURA;PR; ;(44) 3635-1041; ; ;02/03/2018;-23.474.937.788.285.200;-5.255.496.740.341.180;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2018;1;1100; ;0;3;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;4;5;6;1;1;1;1;0;0; ;1;3;1;0;0;0;0;0;0; ;3;0;0;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ;0;0;1;0; ;2;3;4112405;41;4;Japurá;8549;7619;930;Pequeno I;165,185; ;2;1; ; ; ; ; ;1;1;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;1;0;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2; ; ;1;1; ; ; ; ; ; ; ;1;1; ; ;3; ;2; ; ;1;2; ;1; ;3
411320;4113203310390;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;OTAVIO JOSÉ KUSS, CASA A;395;CASA;CENTRO;PRÓXIMO AO CREAS;83750-000;LAPA;PR; ;(41) 3547-5076; ; ;07/12/2018;-25.766.677.577.946.200;-4.972.188.949.584.960;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;2;2019;1;1100; ;0;1;4;5; ;0;0;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;3;0; ;0; ;0; ;0;0;0;1;3;0;0;0; ;4;0; ;1; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;3; ;0; ;0; ;1; ;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;30;8;1;0;1;1;1;0;Elaboração PPP;1;2;0;1;0;0;0;0;0; ;3;4;4;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;1;0;0;0; ;0;0;1;0; ;0;2;4113205;41;4;Lapa;44932;27222;17710;Pequeno II;2093,859; ;2;1; ; ; ; ; ;0;1;0;0; ;1100; ;0;0;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;3;4;0;0;0;0;0;0;1;3;0;0;0; ;4;0;0;0;0;0;3;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;1;0;4;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;4;2; ; ; ; ; ; ; ; ; ;6;6; ; ;1; ;1; ; ; ;1; ; ; ;1
