Código;Nome
q20_3;q20_3_v10201_3_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social3: Informação, comunicação e defesa de direitos das(os) usuárias(os)
q20_4;q20_4_v10201_4_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social4: Escuta e orientação
q20_5;q20_5_v10201_5_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social5: Construção de vínculo entre a equipe de referência e usuárias(os)
q20_6;q20_6_v10201_6_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social6: Encaminhamentos para a rede de serviços locais
q20_7;q20_7_v10201_7_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social7: Articulação da rede de serviços socioassistenciais
q20_8;q20_8_v10201_8_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social8: Articulação com os serviços de políticas públicas setoriais
q20_9;q20_9_v10201_9_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social9: Articulação com os demais órgãos do Sistema de Garantia de Direitos
q20_10;q20_10_v10201_10_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social10: Articulação com os órgãos do Sistema de Justiça
q20_11;q20_11_v10201_11_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social11: Registro de atendimento das(os) usuárias(os)
q20_12;q20_12_v10201_12_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social12: Elaboração de relatórios
q20_13;q20_13_v10201_13_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social13: Ações de sensibilização para divulgação do trabalho realizado
q20_14;q20_14_v10201_14_20. Quais as atividades realizadas pelo Serviço Especializado em Abordagem Social14: Ações para fortalecimento de vínculos familiares e comunitários
q21;q21_v10204_21. Quantos dias por semana a abordagem social é realizada:
q22;q22_v10205_22. Em quais períodos do dia costuma ser realizada a abordagem social?
q23_1;q23_1_v10206_1_23. A abordagem social é realizada em parceria com:1: A Abordagem é realizada exclusivamente pela equipe do Centro Pop
q23_2;q23_2_v10206_2_23. A abordagem social é realizada em parceria com:2: Equipes da atenção básica de saúde
q23_3;q23_3_v10206_3_23. A abordagem social é realizada em parceria com:3: Equipes de saúde mental
q23_4;q23_4_v10206_4_23. A abordagem social é realizada em parceria com:4: Equipes de serviços de acolhimento
q23_5;q23_5_v10206_5_23. A abordagem social é realizada em parceria com:5: Equipes do CREAS
q23_6;q23_6_v10206_6_23. A abordagem social é realizada em parceria com:6: Equipes de outras unidades públicas da rede socioassistencial
q23_7;q23_7_v10206_7_23. A abordagem social é realizada em parceria com:7: Equipes de entidades da rede socioassistencial privada
q23_8;q23_8_v10206_8_23. A abordagem social é realizada em parceria com:8: Integrantes de movimentos sociais
q23_9;q23_9_v10206_9_23. A abordagem social é realizada em parceria com:9: Guarda municipal
q23_10;q23_10_v10206_10_23. A abordagem social é realizada em parceria com:10: Polícia militar
q23_11;q23_11_v10206_11_23. A abordagem social é realizada em parceria com:11: Órgãos de defesa de direitos
q23_99;q23_99_v10206_99_23. A abordagem social é realizada em parceria com:99: Outros
q24;q24_v10207_24. É feita concessão de Benefícios Eventuais neste CENTRO POP?
q25_1;q25_1_v10208_1_25. Quais são os Benefícios Eventuais concedidos neste CENTRO POP?1: Benefício Eventual em situação de morte
q25_2;q25_2_v10208_2_25. Quais são os Benefícios Eventuais concedidos neste CENTRO POP?2: Benefício Eventual em situação de natalidade
q25_3;q25_3_v10208_3_25. Quais são os Benefícios Eventuais concedidos neste CENTRO POP?3: Benefício Eventual em situação de calamidade
q25_4;q25_4_v10208_4_25. Quais são os Benefícios Eventuais concedidos neste CENTRO POP?4: Benefício Eventual em situação de vulnerabilidade social
q26;q26_v10209_26. Este CENTRO POP realiza cadastramento ou atualização do CadÚnico?
q27;q27_v10221_27. Há participação das(os) usuárias(os) nas atividades de planejamento deste CentroPOP?
q28_1;q28_1_v10222_1_28. Quais mecanismos de participação são utilizados nesta unidade?1: Convida as(os) usuárias(os) para as reuniões de planejamento desta unidade
q28_2;q28_2_v10222_2_28. Quais mecanismos de participação são utilizados nesta unidade?2: Apoio financeiro para a participação de reuniões de planejamento junto a esta unidade
q28_3;q28_3_v10222_3_28. Quais mecanismos de participação são utilizados nesta unidade?3: Existência de representante de usuárias(os) junto à unidade
q28_4;q28_4_v10222_4_28. Quais mecanismos de participação são utilizados nesta unidade?4: Eleição para representante de usuárias(os) junto à unidade
q28_5;q28_5_v10222_5_28. Quais mecanismos de participação são utilizados nesta unidade?5: Estimula a formação de coletivo/comitê de usuárias(os)
q28_6;q28_6_v10222_6_28. Quais mecanismos de participação são utilizados nesta unidade?6: Realiza questionário de satisfação/pesquisa de opinião (inclui urna de sugestões)
q28_7;q28_7_v10222_7_28. Quais mecanismos de participação são utilizados nesta unidade?7: Realiza reuniões/entrevistas especificas a fim de coletar a demanda das(os) usuárias(os)
q28_8;q28_8_v10222_8_28. Quais mecanismos de participação são utilizados nesta unidade?8: O Centro POP possui ouvidoria estruturada
q28_9;q28_9_v10222_9_28. Quais mecanismos de participação são utilizados nesta unidade?9: As(Os) usuárias(os) escolhem os temas a serem trabalhados nas ações coletivas da unidade
q28_10;q28_10_v10222_10_28. Quais mecanismos de participação são utilizados nesta unidade?10: Estimula a participação de usuárias(os) nos Conselhos de Assistência Social e/ou Conselho de Direitos
q28_99;q28_99_v10222_99_28. Quais mecanismos de participação são utilizados nesta unidade?99: Outros
q28_99_1;q28_99_1_v10223_28.99.1. Qual(is)?
q29_1_1;q29_1_1_v10224_1_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)1: Possui dados de localização (endereço, telefone, etc.)
q29_1_2;q29_1_2_v10224_2_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)2: Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q29_1_3;q29_1_3_v10224_3_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)3: Encaminha usuárias(os) para este Centro de Referência
q29_1_4;q29_1_4_v10224_4_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)4: Acompanha os encaminhamentos
q29_1_5;q29_1_5_v10224_5_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)5: Realiza reuniões periódicas
q29_1_6;q29_1_6_v10224_6_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)6: Troca Informações
q29_1_7;q29_1_7_v10224_7_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)7: Realiza estudos de caso em conjunto
q29_1_8;q29_1_8_v10224_8_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)8: Desenvolve atividades em parceria
q29_1_9;q29_1_9_v10224_9_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)9: Possui fluxo/protocolo de articulação
q29_1_0;q29_1_0_v10224_0_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)0: Não tem nenhuma articulação
q29_1_97;q29_1_97_v10224_97_29.1. Serviço Especializado em Abordagem Social (quando não ofertado pelo Centro de Referência para Pop Rua)97: Serviço ou instituição não existente no Município/DF
q29_2_1;q29_2_1_v10225_1_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)1: Possui dados de localização (endereço, telefone, etc.)
q29_2_2;q29_2_2_v10225_2_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)2: Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q29_2_3;q29_2_3_v10225_3_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)3: Encaminha usuárias(os) para este Centro de Referência
q29_2_4;q29_2_4_v10225_4_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)4: Acompanha os encaminhamentos
q29_2_5;q29_2_5_v10225_5_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)5: Realiza reuniões periódicas
q29_2_6;q29_2_6_v10225_6_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)6: Troca Informações
q29_2_7;q29_2_7_v10225_7_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)7: Realiza estudos de caso em conjunto
q29_2_8;q29_2_8_v10225_8_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)8: Desenvolve atividades em parceria
q29_2_9;q29_2_9_v10225_9_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)9: Possui fluxo/protocolo de articulação
q29_2_0;q29_2_0_v10225_0_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)0: Não tem nenhuma articulação
q29_2_97;q29_2_97_v10225_97_29.2. Serviços de Acolhimento (abrigos institucionais, casas de passagem, repúblicas)97: Serviço ou instituição não existente no Município/DF
q29_3_1;q29_3_1_v10226_1_29.3. Centro de Referência de Assistência Social (CRAS)1: Possui dados de localização (endereço, telefone, etc.)
q29_3_2;q29_3_2_v10226_2_29.3. Centro de Referência de Assistência Social (CRAS)2: Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q29_3_3;q29_3_3_v10226_3_29.3. Centro de Referência de Assistência Social (CRAS)3: Encaminha usuárias(os) para este Centro de Referência
q29_3_4;q29_3_4_v10226_4_29.3. Centro de Referência de Assistência Social (CRAS)4: Acompanha os encaminhamentos
q29_3_5;q29_3_5_v10226_5_29.3. Centro de Referência de Assistência Social (CRAS)5: Realiza reuniões periódicas
q29_3_6;q29_3_6_v10226_6_29.3. Centro de Referência de Assistência Social (CRAS)6: Troca Informações
q29_3_7;q29_3_7_v10226_7_29.3. Centro de Referência de Assistência Social (CRAS)7: Realiza estudos de caso em conjunto
q29_3_8;q29_3_8_v10226_8_29.3. Centro de Referência de Assistência Social (CRAS)8: Desenvolve atividades em parceria
q29_3_9;q29_3_9_v10226_9_29.3. Centro de Referência de Assistência Social (CRAS)9: Possui fluxo/protocolo de articulação
q29_3_0;q29_3_0_v10226_0_29.3. Centro de Referência de Assistência Social (CRAS)0: Não tem nenhuma articulação
q29_3_97;q29_3_97_v10226_97_29.3. Centro de Referência de Assistência Social (CRAS)97: Serviço ou instituição não existente no Município/DF
q29_4_1;q29_4_1_v10227_1_29.4. Centro de Referência Especializado de Assistência Social (CREAS)1: Possui dados de localização (endereço, telefone, etc.)
q29_4_2;q29_4_2_v10227_2_29.4. Centro de Referência Especializado de Assistência Social (CREAS)2: Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q29_4_3;q29_4_3_v10227_3_29.4. Centro de Referência Especializado de Assistência Social (CREAS)3: Encaminha usuárias(os) para este Centro de Referência
q29_4_4;q29_4_4_v10227_4_29.4. Centro de Referência Especializado de Assistência Social (CREAS)4: Acompanha os encaminhamentos
q29_4_5;q29_4_5_v10227_5_29.4. Centro de Referência Especializado de Assistência Social (CREAS)5: Realiza reuniões periódicas
q29_4_6;q29_4_6_v10227_6_29.4. Centro de Referência Especializado de Assistência Social (CREAS)6: Troca Informações
q29_4_7;q29_4_7_v10227_7_29.4. Centro de Referência Especializado de Assistência Social (CREAS)7: Realiza estudos de caso em conjunto
q29_4_8;q29_4_8_v10227_8_29.4. Centro de Referência Especializado de Assistência Social (CREAS)8: Desenvolve atividades em parceria
q29_4_9;q29_4_9_v10227_9_29.4. Centro de Referência Especializado de Assistência Social (CREAS)9: Possui fluxo/protocolo de articulação
q29_4_0;q29_4_0_v10227_0_29.4. Centro de Referência Especializado de Assistência Social (CREAS)0: Não tem nenhuma articulação
q29_4_97;q29_4_97_v10227_97_29.4. Centro de Referência Especializado de Assistência Social (CREAS)97: Serviço ou instituição não existente no Município/DF
q29_5_1;q29_5_1_v10228_1_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)1: Possui dados de localização (endereço, telefone, etc.)
q29_5_2;q29_5_2_v10228_2_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)2: Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q29_5_3;q29_5_3_v10228_3_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)3: Encaminha usuárias(os) para este Centro de Referência
q29_5_4;q29_5_4_v10228_4_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)4: Acompanha os encaminhamentos
q29_5_5;q29_5_5_v10228_5_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)5: Realiza reuniões periódicas
q29_5_6;q29_5_6_v10228_6_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)6: Troca Informações
q29_5_7;q29_5_7_v10228_7_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)7: Realiza estudos de caso em conjunto
q29_5_8;q29_5_8_v10228_8_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)8: Desenvolve atividades em parceria
q29_5_9;q29_5_9_v10228_9_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)9: Possui fluxo/protocolo de articulação
q29_5_0;q29_5_0_v10228_0_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)0: Não tem nenhuma articulação
q29_5_97;q29_5_97_v10228_97_29.5. Serviços de Saúde Mental (CAPS, CAPS AD, etc.)97: Serviço ou instituição não existente no Município/DF
q29_6_1;q29_6_1_v10229_1_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)1: Possui dados de localização (endereço, telefone, etc.)
q29_6_2;q29_6_2_v10229_2_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)2: Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q29_6_3;q29_6_3_v10229_3_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)3: Encaminha usuárias(os) para este Centro de Referência
q29_6_4;q29_6_4_v10229_4_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)4: Acompanha os encaminhamentos
q29_6_5;q29_6_5_v10229_5_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)5: Realiza reuniões periódicas
q29_6_6;q29_6_6_v10229_6_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)6: Troca Informações
q29_6_7;q29_6_7_v10229_7_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)7: Realiza estudos de caso em conjunto
q29_6_8;q29_6_8_v10229_8_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)8: Desenvolve atividades em parceria
q29_6_9;q29_6_9_v10229_9_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)9: Possui fluxo/protocolo de articulação
q29_6_0;q29_6_0_v10229_0_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)0: Não tem nenhuma articulação
q29_6_97;q29_6_97_v10229_97_29.6. Equipes de Saúde que atuem no espaço da rua (Consultórios na Rua ou outros)97: Serviço ou instituição não existente no Município/DF
q29_7_1;q29_7_1_v10231_1_29.7. Serviços de saúde voltados à internação1: Possui dados de localização (endereço, telefone, etc.)
q29_7_2;q29_7_2_v10231_2_29.7. Serviços de saúde voltados à internação2: Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q29_7_3;q29_7_3_v10231_3_29.7. Serviços de saúde voltados à internação3: Encaminha usuárias(os) para este Centro de Referência
q29_7_4;q29_7_4_v10231_4_29.7. Serviços de saúde voltados à internação4: Acompanha os encaminhamentos
q29_7_5;q29_7_5_v10231_5_29.7. Serviços de saúde voltados à internação5: Realiza reuniões periódicas
q29_7_6;q29_7_6_v10231_6_29.7. Serviços de saúde voltados à internação6: Troca Informações
q29_7_7;q29_7_7_v10231_7_29.7. Serviços de saúde voltados à internação7: Realiza estudos de caso em conjunto
q29_7_8;q29_7_8_v10231_8_29.7. Serviços de saúde voltados à internação8: Desenvolve atividades em parceria
q29_7_9;q29_7_9_v10231_9_29.7. Serviços de saúde voltados à internação9: Possui fluxo/protocolo de articulação
q29_7_0;q29_7_0_v10231_0_29.7. Serviços de saúde voltados à internação0: Não tem nenhuma articulação
q29_7_97;q29_7_97_v10231_97_29.7. Serviços de saúde voltados à internação97: Serviço ou instituição não existente no Município/DF
q29_8_1;q29_8_1_v10232_1_29.8. Serviços de educação1: Possui dados de localização (endereço, telefone, etc.)
q29_8_2;q29_8_2_v10232_2_29.8. Serviços de educação2: Recebe usuárias(os) encaminhadas(os) por este Centro de Referência
q29_8_3;q29_8_3_v10232_3_29.8. Serviços de educação3: Encaminha usuárias(os) para este Centro de Referência
q29_8_4;q29_8_4_v10232_4_29.8. Serviços de educação4: Acompanha os encaminhamentos
q29_8_5;q29_8_5_v10232_5_29.8. Serviços de educação5: Realiza reuniões periódicas
q29_8_6;q29_8_6_v10232_6_29.8. Serviços de educação6: Troca Informações
q29_8_7;q29_8_7_v10232_7_29.8. Serviços de educação7: Realiza estudos de caso em conjunto
q29_8_8;q29_8_8_v10232_8_29.8. Serviços de educação8: Desenvolve atividades em parceria
q29_8_9;q29_8_9_v10232_9_29.8. Serviços de educação9: Possui fluxo/protocolo de articulação
q29_8_0;q29_8_0_v10232_0_29.8. Serviços de educação0: Não tem nenhuma articulação
q29_8_97;q29_8_97_v10232_97_29.8. Serviços de educação97: Serviço ou instituição não existente no Município/DF
q29_9_1;q29_9_1_v14444_1_29.9. Políticas Culturais (ponto de cultura, entre outros)1: Possui dados de localização (endereço, telefone, etc.)
q29_9_2;q29_9_2_v14444_2_29.9. Políticas Culturais (ponto de cultura, entre outros)2: Recebe usuárias(os) encaminhados por este Centro de Referência
q29_9_3;q29_9_3_v14444_3_29.9. Políticas Culturais (ponto de cultura, entre outros)3: Encaminha usuárias(os) para este Centro de Referência
q29_9_4;q29_9_4_v14444_4_29.9. Políticas Culturais (ponto de cultura, entre outros)4: Acompanha os encaminhamentos
q29_9_5;q29_9_5_v14444_5_29.9. Políticas Culturais (ponto de cultura, entre outros)5: Realiza reuniões periódicas
q29_9_6;q29_9_6_v14444_6_29.9. Políticas Culturais (ponto de cultura, entre outros)6: Troca Informações
q29_9_7;q29_9_7_v14444_7_29.9. Políticas Culturais (ponto de cultura, entre outros)7: Realiza estudos de caso em conjunto
q29_9_8;q29_9_8_v14444_8_29.9. Políticas Culturais (ponto de cultura, entre outros)8: Desenvolve atividades em parceria
q29_9_9;q29_9_9_v14444_9_29.9. Políticas Culturais (ponto de cultura, entre outros)9: Possui fluxo/protocolo de articulação
q29_9_0;q29_9_0_v14444_0_29.9. Políticas Culturais (ponto de cultura, entre outros)0: Não tem nenhuma articulação
q29_9_97;q29_9_97_v14444_97_29.9. Políticas Culturais (ponto de cultura, entre outros)97: Serviço ou instituição não existente no Município/DF
q29_10_1;q29_10_1_v10234_1_29.10. Órgãos responsáveis pela emissão de documentação civil básica1: Possui dados de localização (endereço, telefone, etc.)
q29_10_2;q29_10_2_v10234_2_29.10. Órgãos responsáveis pela emissão de documentação civil básica2: Recebe usuárias(os) encaminhados por este Centro de Referência
q29_10_3;q29_10_3_v10234_3_29.10. Órgãos responsáveis pela emissão de documentação civil básica3: Encaminha usuárias(os) para este Centro de Referência
q29_10_4;q29_10_4_v10234_4_29.10. Órgãos responsáveis pela emissão de documentação civil básica4: Acompanha os encaminhamentos
q29_10_5;q29_10_5_v10234_5_29.10. Órgãos responsáveis pela emissão de documentação civil básica5: Realiza reuniões periódicas
q29_10_6;q29_10_6_v10234_6_29.10. Órgãos responsáveis pela emissão de documentação civil básica6: Troca Informações
q29_10_7;q29_10_7_v10234_7_29.10. Órgãos responsáveis pela emissão de documentação civil básica7: Realiza estudos de caso em conjunto
q29_10_8;q29_10_8_v10234_8_29.10. Órgãos responsáveis pela emissão de documentação civil básica8: Desenvolve atividades em parceria
q29_10_9;q29_10_9_v10234_9_29.10. Órgãos responsáveis pela emissão de documentação civil básica9: Possui fluxo/protocolo de articulação
q29_10_0;q29_10_0_v10234_0_29.10. Órgãos responsáveis pela emissão de documentação civil básica0: Não tem nenhuma articulação
q29_10_97;q29_10_97_v10234_97_29.10. Órgãos responsáveis pela emissão de documentação civil básica97: Serviço ou instituição não existente no Município/DF
q29_11_1;q29_11_1_v10235_1_29.11. Serviços/Programas de Segurança Alimentar1: Possui dados de localização (endereço, telefone, etc.)
q29_11_2;q29_11_2_v10235_2_29.11. Serviços/Programas de Segurança Alimentar2: Recebe usuárias(os) encaminhados por este Centro de Referência
q29_11_3;q29_11_3_v10235_3_29.11. Serviços/Programas de Segurança Alimentar3: Encaminha usuárias(os) para este Centro de Referência
q29_11_4;q29_11_4_v10235_4_29.11. Serviços/Programas de Segurança Alimentar4: Acompanha os encaminhamentos
q29_11_5;q29_11_5_v10235_5_29.11. Serviços/Programas de Segurança Alimentar5: Realiza reuniões periódicas
q29_11_6;q29_11_6_v10235_6_29.11. Serviços/Programas de Segurança Alimentar6: Troca Informações
q29_11_7;q29_11_7_v10235_7_29.11. Serviços/Programas de Segurança Alimentar7: Realiza estudos de caso em conjunto
q29_11_8;q29_11_8_v10235_8_29.11. Serviços/Programas de Segurança Alimentar8: Desenvolve atividades em parceria
q29_11_9;q29_11_9_v10235_9_29.11. Serviços/Programas de Segurança Alimentar9: Possui fluxo/protocolo de articulação
q29_11_0;q29_11_0_v10235_0_29.11. Serviços/Programas de Segurança Alimentar0: Não tem nenhuma articulação
q29_11_97;q29_11_97_v10235_97_29.11. Serviços/Programas de Segurança Alimentar97: Serviço ou instituição não existente no Município/DF
q29_12_1;q29_12_1_v10236_1_29.12. Serviços/Programas de Habitação1: Possui dados de localização (endereço, telefone, etc.)
q29_12_2;q29_12_2_v10236_2_29.12. Serviços/Programas de Habitação2: Recebe usuárias(os) encaminhados por este Centro de Referência
q29_12_3;q29_12_3_v10236_3_29.12. Serviços/Programas de Habitação3: Encaminha usuárias(os) para este Centro de Referência
q29_12_4;q29_12_4_v10236_4_29.12. Serviços/Programas de Habitação4: Acompanha os encaminhamentos
q29_12_5;q29_12_5_v10236_5_29.12. Serviços/Programas de Habitação5: Realiza reuniões periódicas
q29_12_6;q29_12_6_v10236_6_29.12. Serviços/Programas de Habitação6: Troca Informações
q29_12_7;q29_12_7_v10236_7_29.12. Serviços/Programas de Habitação7: Realiza estudos de caso em conjunto
q29_12_8;q29_12_8_v10236_8_29.12. Serviços/Programas de Habitação8: Desenvolve atividades em parceria
q29_12_9;q29_12_9_v10236_9_29.12. Serviços/Programas de Habitação9: Possui fluxo/protocolo de articulação
q29_12_0;q29_12_0_v10236_0_29.12. Serviços/Programas de Habitação0: Não tem nenhuma articulação
q29_12_97;q29_12_97_v10236_97_29.12. Serviços/Programas de Habitação97: Serviço ou instituição não existente no Município/DF
q29_13_1;q29_13_1_v10237_1_29.13. Serviços/Programas de Geração de Trabalho e Renda1: Possui dados de localização (endereço, telefone, etc.)
q29_13_2;q29_13_2_v10237_2_29.13. Serviços/Programas de Geração de Trabalho e Renda2: Recebe usuárias(os) encaminhados por este Centro de Referência
q29_13_3;q29_13_3_v10237_3_29.13. Serviços/Programas de Geração de Trabalho e Renda3: Encaminha usuárias(os) para este Centro de Referência
q29_13_4;q29_13_4_v10237_4_29.13. Serviços/Programas de Geração de Trabalho e Renda4: Acompanha os encaminhamentos
q29_13_5;q29_13_5_v10237_5_29.13. Serviços/Programas de Geração de Trabalho e Renda5: Realiza reuniões periódicas
q29_13_6;q29_13_6_v10237_6_29.13. Serviços/Programas de Geração de Trabalho e Renda6: Troca Informações
q29_13_7;q29_13_7_v10237_7_29.13. Serviços/Programas de Geração de Trabalho e Renda7: Realiza estudos de caso em conjunto
q29_13_8;q29_13_8_v10237_8_29.13. Serviços/Programas de Geração de Trabalho e Renda8: Desenvolve atividades em parceria
q29_13_9;q29_13_9_v10237_9_29.13. Serviços/Programas de Geração de Trabalho e Renda9: Possui fluxo/protocolo de articulação
q29_13_0;q29_13_0_v10237_0_29.13. Serviços/Programas de Geração de Trabalho e Renda0: Não tem nenhuma articulação
q29_13_97;q29_13_97_v10237_97_29.13. Serviços/Programas de Geração de Trabalho e Renda97: Serviço ou instituição não existente no Município/DF
q29_14_1;q29_14_1_v10240_1_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)1: Possui dados de localização (endereço, telefone, etc.)
q29_14_2;q29_14_2_v10240_2_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)2: Recebe usuárias(os) encaminhados por este Centro de Referência
q29_14_3;q29_14_3_v10240_3_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)3: Encaminha usuárias(os) para este Centro de Referência
q29_14_4;q29_14_4_v10240_4_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)4: Acompanha os encaminhamentos
q29_14_5;q29_14_5_v10240_5_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)5: Realiza reuniões periódicas
q29_14_6;q29_14_6_v10240_6_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)6: Troca Informações
q29_14_7;q29_14_7_v10240_7_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)7: Realiza estudos de caso em conjunto
q29_14_8;q29_14_8_v10240_8_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)8: Desenvolve atividades em parceria
q29_14_9;q29_14_9_v10240_9_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)9: Possui fluxo/protocolo de articulação
q29_14_0;q29_14_0_v10240_0_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)0: Não tem nenhuma articulação
q29_14_97;q29_14_97_v10240_97_29.14. Órgãos de Defesa de Direitos (Poder Judiciário, Ministério Público, Defensoria Pública, etc.)97: Serviço ou instituição não existente no Município/DF
q29_15_1;q29_15_1_v10241_1_29.15. Movimentos organizados da população em situação de rua1: Possui dados de localização (endereço, telefone, etc.)
q29_15_2;q29_15_2_v10241_2_29.15. Movimentos organizados da população em situação de rua2: Recebe usuárias(os) encaminhados por este Centro de Referência
q29_15_3;q29_15_3_v10241_3_29.15. Movimentos organizados da população em situação de rua3: Encaminha usuárias(os) para este Centro de Referência
q29_15_4;q29_15_4_v10241_4_29.15. Movimentos organizados da população em situação de rua4: Acompanha os encaminhamentos
q29_15_5;q29_15_5_v10241_5_29.15. Movimentos organizados da população em situação de rua5: Realiza reuniões periódicas
q29_15_6;q29_15_6_v10241_6_29.15. Movimentos organizados da população em situação de rua6: Troca Informações
q29_15_7;q29_15_7_v10241_7_29.15. Movimentos organizados da população em situação de rua7: Realiza estudos de caso em conjunto
q29_15_8;q29_15_8_v10241_8_29.15. Movimentos organizados da população em situação de rua8: Desenvolve atividades em parceria
q29_15_9;q29_15_9_v10241_9_29.15. Movimentos organizados da população em situação de rua9: Possui fluxo/protocolo de articulação
q29_15_0;q29_15_0_v10241_0_29.15. Movimentos organizados da população em situação de rua0: Não tem nenhuma articulação
q29_15_97;q29_15_97_v10241_97_29.15. Movimentos organizados da população em situação de rua97: Serviço ou instituição não existente no Município/DF
q30_1;q30_1_v12759_1_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?1: Deficiência
q30_2;q30_2_v12759_2_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?2: Gênero
