IBGE;NU_IDENTIFICADOR;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2022;d_30_2_Faixas_etarias;d37_9;d37_11;d37_9bin1;d37_9bin2;d37_9bin3;d37_10bin1;d37_10bin2;d37_10bin3;d37_10bin4;d37_10bin5;d37_11bin1;d37_11bin2;d37_11bin3;d37_11bin4;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras;filter_$
311995;3119953312675; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;18/07/2017;3119955;Minas gerais;Região Sudeste;Córrego Fundo;5790;4430;1360;Pequeno I;101,112;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3; ; ; ; ; ; ; ; ; ;5;5;Selected
311995;3119953312675; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;18/07/2017;3119955;Minas gerais;Região Sudeste;Córrego Fundo;5790;4430;1360;Pequeno I;101,112;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3; ; ; ; ; ; ; ; ; ;5;5;Selected
312015;3120153303405; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;22/10/2019;3120151;Minas gerais;Região Sudeste;Crisólita;6047;3489;2558;Pequeno I;966,202;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2; ; ; ; ; ; ; ; ; ;2;2;Selected
312015;3120153303405; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;30/10/2019;3120151;Minas gerais;Região Sudeste;Crisólita;6047;3489;2558;Pequeno I;966,202;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2; ; ; ; ; ; ; ; ; ;2;2;Selected
312090;3120903313103; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;01/09/2021;3120904;Minas gerais;Região Sudeste;Curvelo;74219;67382;6837;Médio;3296,2;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;1;1;Selected
312140;3121403308924; Feminino; Superior Completo; Psicóloga(o); Outro vínculo não permanente; Família Acolhedora;01/03/2020;3121407;Minas gerais;Região Sudeste;Desterro de Entre Rios;7002;3596;3406;Pequeno I;377,165;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;1; ; ; ; ;1; ; ; ;1;1;Selected
312160;3121603308215; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;03/12/2021;3121605;Minas gerais;Região Sudeste;Diamantina;45880;40064;5816;Pequeno II;3891,659;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1; ; ; ; ; ; ; ; ; ; ;1;1;Selected
312230;3122303309658; Masculino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;15/02/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Médio Completo; Profissional de nível médio; Terceirizada(o); Família Acolhedora;18/02/2022;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Superior Completo; Advogada(o); Sem Vínculo; Família Acolhedora;18/02/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;19/12/2018;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Superior Incompleto; Sem formação profissional; Outro vínculo não permanente; Família Acolhedora;03/02/2020;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Fundamental Completo; Sem formação profissional; Terceirizada(o); Família Acolhedora;14/06/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Superior Completo; Pedagoga(o); Sem Vínculo; Família Acolhedora;16/07/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;08/09/2021;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Médio Completo; Sem formação profissional; Terceirizada(o); Família Acolhedora;24/03/2022;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Superior Completo; Nutricionista; Terceirizada(o); Família Acolhedora;15/02/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Superior Completo; Advogada(o); Terceirizada(o); Família Acolhedora;27/09/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Superior Completo; Médica(o); Outro vínculo não permanente; Família Acolhedora;05/07/2021;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Superior Completo; Outra formação de nível superior; Terceirizada(o); Família Acolhedora;26/11/2021;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Superior Incompleto; Profissional de nível médio; Terceirizada(o); Família Acolhedora;20/11/2021;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;15/02/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Médio Completo; Profissional de nível médio; Terceirizada(o); Família Acolhedora;13/06/2022;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Superior Completo; Enfermeira(o); Terceirizada(o); Família Acolhedora;15/02/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Médio Completo; Profissional de nível médio; Terceirizada(o); Família Acolhedora;23/06/2020;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Superior Completo; Outra formação de nível superior; Terceirizada(o); Família Acolhedora;26/05/2022;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Especialização; Pedagoga(o); Empregada(o) Privado (CLT); Família Acolhedora;09/07/2021;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Superior Completo; Outra formação de nível superior; Outro vínculo não permanente; Família Acolhedora;14/09/2020;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;15/02/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;29/08/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Feminino; Médio Incompleto; Sem formação profissional; Terceirizada(o); Família Acolhedora;12/11/2021;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Médio Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;15/02/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312230;3122303309658; Masculino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;14/07/2019;3122306;Minas gerais;Região Sudeste;Divinópolis;213016;207516;5500;Grande;708,115;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;11;11;2; ; ;2; ; ; ; ;26;26;Selected
312705;3127053308233; Feminino; Superior Completo; Pedagoga(o); Outro vínculo não permanente; Família Acolhedora;02/02/2021;3127057;Minas gerais;Região Sudeste;Fronteira dos Vales;4687;3038;1649;Pequeno I;320,757;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;1;1; ; ; ; ; ; ; ;3;3;Selected
312705;3127053308233; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;28/03/2018;3127057;Minas gerais;Região Sudeste;Fronteira dos Vales;4687;3038;1649;Pequeno I;320,757;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;1;1; ; ; ; ; ; ; ;3;3;Selected
312705;3127053308233; Feminino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Família Acolhedora;02/02/2021;3127057;Minas gerais;Região Sudeste;Fronteira dos Vales;4687;3038;1649;Pequeno I;320,757;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;1;1; ; ; ; ; ; ; ;3;3;Selected
312738;3127383311945; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;12/03/2021;3127388;Minas gerais;Região Sudeste;Goianá;3659;2969;690;Pequeno I;152,039;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1; ; ; ; ; ; ; ; ; ;2;2;Selected
312738;3127383311945; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;15/04/2020;3127388;Minas gerais;Região Sudeste;Goianá;3659;2969;690;Pequeno I;152,039;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1; ; ; ; ; ; ; ; ; ;2;2;Selected
312770;3127703306000; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;27/05/2021;3127701;Minas gerais;Região Sudeste;Governador Valadares;263689;253300;10389;Grande;2342,325;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;4;2; ; ; ; ; ; ; ;7;7;Selected
312770;3127703306000; Feminino; Superior Completo; Pedagoga(o); Sem Vínculo; Família Acolhedora;21/10/2021;3127701;Minas gerais;Região Sudeste;Governador Valadares;263689;253300;10389;Grande;2342,325;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;4;2; ; ; ; ; ; ; ;7;7;Selected
312770;3127703306000; Feminino; Superior Completo; Analista de Sistema; Servidor(a) Temporário(a); Família Acolhedora;27/05/2022;3127701;Minas gerais;Região Sudeste;Governador Valadares;263689;253300;10389;Grande;2342,325;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;4;2; ; ; ; ; ; ; ;7;7;Selected
312770;3127703306000; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;21/10/2021;3127701;Minas gerais;Região Sudeste;Governador Valadares;263689;253300;10389;Grande;2342,325;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;4;2; ; ; ; ; ; ; ;7;7;Selected
312770;3127703306000; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;21/05/2015;3127701;Minas gerais;Região Sudeste;Governador Valadares;263689;253300;10389;Grande;2342,325;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;4;2; ; ; ; ; ; ; ;7;7;Selected
312770;3127703306000; Feminino; Superior Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;21/10/2021;3127701;Minas gerais;Região Sudeste;Governador Valadares;263689;253300;10389;Grande;2342,325;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;4;2; ; ; ; ; ; ; ;7;7;Selected
312770;3127703306000; Feminino; Superior Completo; Pedagoga(o); Sem Vínculo; Família Acolhedora;21/10/2021;3127701;Minas gerais;Região Sudeste;Governador Valadares;263689;253300;10389;Grande;2342,325;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;4;2; ; ; ; ; ; ; ;7;7;Selected
312830;3128303310592; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;16/03/2020;3128303;Minas gerais;Região Sudeste;Guaranésia;18714;16836;1878;Pequeno I;294,828;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2; ; ; ; ; ; ; ; ; ;2;2;Selected
312830;3128303310592; Feminino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;08/08/2022;3128303;Minas gerais;Região Sudeste;Guaranésia;18714;16836;1878;Pequeno I;294,828;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2; ; ; ; ; ; ; ; ; ;2;2;Selected
312980;3129803311466; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;28/07/2020;3129806;Minas gerais;Região Sudeste;Ibirité;158954;158590;364;Grande;72,573;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;1; ; ; ; ; ; ; ; ;1;1;Selected
313170;3131703307961; Feminino; Superior Completo; Pedagoga(o); Sem Vínculo; Família Acolhedora;19/07/2019;3131703;Minas gerais;Região Sudeste;Itabira;109783;102316;7467;Grande;1253,704;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;3;1; ; ;1; ; ; ; ;6;6;Selected
313170;3131703307961; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;22/12/2017;3131703;Minas gerais;Região Sudeste;Itabira;109783;102316;7467;Grande;1253,704;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;3;1; ; ;1; ; ; ; ;6;6;Selected
313170;3131703307961; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;16/10/2019;3131703;Minas gerais;Região Sudeste;Itabira;109783;102316;7467;Grande;1253,704;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;3;1; ; ;1; ; ; ; ;6;6;Selected
313170;3131703307961; Feminino; Superior Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;08/02/2020;3131703;Minas gerais;Região Sudeste;Itabira;109783;102316;7467;Grande;1253,704;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;3;1; ; ;1; ; ; ; ;6;6;Selected
313170;3131703307961; Feminino; Superior Completo; Advogada(o); Sem Vínculo; Família Acolhedora;26/08/2021;3131703;Minas gerais;Região Sudeste;Itabira;109783;102316;7467;Grande;1253,704;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;1;2;3;1; ; ;1; ; ; ; ;6;6;Selected
313170;3131703307961; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;16/10/2019;3131703;Minas gerais;Região Sudeste;Itabira;109783;102316;7467;Grande;1253,704;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;3;1; ; ;1; ; ; ; ;6;6;Selected
313420;3134203309518; Feminino; Médio Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;18/12/2018;3134202;Minas gerais;Região Sudeste;Ituiutaba;97171;93125;4046;Médio;2598,046;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3; ; ; ; ; ; ; ; ; ;7;7;Selected
313420;3134203309518; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;30/06/2020;3134202;Minas gerais;Região Sudeste;Ituiutaba;97171;93125;4046;Médio;2598,046;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3; ; ; ; ; ; ; ; ; ;7;7;Selected
313420;3134203309518; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;03/03/2019;3134202;Minas gerais;Região Sudeste;Ituiutaba;97171;93125;4046;Médio;2598,046;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3; ; ; ; ; ; ; ; ; ;7;7;Selected
313420;3134203309518; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;31/10/2019;3134202;Minas gerais;Região Sudeste;Ituiutaba;97171;93125;4046;Médio;2598,046;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3; ; ; ; ; ; ; ; ; ;7;7;Selected
313420;3134203309518; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;08/06/2020;3134202;Minas gerais;Região Sudeste;Ituiutaba;97171;93125;4046;Médio;2598,046;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3; ; ; ; ; ; ; ; ; ;7;7;Selected
313420;3134203309518; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;14/01/2020;3134202;Minas gerais;Região Sudeste;Ituiutaba;97171;93125;4046;Médio;2598,046;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3; ; ; ; ; ; ; ; ; ;7;7;Selected
313420;3134203309518; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;09/07/2018;3134202;Minas gerais;Região Sudeste;Ituiutaba;97171;93125;4046;Médio;2598,046;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;3; ; ; ; ; ; ; ; ; ;7;7;Selected
313530;3135303309960; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;05/04/2019;3135308;Minas gerais;Região Sudeste;Japaraíba;3939;2550;1389;Pequeno I;172,141;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;3;1; ; ;1; ; ; ; ;6;6;Selected
