IBGE;q19_3;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;UF;Regiao;Q_incompleto;DataCenso;DataCenso_2023;Faixas_etarias;d19_8;d19_8bin1;d19_8bin2;d19_8bin3;d19_9;d19_9bin1;d19_9bin2;d19_9bin3;d19_9bin4;d19_9bin5;d19_10;d19_10bin1;d19_10bin2;d19_10bin3;d19_10bin4;d19_8bin1_sum;d19_8bin2_sum;d19_8bin3_sum;d19_9bin1_sum;d19_9bin2_sum;d19_9bin3_sum;d19_9bin4_sum;d19_9bin5_sum;d19_10bin1_sum;d19_10bin2_sum;d19_10bin3_sum;d19_10bin4_sum;nu_trabalhador
27;0; Especialização; Administrador (a); Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;12/04/2017;Alagoas;Região Nordeste;69;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;3;7;0;0;0;0;0;4;0;5;1;10
27; Masculino; Ensino Superior Incompleto; Profissional de nível médio; Outro vínculo não permanente;Estagiário(a); De 11 a 20 horas semanais;05/02/2021;Alagoas;Região Nordeste;72;31.08.2023;8/31/2023;18 a 29 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;3;7;0;0;0;0;0;4;0;5;1;10
27; Masculino; Ensino Superior Incompleto; Profissional de nível médio; Comissionado (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais;18/08/2016;Alagoas;Região Nordeste;70;31.08.2023;8/31/2023;Mais de 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;3;7;0;0;0;0;0;4;0;5;1;10
27; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;11/02/1982;Alagoas;Região Nordeste;67;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;3;7;0;0;0;0;0;4;0;5;1;10
27;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Ordenador(a) de Despesas; De 31 a 40 horas semanais;01/01/2023;Alagoas;Região Nordeste;71;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;3;7;0;0;0;0;0;4;0;5;1;10
27;0; Ensino Superior Completo; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais;11/02/1984;Alagoas;Região Nordeste;74;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;3;7;0;0;0;0;0;4;0;5;1;10
27;0; Especialização; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;15/01/1981;Alagoas;Região Nordeste;68;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;3;7;0;0;0;0;0;4;0;5;1;10
27;0; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 21 a 30 horas semanais;11/03/1986;Alagoas;Região Nordeste;66;31.08.2023;8/31/2023;Mais de 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;3;7;0;0;0;0;0;4;0;5;1;10
27;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais;09/02/2021;Alagoas;Região Nordeste;73;31.08.2023;8/31/2023;18 a 29 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;3;7;0;0;0;0;0;4;0;5;1;10
28;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 21 a 30 horas semanais; ;Sergipe;Região Nordeste;79;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;1;5;0;1;0;1;0;0;0;6;0;6
28;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 21 a 30 horas semanais; ;Sergipe;Região Nordeste;76;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;1;5;0;1;0;1;0;0;0;6;0;6
28;0; Ensino Superior Completo; Advogado (a); Comissionado (a); Técnico(a) de nível superior; De 21 a 30 horas semanais; ;Sergipe;Região Nordeste;75;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Comissionado; ; ;Comissionado; ;0;1;5;0;1;0;1;0;0;0;6;0;6
28; Masculino; Ensino Médio Completo; Administrador (a); Comissionado (a); Técnico(a) de nível superior; De 21 a 30 horas semanais; ;Sergipe;Região Nordeste;80;31.08.2023;8/31/2023;18 a 29 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;1;5;0;1;0;1;0;0;0;6;0;6
28;0; Ensino Superior Completo; Administrador (a); Comissionado (a); Técnico(a) de nível superior; De 21 a 30 horas semanais; ;Sergipe;Região Nordeste;77;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;1;5;0;1;0;1;0;0;0;6;0;6
28;0; Especialização; Assistente Social; Comissionado (a); Coordenador(a); De 21 a 30 horas semanais;10/10/2022;Sergipe;Região Nordeste;78;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;0;1;5;0;1;0;1;0;0;0;6;0;6
29;0; Ensino Superior Completo; Administrador (a); Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;86;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29; Masculino; Ensino Médio Completo; Profissional de nível médio; Comissionado (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;90;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Ensino Médio Completo; Profissional de nível médio; Comissionado (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;88;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Ensino Superior Completo; Advogado (a); Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;81;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Coordenador(a); De 31 a 40 horas semanais;04/05/2017;Bahia;Região Nordeste;91;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Ensino Médio Completo; Profissional de nível médio; Comissionado (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;83;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Ensino Superior Incompleto; Profissional de nível médio; Comissionado (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;93;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Ensino Superior Completo; Assistente Social; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;82;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Coordenador(a); De 31 a 40 horas semanais; ;Bahia;Região Nordeste;85;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Ensino Superior Completo; Administrador (a); Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;92;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Ensino Superior Completo; Contador; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;87;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Especialização; Assistente Social; Comissionado (a); Coordenador(a); De 31 a 40 horas semanais; ;Bahia;Região Nordeste;94;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;89;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29; Masculino; Ensino Superior Completo; Contador; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;95;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;4;11;0;2;0;1;0;1;0;13;1;15
29; Masculino; Ensino Superior Completo; Economista; Servidor (a) Temporário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Bahia;Região Nordeste;84;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;4;11;0;2;0;1;0;1;0;13;1;15
31; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Minas gerais;Região Sudeste;98;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Ensino Superior Completo; Enfermeiro (a); Empregado (a) Público (a) Celetista (CLT); Apoio Administrativo; De 31 a 40 horas semanais; ;Minas gerais;Região Sudeste;104;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Ensino Superior Completo; Administrador (a); Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Minas gerais;Região Sudeste;105;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Especialização; Administração pública/Gestão pública; Comissionado (a); Coordenador(a); De 41 a 44 horas semanais; ;Minas gerais;Região Sudeste;100;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Especialização; Advogado (a); Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Minas gerais;Região Sudeste;99;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Comissionado; ; ;Comissionado; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Ensino Superior Completo; Advogado (a); Outro vínculo não permanente; Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Minas gerais;Região Sudeste;97;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Especialização; Administração pública/Gestão pública; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Minas gerais;Região Sudeste;110;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Ensino Superior Completo; Pedagogo (a); Empregado (a) Público (a) Celetista (CLT); Apoio Administrativo; De 21 a 30 horas semanais; ;Minas gerais;Região Sudeste;109;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31; Masculino; Ensino Superior Incompleto; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 31 a 40 horas semanais; ;Minas gerais;Região Sudeste;103;31.08.2023;8/31/2023;Mais de 60 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Ensino Superior Incompleto; Sem formação profissional; Trabalhador (a) de Empresa/ Cooperativa/ Entidade Prestadora de Serviços; Técnico(a) de nível Médio; De 21 a 30 horas semanais; ;Minas gerais;Região Sudeste;102;31.08.2023;8/31/2023;18 a 29 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Mestrado; Economista; Servidor/Estatutário (a); Coordenador(a); De 31 a 40 horas semanais; ;Minas gerais;Região Sudeste;107;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Ensino Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Apoio Administrativo; De 31 a 40 horas semanais; ;Minas gerais;Região Sudeste;108;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 21 a 30 horas semanais; ;Minas gerais;Região Sudeste;96;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Ensino Médio Completo; Profissional de nível médio; Servidor/Estatutário (a); Apoio Administrativo; De 21 a 30 horas semanais; ;Minas gerais;Região Sudeste;101;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;5;9;1;0;0;2;0;7;2;3;3;15
31;0; Ensino Médio Incompleto; Profissional de nível médio; Servidor/Estatutário (a); Técnico(a) de nível Médio; De 21 a 30 horas semanais; ;Minas gerais;Região Sudeste;106;31.08.2023;8/31/2023;Mais de 60 anos;Nível fundamental;Nível fundamental; ; ;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;5;9;1;0;0;2;0;7;2;3;3;15
32;0; Especialização; Contador; Servidor/Estatutário (a); Coordenador(a); De 31 a 40 horas semanais; ;Espirito Santo;Região Sudeste;113;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;5;0;0;0;0;0;3;0;4;0;7
32;0; Ensino Superior Completo; Economista; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Espirito Santo;Região Sudeste;112;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;5;0;0;0;0;0;3;0;4;0;7
32;0; Ensino Médio Completo; Sem formação profissional; Comissionado (a); Coordenador(a); De 31 a 40 horas semanais; ;Espirito Santo;Região Sudeste;115;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;2;5;0;0;0;0;0;3;0;4;0;7
32; Masculino; Ensino Superior Completo; Administrador (a); Comissionado (a); Coordenador(a); De 31 a 40 horas semanais; ;Espirito Santo;Região Sudeste;114;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;2;5;0;0;0;0;0;3;0;4;0;7
32;0; Ensino Superior Completo; Administrador (a); Servidor/Estatutário (a);Outros; De 31 a 40 horas semanais; ;Espirito Santo;Região Sudeste;117;31.08.2023;8/31/2023;18 a 29 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;2;5;0;0;0;0;0;3;0;4;0;7
32; Masculino; Ensino Superior Incompleto; Sem formação profissional; Comissionado (a); Apoio Administrativo; De 31 a 40 horas semanais; ;Espirito Santo;Região Sudeste;111;31.08.2023;8/31/2023;18 a 29 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;2;5;0;0;0;0;0;3;0;4;0;7
32;0; Ensino Superior Completo; Administrador (a); Comissionado (a); Apoio Administrativo; De 31 a 40 horas semanais; ;Espirito Santo;Região Sudeste;116;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;2;5;0;0;0;0;0;3;0;4;0;7
33;0; Especialização; Administrador (a); Comissionado (a); Técnico(a) de nível superior; De 41 a 44 horas semanais; ;Rio de Janeiro;Região Sudeste;121;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;1;0;5;1;0;0;0;0;1;0;3;2;6
33;0; Especialização; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 41 a 44 horas semanais; ;Rio de Janeiro;Região Sudeste;119;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;1;0;5;1;0;0;0;0;1;0;3;2;6
33; Masculino; Ensino Fundamental Completo; Sem formação profissional; Outro vínculo não permanente; Apoio Administrativo; De 41 a 44 horas semanais; ;Rio de Janeiro;Região Sudeste;118;31.08.2023;8/31/2023;41 a 50 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;0;5;1;0;0;0;0;1;0;3;2;6
33;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Outro vínculo não permanente;Outros; De 41 a 44 horas semanais; ;Rio de Janeiro;Região Sudeste;120;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;0;5;1;0;0;0;0;1;0;3;2;6
33; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;Rio de Janeiro;Região Sudeste;122;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;0;5;1;0;0;0;0;1;0;3;2;6
33;0; Ensino Superior Completo; Pedagogo (a); Comissionado (a); Técnico(a) de nível superior; De 41 a 44 horas semanais; ;Rio de Janeiro;Região Sudeste;123;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Comissionado; ; ;Comissionado; ;1;0;5;1;0;0;0;0;1;0;3;2;6
35;0; Ensino Superior Completo; Economista; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;127;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;132;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a);Outros; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;129;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Coordenador(a); De 31 a 40 horas semanais;15/03/2016;São Paulo;Região Sudeste;134;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;125;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35; Masculino; Ensino Superior Completo; Economista; Comissionado (a);Outros; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;130;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a);Outros; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;126;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35; Masculino; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a);Outros; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;128;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35; Masculino; Ensino Superior Completo; Administrador (a); Servidor/Estatutário (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;124;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a);Outros; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;133;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Servidor/Estatutário (a); Técnico(a) de nível superior; De 21 a 30 horas semanais; ;São Paulo;Região Sudeste;135;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;12;0;0;0;0;0;5;0;7;0;12
35;0; Ensino Superior Completo; Outro(a) profissional de nível superior; Comissionado (a); Técnico(a) de nível superior; De 31 a 40 horas semanais; ;São Paulo;Região Sudeste;131;31.08.2023;8/31/2023;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;12;0;0;0;0;0;5;0;7;0;12
41;0; Ensino Superior Completo; Assistente Social; Servidor/Estatutário (a); Técnico(a) de nível superior; De 41 a 44 horas semanais; ;Paraná;Região Sul;140;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;6;1;1;0;2;0;3;0;3;0;6
