NU_IDENTIFICADOR;IBGE;Regiao;q_45_2;q_45_3;q_45_9;q_45_10;q_45_11;q_45_12;q_45_13;q_45_14;Q_completo;DataCenso;DataCenso_2018;q_45_2_rec;Idade;Faixas_etarias;d_45_9;d_45_11;d_45_9bin1;d_45_9bin2;d_45_9bin3;d_45_10bin1;d_45_10bin2;d_45_10bin3;d_45_10bin4;d_45_10bin5;d_45_11bin1;d_45_11bin2;d_45_11bin3;d_45_11bin4;d_45_9bin1_sum;d_45_9bin2_sum;d_45_9bin3_sum;d_45_10bin1_sum;d_45_10bin2_sum;d_45_10bin3_sum;d_45_10bin4_sum;d_45_10bin5_sum;d_45_11bin1_sum;d_45_11bin2_sum;d_45_11bin3_sum;d_45_11bin4_sum;nu_trabalhadores
2304403300011;23;Região Nordeste;04.12.1965;FEMININO;Fundamental Completo;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Outros;De 31 a 40 horas semanais;03/11/2009;;31.08.2018;31/ago/18;04/dez/65;52;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;25.11.1966;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 41 a 44 horas semanais;01/12/2001;;31.08.2018;31/ago/18;25/nov/66;51;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;30.05.1961;FEMININO;Fundamental Completo;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Cozinheiro(a);De 31 a 40 horas semanais;03/11/2009;;31.08.2018;31/ago/18;30/mai/61;57;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;25.10.1955;MASCULINO;Fundamental Completo;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Outros;De 31 a 40 horas semanais;01/09/2013;;31.08.2018;31/ago/18;25/out/55;62;Mais de 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;05.07.1965;FEMININO;Fundamental Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 31 a 40 horas semanais;03/11/2009;;31.08.2018;31/ago/18;05/jul/65;53;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;29.06.1960;MASCULINO;Superior Completo;Pedagoga(o);Empregada(o) Celetista do Setor Privado;Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/10/2014;;31.08.2018;31/ago/18;29/jun/60;58;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;10.07.1967;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Serviços Gerais;De 31 a 40 horas semanais;03/03/1985;;31.08.2018;31/ago/18;10/jul/67;51;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;11.05.1968;MASCULINO;Fundamental Incompleto;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 31 a 40 horas semanais;10/10/1986;;31.08.2018;31/ago/18;11/mai/68;50;41 a 50 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;30.06.1962;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2008;;31.08.2018;31/ago/18;30/jun/62;56;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;20.05.1968;MASCULINO;Superior Incompleto;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;30/10/1986;;31.08.2018;31/ago/18;20/mai/68;50;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;06.10.1969;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Serviços Gerais;De 31 a 40 horas semanais;26/11/1987;;31.08.2018;31/ago/18;06/out/69;48;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;10.02.1969;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 41 a 44 horas semanais;02/07/2017;;31.08.2018;31/ago/18;10/fev/69;49;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;26.04.1968;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;01/01/2008;;31.08.2018;31/ago/18;26/abr/68;50;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;05.06.1970;MASCULINO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2008;;31.08.2018;31/ago/18;05/jun/70;48;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;07.11.1964;FEMININO;Fundamental Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 11 a 20 horas semanais;01/07/2017;;31.08.2018;31/ago/18;07/nov/64;53;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;06.08.1969;FEMININO;Superior Incompleto;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2006;;31.08.2018;31/ago/18;06/ago/69;49;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;09.01.1963;FEMININO;Fundamental Incompleto;Sem formação profissional;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;09/jan/63;55;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;16.06.1965;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Serviços Gerais;De 41 a 44 horas semanais;01/07/2017;;31.08.2018;31/ago/18;16/jun/65;53;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;28.07.1965;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2008;;31.08.2018;31/ago/18;28/jul/65;53;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;26.09.1972;FEMININO;Superior Incompleto;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2006;;31.08.2018;31/ago/18;26/set/72;45;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;20.03.1972;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Técnico(a) de Nível Médio;Mais de 44 horas semanais;01/07/2017;;31.08.2018;31/ago/18;20/mar/72;46;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;31.01.1963;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cozinheiro(a);De 21 a 30 horas semanais;01/06/2013;;31.08.2018;31/ago/18;31/jan/63;55;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;16.08.1962;FEMININO;Fundamental Incompleto;Sem formação profissional;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;01/01/2011;;31.08.2018;31/ago/18;16/ago/62;56;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;20.11.1964;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;01/02/2010;;31.08.2018;31/ago/18;20/nov/64;53;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;12.02.1970;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/06/2013;;31.08.2018;31/ago/18;12/fev/70;48;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;15.04.1973;FEMININO;Médio Incompleto;Sem formação profissional;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;01/01/2003;;31.08.2018;31/ago/18;15/abr/73;45;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;26.12.1969;FEMININO;Fundamental Completo;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Serviços Gerais;De 41 a 44 horas semanais;01/06/2016;;31.08.2018;31/ago/18;26/dez/69;48;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;27.04.1981;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;27/abr/81;37;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;05.02.1950;FEMININO;Sem Escolaridade;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;13/10/1986;;31.08.2018;31/ago/18;05/fev/50;68;Mais de 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;11.03.1982;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;11/mar/82;36;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;23.12.1980;FEMININO;Superior Incompleto;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;23/dez/80;37;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;17.03.1979;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;17/mar/79;39;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;17.07.1982;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Outros;De 31 a 40 horas semanais;01/02/2010;;31.08.2018;31/ago/18;17/jul/82;36;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;28.01.1971;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 41 a 44 horas semanais;10/06/1997;;31.08.2018;31/ago/18;28/jan/71;47;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;18.06.1966;MASCULINO;Fundamental Completo;Sem formação profissional;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;18/jun/66;52;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;28.03.1982;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;15/11/2013;;31.08.2018;31/ago/18;28/mar/82;36;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;20.12.1981;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;20/dez/81;36;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;27.08.1985;MASCULINO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;27/ago/85;33;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;17.11.1973;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Outros;De 31 a 40 horas semanais;03/11/2009;;31.08.2018;31/ago/18;17/nov/73;44;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;16.01.1965;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;15/11/2013;;31.08.2018;31/ago/18;16/jan/65;53;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;18.08.1966;FEMININO;Fundamental Completo;Sem formação profissional;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2006;;31.08.2018;31/ago/18;18/ago/66;52;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;05.02.1976;FEMININO;Superior Completo;Outra formação de nível superior;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2006;;31.08.2018;31/ago/18;05/fev/76;42;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;08.03.1977;FEMININO;Superior Incompleto;Profissional de nível médio;Terceirizada(o);Apoio Administrativo;De 31 a 40 horas semanais;15/11/2013;;31.08.2018;31/ago/18;08/mar/77;41;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;17.07.1979;FEMININO;Superior Completo;Outra formação de nível superior;Terceirizada(o);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;15/11/2013;;31.08.2018;31/ago/18;17/jul/79;39;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;08.12.1978;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Outros;De 31 a 40 horas semanais;01/07/2011;;31.08.2018;31/ago/18;08/dez/78;39;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;20.07.1976;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;20/jul/76;42;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;25.03.1965;FEMININO;Fundamental Incompleto;Sem formação profissional;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;01/01/2008;;31.08.2018;31/ago/18;25/mar/65;53;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;02.01.1976;FEMININO;Fundamental Completo;Sem formação profissional;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;01/01/2008;;31.08.2018;31/ago/18;02/jan/76;42;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;21.03.1978;FEMININO;Superior Completo;Outra formação de nível superior;Terceirizada(o);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;21/mar/78;40;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;26.05.1978;MASCULINO;Fundamental Incompleto;Sem formação profissional;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;26/mai/78;40;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;30.06.1977;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;30/jun/77;41;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;07.04.1977;FEMININO;Superior Incompleto;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;07/abr/77;41;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;02.09.1979;FEMININO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;02/set/79;38;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;30.07.1980;MASCULINO;Superior Completo;Fisioterapeuta;Empregada(o) Celetista do Setor Privado;Outros;De 21 a 30 horas semanais;03/03/2014;;31.08.2018;31/ago/18;30/jul/80;38;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;08.02.1979;FEMININO;Mestrado;Enfermeira(o);Terceirizada(o);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;08/fev/79;39;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;21.07.1979;MASCULINO;Médio Completo;Profissional de nível médio;Terceirizada(o);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/01/2010;;31.08.2018;31/ago/18;21/jul/79;39;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300011;23;Região Nordeste;28.09.1970;FEMININO;Fundamental Completo;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Outros;De 41 a 44 horas semanais;03/11/2009;;31.08.2018;31/ago/18;28/set/70;47;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25,00;65,00;22,00;3,00;4,00;0,00;0,00;0,00;26,00;0,00;0,00;86,00;112
2304403300012;23;Região Nordeste;23.10.1985;MASCULINO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Cuidador(a);De 41 a 44 horas semanais;06/07/2018;;31.08.2018;31/ago/18;23/out/85;32;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;11,00;21,00;18,00;4,00;1,00;0,00;0,00;1,00;11,00;1,00;0,00;38,00;50
2304403300012;23;Região Nordeste;27.03.1985;FEMININO;Especialização;Terapeuta Ocupacional;Empregada(o) Celetista do Setor Privado;Técnico(a) de Nível Superior;De 21 a 30 horas semanais;01/07/2017;;31.08.2018;31/ago/18;27/mar/85;33;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;11,00;21,00;18,00;4,00;1,00;0,00;0,00;1,00;11,00;1,00;0,00;38,00;50
