IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;Latitude;Longitude;q_1;q_2_1;q_2_2;q_2_3;q_2_4;q_3_1;q_3_2;q_4;q_5;q_6;q_7;q_7_1;q_8_1;q_8_2;q_8_3;q_8_0;q_9_1;q_9_2;q_9_3;q_9_0;q_9_3_1;q_10_0;q_10_1;q_10_2;q_10_3;q_10_4;q_10_5;q_10_6;q_10_7;q_10_8;q_10_9;q_10_10;q_10_99;q_11_1;q_11_2;q_11_3;q_11_4;q_11_99;q_11_0;q_11_99_1;q_12;q_12_1;q_13_1;q_13_2;q_13_3;q_13_4;q_13_5;q_13_6;q_13_7;q_13_8;q_13_9;q_13_10;q_13_11;q_13_12;q_13_0;q_14;q_15_1;q_15_2;q_15_3;q_15_4;q_15_5;q_15_6;q_16;q_17_1;q_17_2;q_17_3;q_17_4;q_17_5;q_17_99;q_17_99_1;q_18_1;q_18_2;q_18_3;q_18_4;q_18_5;q_18_6;q_18_7;q_18_8;q_18_9;q_18_10;q_18_11;q_18_12;q_18_13;q_18_14;q_18_15;q_19_1;q_19_2;q_19_3;q_19_4;q_20_1;q_20_2;q_20_3;q_20_4;q_20_5;q_20_6;q_20_0;q_20_4_1;q_20_5_1;q_21_1;q_21_2;q_21_3;q_21_4;q_21_5;q_21_6;q_21_7;q_21_8;q_21_9;q_21_10;q_21_11;q_21_12;q_21_13;q_21_14;q_21_15;q_21_16;q_21_17;q_21_18;q_21_19;q_21_20;q_21_21;q_21_22;q_21_23;q_21_24;q_21_25;q_21_24_1;q_22_1;q_22_2;q_22_3;q_22_4;q_22_5;q_22_6;q_22_7;q_22_8;q_22_9;q_22_10;q_22_11;q_22_12;q_22_13;q_22_14;q_22_15;q_22_16;q_22_17;q_22_18;q_22_19;q_22_20;q_22_21;q_22_22;q_22_23;q_22_24;q_22_25;q_23_1;q_23_2;q_23_3;q_23_4;q_23_5;q_23_6;q_23_7;q_23_8;q_23_9;q_23_10;q_23_11;q_23_12;q_23_13;q_23_14;q_23_15;q_23_16;q_23_17;q_23_18;q_23_19;q_23_20;q_23_21;q_23_22;q_23_99;q_23_0;q_23_99_1;q_24;q_25_1;q_25_2;q_25_3;q_25_4;q_25_5;q_25_6;q_25_7;q_25_8;q_25_9;q_25_10;q_25_11;q_26_1;q_26_2;q_26_3;q_26_4;q_26_5;q_26_99;q_26_99_1;q_27;q_28_1;q_28_2;q_28_3;q_28_4;q_28_5;q_28_99;q_28_99_1;q_29;q_30;q_31;q_32_1;q_32_2;q_32_3;q_32_4;q_32_5;q_32_6;q_32_7;q_32_99;q_33_1;q_33_1_99;q_33_2;q_33_2_99;q_33_3;q_33_3_99;q_33_4;q_33_4_99;q_33_5;q_33_5_99;q_33_6;q_33_6_99;q_33_7;q_33_7_99;q_34_1;q_34_1_99;q_34_2;q_34_2_99;q_35;q_35_99;q_36_1_1;q_36_1_2;q_36_1_3;q_36_1_4;q_36_1_5;q_36_1_6;q_36_1_7;q_36_1_8;q_36_1_9;q_36_1_10;q_36_2_1;q_36_2_2;q_36_2_3;q_36_2_4;q_36_2_5;q_36_2_6;q_36_2_7;q_36_2_8;q_36_2_9;q_36_2_10;q_36_3_1;q_36_3_2;q_36_3_3;q_36_3_4;q_36_3_5;q_36_3_6;q_36_3_7;q_36_3_8;q_36_3_9;q_36_3_10;q_36_4_1;q_36_4_2;q_36_4_3;q_36_4_4;q_36_4_5;q_36_4_6;q_36_4_7;q_36_4_8;q_36_4_9;q_36_4_10;q_36_5_1;q_36_5_2;q_36_5_3;q_36_5_4;q_36_5_5;q_36_5_6;q_36_5_7;q_36_5_8;q_36_5_9;q_36_5_10;q_36_6_1;q_36_6_2;q_36_6_3;q_36_6_4;q_36_6_5;q_36_6_6;q_36_6_7;q_36_6_8;q_36_6_9;q_36_6_10;q_37_1;q_37_2;q_37_3;q_37_4;q_37_5;q_37_6;q_37_7;q_37_8;q_37_9;q_37_10;q_37_11;q_37_12;q_37_13;q_37_14;q_37_99;q_37_0;q_37_99_1;q_38;q_38_1;q_39;Q_Municipio;Q_completo;d_3;d_18_atend;d_18_atend_categoria;d_18_adm_atend;d_18_adm_atend_categoria;d18_total_banheiros;d18_total_banheiro_cat;d_18_6_banheiro_trab;d_18_7_banheiro_usu;d21_telefone;d21_veiculo;d29_cap_atend_cat;d_32_1;d_32_2;d_32_3;d_32_4;d_32_5;d_32_6;d_32_7_total;d_33_1;d_33_2;d_33_3;d_33_4;d_33_5;d_33_6;d_33_7;d_34_1;d_34_2;d_35;d_38_1;d_40_9bin1_sum;d_40_9bin2_sum;d_40_9bin3_sum;d_40_10bin1_sum;d_40_10bin2_sum;d_40_10bin3_sum;d_40_10bin4_sum;d_40_10bin5_sum;d_40_11bin1_sum;d_40_11bin2_sum;d_40_11bin3_sum;d_40_11bin4_sum;nu_trabalhadores
353870;3538709;35;3;Piracicaba;364571;356743;7828;4;1378,069;3538703500218;CENTRO-DIA E SIMILARES Associação de Pais e Amigos dos Excepcionais de Piracicaba;3;Brasília;1381; ;Altos do Piracicaba;13412-221;PIRACICABA;SP;contato@apaepiracicaba.org.br;(19) 34239400; ;34239400;29/01/1986;-226.865.399;-4.766.586.210.000.000;2;1;1;1;0;5;8;2;54.013.313/0001-03;1;1; ;1;1;1;0; ; ; ;1; ;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;CONSELHO MUNICIPAL DA SAUDE;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;0; ; ; ; ; ; ; ;0;10;0;0;6;7;14;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0; ; ;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0; ;0; ; ; ; ; ; ; ;170;5;4;23;53;16;258;1;0;351; ;12; ;3; ;7; ;317; ;0; ;12; ;0; ;0; ; ;1; ;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;inclusão;1;2;3;1; ;2;10;5;16;5;21;5;4;5;1;1;12;2;3;1;5;1;0;5;1;1;1;5;0;1;0;0; ; ;1;6;6;9;2;3; ; ;2; ; ; ;21;21
353870;3538709;35;3;Piracicaba;364571;356743;7828;4;1378,069;3538703500220;CENTRO-DIA E SIMILARES AVISTAR;3;Antônia Pazzinato Sturion;830; ;Piracicamirim;13420-640;PIRACICABA;SP;avistar@avistar.org.br;(19) 34334525; ; ;05/07/2005;-2.273.185.704.976.930;-4.762.169.837.951.660;2;1;1;1;0;5;8;2;07.572.336/0001-78;0; ; ;1;0;1;0; ; ; ;1; ;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;2;1;0;0;0;0;0; ;7;5;0;1;3;0;7;1;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;1;0;elevador; ;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1; ;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0; ;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;0;0; ;1;0;0;0;1;0;0; ;25;4;3;8;6;0;19;9;0;42; ;0; ;42; ;0; ;0; ;0; ;0; ;0; ;0; ;9; ;2; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Conselhos, participação, gestão 3º setor lei 13019;0; ;1;1; ;2;13;5;16;5;7;4;1;4;1;1;3;1;1;0;1;1;0;3;0;3;0;0;0;0;0;0;1;1; ;1;2;5;1;1; ; ;1; ; ; ;8;8
353870;3538709;35;3;Piracicaba;364571;356743;7828;4;1378,069;3538703500222;CENTRO-DIA E SIMILARES ASSOCIAÇÃO SÍNDROME DE DOWN DE PIRACICABA;32;Maria de Lourdes Campos Torres de C;100; ;Jardim Santa Sílvia;13421-113;PIRACICABA;SP;espacopipa@gmail.com;(19) 34112146; ;94112146;20/06/1983;-227.453.379;-47.611.925.600.000.000;2;1;1;0;0;5;10;2;52.149.796/0001-42;1;99;Federação Brasileira das Associações de Síndrome de Down;1;0;1;0; ; ; ;1; ;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;Conselho Municipal de Saúde;1;35387095572;0;0;0;0;0;1;1;1;1;1;1;1;0;4; ; ; ; ; ; ;2;1;0;0;0;0;0; ;2;4;2;0;2;3;4;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0; ;Software Educativos e CSA;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1; ;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;Mediação e Acompanhamento em escolas regulares,;1;1;0;1;1;0;0;1;0;0;1;1;1;1;1;0;1;0; ;2;1;0;0;1;0;0; ;25;4;3;19;17;10;14;0;0;60; ;0; ;0; ;0; ;60; ;0; ;0; ;0; ;0; ;28; ;12; ;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;Auto gestão convenção de direitos pcd ed. inclusva;1;2;1;1; ;3;8;5;10;5;7;4;2;3;1;1;3;1;1;1;1;0;0;3;0;0;0;3;0;0;0;0;2;1;1; ;2;4;1;1; ; ;2; ;1; ;5;6
353870;3538709;35;3;Piracicaba;364571;356743;7828;4;1378,069;3538703500223;CENTRO-DIA E SIMILARES ASSOCIAÇÃO PRESBITERIANA DE FILANTROPIA DE PIRACICABA;32;Luis Pereira Leite;775; ;Água Branca;13426-239;PIRACICABA;SP;apfpprojetocrescer@hotmail.com;(19) 34262861; ; ;24/08/2006;-227.598.326;-47.629.045.899.999.900;2;0;1;0;0;5;4;2;08.413.893/0001-09;0; ; ;1;0;0;0; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0; ;1;13538701554;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0; ; ; ; ; ; ; ;1;0;1;0;2;1;4;0;1;0;1;0;1;1;1;0;0;2;1; ; ; ; ; ;0;1; ; ;1;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;20;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0; ;1;1;0;0;1;0;0; ;20;5;4;0;0;0;22;0;0;22; ;2; ;0; ;2; ;18; ;0; ;0; ;0; ;0; ;9; ;0; ;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Marco Regulatório,  SUAS;0; ;1;1; ;0;2;2;4;3;5;3;1;3;1;1;2;0;0;0;2;0;0;2;1;0;1;1;0;0;0;0;1;0; ; ;1;4;1;1; ; ;1; ; ; ;5;5
353870;3538709;35;3;Piracicaba;364571;356743;7828;4;1378,069;3538703500224;CENTRO-DIA E SIMILARES CENTRO DE REABILITAÇÃO PIRACICABA;32;Almirante Barroso;500; ;São Judas Tadeu;13416-398;PIRACICABA;SP;convenios@crp.org.br;(19) 34377200; ;34377200;30/04/1965;-227.184.521;-47.636.269.500.000.000;2;1;1;0;0;5;9;2;54.409.008/0001-35;0; ; ;1;0;1;0; ; ; ;1; ;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;2;1;0;0;0;0;0; ;2;3;3;1;7;10;30;1;1;1;1;0;1;1;1;1;1;1;1; ; ; ; ; ;0;1; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;0;0; ;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0; ;1;0;0;0;0;1;0; ;45;4;4;0;0;0;0;0;0;90; ;0; ;0; ;0; ; ; ;0; ;0; ;0; ;0; ;84; ; ;1;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0; ;1;2;3;1; ;2;9;5;16;5;40;5;5;5;1;1;5;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;4; ;1;2;2;7; ;3; ; ;3; ;4; ;7;11
353870;3538709;35;3;Piracicaba;364571;356743;7828;4;1378,069;3538703500607;CENTRO-DIA E SIMILARES ESCOLA DE EDUCAÇÃO ESPECIAL PASSO A PASSO;32;Doutor Otávio Martins de Toledo;269; ;Castelinho;13403-056;PIRACICABA;SP;servicosocial@escolapassoapasso.org.br;(19) 34220504; ; ;30/08/1989;-22.726.929.023.735.200;-4.766.931.295.394.890;2;1;1;0;0;5;8;2;60.717.816/0001-62;0; ; ;1;1;1;0;0;1;0;0; ;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0; ;1;13538701554;0;0;0;0;0;1;1;1;1;0;0;0;0;4;1;1;1;0;0;0;0; ; ; ; ; ; ; ;3;6;2;0;3;3;6;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0; ;Software de Jogos;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0; ;3;1;0;0;1;1;0; ;30;5;4;0;0;0;50;0;0;50; ;14; ;1; ;1; ;50; ;0; ;1; ;0; ;0; ;16; ; ;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;Capacitação Lei Lucas, 3º Setor;0; ;3;1; ;2;11;5;14;5;9;5;2;4;1;1;3;0;0;0;3;0;0;3;1;1;1;3;0;1;0;0;1; ; ;2;3;8;5;1; ; ;1; ; ; ;13;13
353870;3538709;35;3;Piracicaba;364571;356743;7828;4;1378,069;3538703502437;CENTRO-DIA E SIMILARES APASPI;32;DOUTOR ALVIN;1464; ;SÃO DIMAS;13416-259;PIRACICABA;SP;as.apaspi@gmail.com;(19) 34228234; ; ;22/05/1978;-227.134.409;-476.402.815;2;1;1;0;0;5;8;2;51.419.588/0001-53;0; ; ;1;0;1;0; ; ; ;1; ;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0; ;1;13538701554;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1;0;1;0;0;0;0; ; ; ; ; ; ; ;6;0;0;1;3;2;6;1;1;1;1;0;0;0;0;2;0;2;2;1;0;0;0;0;0;0; ; ;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0; ;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;1;1;1;0;1;0;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;1;0; ;12;4;3;15;15;10;0;0;0;40; ;1; ;0; ;40; ;0; ;0; ;0; ;0; ;0; ;27; ;27; ; ; ; ; ; ; ; ; ;1;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;1;1; ;2;7;4;10;5;8;5;2;4;1;1;2;1;1;1;0;0;0;2;1;0;2;0;0;0;0;0;2;2; ;1;3;7;3;1; ; ; ; ; ; ;11;11
353870;3538709;35;3;Piracicaba;364571;356743;7828;4;1378,069;3538703502441;CENTRO-DIA E SIMILARES PEDI SERVIÇO DE PROTEÇÃO SOCIAL ESPECIAL PARA IDOSOS E PCD E SUAS FAMÍLIAS NO DOM;32;SÃO FRANCISCO DE ASSIS;769; ;CENTRO;13400-590;PIRACICABA;SP;semdes.pedi@piracicaba.sp.gov.br;(19) 39271594; ; ;20/11/2015;-227.344.988;-476.521.944;2;0;1;1;1;5;8;2;54.393.780/0001-06;0; ; ;1;0;0;0; ; ; ;1; ;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0; ;1;13538701554;1;0;0;0;0;1;1;1;1;1;1;1;0;3; ; ; ; ; ; ;0; ; ; ; ; ; ; ;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;1;1;1;1; ; ; ; ; ;0;1; ; ;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0; ;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;1;0;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;Técnica de Referência do Departamento de Proteção Social Esp;0; ; ; ; ; ; ; ;60;2;2;0;0;0;10;0;16;26; ;7; ;0; ;0; ;0; ;3; ;0; ;0; ;16; ;7; ; ;1;1;0;0;1;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0; ; ; ; ; ; ; ; ;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0; ;0; ;0;1; ;2;0;1;1;1;2;2;2;1;1;1;6;0;0;0;1;0;1;2;1;0;0;0;1;0;0;1;1; ; ; ; ;3; ;2; ; ;1; ; ; ;3;3
353880;3538808;35;3;Piraju;28475;25604;2871;2;504,591;3538803500159;CENTRO-DIA E SIMILARES ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE DE PIRAJU;31;SP 287 - KM 30;0; ;JARDIM NENE MOTTA;18800-000;PIRAJU;SP;apaepiraju@hotmail.com;(14) 33512099; ; ;16/02/1978;-23.214.415.712.913.400;-4.937.884.569.168.090;2;1;1;1;0;5;8;2;49.856.206/0001-07;1;1; ;1;1;1;0;1;1;0;0; ;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;Conselho Municipal de Saúde;1;35388097702;0;0;0;0;0;0;1;0;1;0;0;1;0;4;1;1;1;0;0;0;1;1;0;1;0;1;0; ;1;5;1;1;9;2;12;1;1;1;1;1;1;1;1;2;1;1;1;1;0;0;1;1;0;0;play table;play table;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0; ;1;1;0;1;0;1;0; ;80;5;4;14;14;15;108;5;0;156; ;3; ;0; ;0; ;139; ;0; ;14; ;0; ;5; ;90; ; ;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0; ;0; ;3;1; ;2;8;5;17;5;14;5;2;5;1;1;8;1;1;1;5;1;0;5;1;0;0;5;0;1;0;1;4; ; ; ;10;30;16;1; ; ;2;1;2; ;37;40
353890;3538907;35;3;Pirajuí;22704;18501;4203;2;823,758;3538903500144;CENTRO-DIA E SIMILARES APAE PIRAJUÍ;32;ANA JARVIS;955; ;VILA ORTIZ;16600-000;PIRAJUI;SP;apaepirajui@gmail.com.br;(14) 35721741; ; ;18/03/1971;-22.006.920.404.069.300;-4.945.773.482.322.690;2;1;1;1;0;5;10;2;47.579.651/0001-41;1;1; ;0;1;1;0;0;1;0;0; ;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0; ;1;35389097216;1;0;0;0;0;0;0;0;1;1;0;1;0;4;1;1;1;0;0;0;1;1;0;0;0;0;0; ;1;3;2;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ;0;1; ; ;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1; ;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;1;1;0;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0; ;0; ; ; ; ; ; ; ;40;5;5;5;8;5;48;1;0;67; ;15; ;0; ;5; ;50; ;50; ;4; ;2; ;1; ;40; ;30; ;1;0;1;1;0;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;0; ;1;1; ;3;7;4;12;5;2;2;1;1;1;1;4;1;1;1;3;1;0;3;1;0;1;3;3;1;1;1;2;2; ;3; ;7;3;1; ; ;1; ; ; ;10;10
353900;3539004;35;3;Pirangi;10623;9528;1095;1;215,809;3539003501473;CENTRO-DIA E SIMILARES - APAE;32;MarechalFloriano Peixoto;1797; ;Centro;15820-000;PIRANGI;SP;apaepirangi@outlook.com;(17) 33862438; ; ;21/10/2002;-21.101.449.480.422.400;-4.866.642.683.744.420;2;1;1;1;0;5;10;2;05.888.076/0001-19;1;1; ;1;0;1;0; ; ; ;1; ;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;1;0;0;1;0;1;0; ;4;1;0;1;1;2;5;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;0;0;tablets para comunicação;tabletes para comunicação;1;0;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0; ;1;0;0;1;1;1;0; ;50;5;4;18;15;1;8;3;0;45; ;4; ;0; ;0; ;33; ;4; ;2; ;2; ;0; ;12; ;10; ;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0; ;1;1;1;1; ;3;6;4;7;4;7;4;2;3;1;1;5;1;1;1;1;1;0;3;1;0;0;2;1;1;1;0;1;1;1; ;1;9;1;1; ; ;1; ;5; ;5;10
353920;3539202;35;3;Pirapozinho;24694;23462;1232;2;477,675;3539203500596;CENTRO-DIA E SIMILARES APAE DE PIRAPOZINHO;32;ANTENOR FERREIRA SOARES;202; ;CENTRO;19200-000;PIRAPOZINHO;SP;apaepirap@icenet.com.br;(18) 32691121; ;32691121;17/01/1971;-22.273.122.644.742.200;-51.501.213.312.149.000;2;1;1;0;0;5;8;2;44.857.431/0001-44;1;1; ;1;1;1;0;1;1;0;0; ;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0; ;1;35392098306;1;0;0;0;1;1;1;1;1;1;1;1;0;4;1;1;1;0;0;0;1;1;0;1;0;0;0; ;0;13;0;0;3;5;4;1;1;1;1;0;1;1;0;2;2;2;2; ; ; ; ; ;0;1; ; ;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;nutrição;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0; ;1;0;0;1;1;0;0; ;50;5;4;15;31;6;48;0;0;100; ;0; ;0; ;0; ;100; ;0; ;0; ;0; ;0; ;42; ;10; ;1;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ;0; ;1;1; ;2;13;5;16;5;9;5;3;3;1;1;5;1;2;1;3;0;0;4;0;0;0;4;0;0;0;0;3;1; ; ;5;7;3;2; ; ;1; ; ; ;12;12
