IBGE;NU_IDENTIFICADOR;q0_1;q0_2;q0_3;q0_4;q0_5;q0_6;q0_7;q0_8;q0_9;q0_10;q0_11;q0_12;q0_13;q0_14;q0_15;q0_16;Latitude;Longitude;q1;q2;q3;q4_1;q4_2;q4_3;q4_0;q4_98;q5_1;q5_2;q5_99;q5_0;q5_99_1;q6;q7;q9_1;q9_2;q9_3;q9_4;q10;q11;q12;q13;q13_98;q14;q14_98;q15;q16_1_1;q16_1_2;q16_1_3;q16_1_4;q16_1_5;q16_1_6;q16_1_7;q16_2_1;q16_2_2;q16_2_3;q16_2_4;q16_2_5;q16_2_6;q16_2_7;q17_1;q17_2;q17_3;q17_4;q17_5;q17_6;q17_7;q17_8;q17_9;q18_1;q18_1_98;q18_2;q18_2_98;q19_1;q19_1_98;q19_2;q19_2_98;q19_3;q19_3_98;q19_4;q19_4_98;q20;q21_1;q21_1_1;q21_2;q21_2_1;q22;q23;q24;q25;q26_1;q26_2;q26_3;q26_4;q26_5;q26_6;q26_7;q26_8;q26_9;q26_10;q26_11;q26_12;q26_13;q26_14;q26_15;q26_16;q26_17;q26_18;q26_19;q26_20;q26_21;q26_22;q26_23;q26_24;q26_25;q26_0;q27;q28_1;q28_2;q28_3;q28_99;q28_98;q28_0;q28_99_1;q29;q30_97;q31;q32;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_completo;PrimaryFirst;q2_velha;q4_1_velha;q4_2_velha;q4_3_velha;q4_0_velha;q4_98_velha;q5_1_velha;q6_velha;q7_velha;q9_1_velha;q9_2_velha;q9_3_velha;q9_4_velha;q10_velha;q12_velha;q13_velha;q13_98_velha;q16_1_1_velha;q16_1_2_velha;q16_1_3_velha;q16_1_4_velha;q16_1_5_velha;q16_1_6_velha;q16_1_7_velha;q16_2_1_velha;q16_2_2_velha;q16_2_3_velha;q16_2_4_velha;q16_2_5_velha;q16_2_6_velha;q16_2_7_velha;q16_total;q17_1_velha;q17_2_velha;q17_3_velha;q17_4_velha;q17_5_velha;q17_6_velha;q17_7_velha;q17_8_velha;q17_9_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q26_1_velha;q26_2_velha;q26_3_velha;q26_4_velha;q26_5_velha;q26_6_velha;q26_7_velha;q26_8_velha;q26_9_velha;q26_10_velha;q26_11_velha;q26_12_velha;q26_13_velha;q26_14_velha;q26_15_velha;q26_16_velha;q26_17_velha;q26_18_velha;q26_19_velha;q26_20_velha;q26_21_velha;q26_22_velha;q26_23_velha;q26_24_velha;q26_25_velha;q26_0_velha;q28_1_velha;q28_2_velha;q28_3_velha;q28_98_velha;q28_99_velha;q28_0_velha;q29_velha;d_13_faixa;d_14_faixa;d_15_faixa;q_16_1_7_recod;q_16_2_7_recod;q_17_9_recod;Estado;d_30_9bin1_sum;d_30_9bin2_sum;d_30_9bin3_sum;d_30_10bin1_sum;d_30_10bin2_sum;d_30_10bin3_sum;d_30_10bin4_sum;d_30_10bin5_sum;d_30_11bin1_sum;d_30_11bin2_sum;d_30_11bin3_sum;d_30_11bin4_sum;nu_familias;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum
355440;3554403307529;UNIDADE DE ACOLHIMENTO;32;Pedro de Toledo;171;Departamento Serviço Social;Centro; ;14745-000;3554409;SP; ;(17) 3395-1968; ; ;01/11/2008;Família Acolhedora;-20.786.188.336.689.200;-4.832.854.628.562.920;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2008;1;998; ;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;2; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;1;0;0;se necessario o tecnico de refrencia do serviço da proteção social especial;1; ;0;3;3554409;35;3;Terra Roxa;8505;8107;398;Pequeno I;221,541; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;0;1;3;1;1;0;0;0;2; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ;1; ; ;2;3; ; ; 
355510;3555103308412;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;PRINCESA ISABEL;385; ;CENTRO;CRAS;17930-000;3555109;SP; ;(18) 3851-1080; ; ;04/08/2015;Família Acolhedora;-21.390.386.083.124.900;-51.574.137.210.845.900;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2015;1;998; ;8; ;4;2;1;0;0;0;0;3;1;0;0;0;0;0;1;0;1;0;2;0;1;0;0;4;0; ;3; ;0; ;0; ;0; ;0; ;0;0; ;17; ;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;5;0;0;0;1;0;0;Judiciário/Órgão Gestor;2; ;0;3;3555109;35;3;Tupi Paulista;14269;11206;3063;Pequeno I;244,77; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;2;1;0;0;0;0;3;1;0;0;0;0;0;1;4;0;1;0;2;0;1;0;0;4;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;2;3;1;1;3;1;4;2; ;4; ; ; ; ; ; ; ; ; ;4;4; ; ;3; ;1; ; ;1; ; ; ;3
355600;3556003307909;Unidade de Acolhimento - Família Acolhedora;32;Gustavo Martins Cerqueira; ;B;Centro;Endereço de referência do Programa Família Acolhedora.;15850-000;3556008;SP;assistenciasocial@urupes.sp.gov.br;(17) 3552-1144; ; ;28/01/2011;Família Acolhedora; ; ;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2010;1;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;0;0;1;0;0;0; ;5;1;0;2;3556008;35;3;Urupês;12714;11314;1400;Pequeno I;323,916;1;1;1;0;0;0;0;0;1;2; ; ; ; ; ;1;1;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;5;2;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;2; ;1; ; ;1;1; ; ;2
355620;3556203306478;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Joaquim Martins;354; ;Jardim Valença; ;13277-124;3556206;SP; ;(19) 3829-3410; ; ;01/01/2015;Família Acolhedora;-229.858.293;-470.060.188;315;2;54.698.303/0001-59;0;1;0;0;0;1;1;0;0; ;2; ; ; ; ; ;1;2015;1;937,76; ;3; ;2;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;2;3; ;1; ;0; ;0; ;0; ;1; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;0;0;0;0; ;3; ;1;1;3556206;35;3;Valinhos;106793;101626;5167;Grande;148,538; ;1;2;0;1;0;0;0;1;2; ; ; ; ; ;1;1;937,76; ;0;1;0;0;0;0;1;0;1;0;0;0;0;1;2;0;0;1;0;1;0;0;0;2;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;3;3;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4; ;2; ; ;1; ; ; ;6
355710;3557103306300;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;TOCANTINS;3702; ;JARDIM SANTA ELIZA; ;15505-189;3557105;SP; ;(17) 3423-3673; ; ;02/09/2009;Família Acolhedora;-20.423;-49.973;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2009;1;998; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;1; ; ;1;0;1;3557105;35;3;Votuporanga;84692;82319;2373;Médio;420,703; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1; ;3;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; 
410100;4101003308784;UNIDADE DE ACOLHIMENTO;32;PRESIDENTE KENNEDY;1460;Proximo a Prefeitura Municipal;CENTRO;Próximo a Prefeitura Municipal;85640-000;4101002;PR; ;(46) 3547-1122;5; ;20/10/2016;Família Acolhedora;-25.915;-53.473;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;998; ;2; ;3;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;1;1;1;0;0;0;0;3;0; ;0; ;0; ;0; ;2; ;1; ;0;0; ;17; ;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;1;1;0;1;1;1;0;1;0;0;0;1;0;0;Secretaria Municipal de Assistencia Social;2; ;0;0;4101002;41;4;Ampére;17308;13257;4051;Pequeno I;298,349; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;0;1;1;1;0;0;0;0;3;0;0;2;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;0;2;3;1;1;0;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1
410140;4101403306280;UNIDADE DE ACOLHIMENTO FAMÍLIAS GUARDIÃS;32;JOÃO MATIUZZI;279; ;PARQUE BELA VISTA; ;86803-180;4101408;PR; ;(43) 3425-1511; ; ;30/12/2003;Família Acolhedora;-235.333.189;-514.571.378;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2003;1;748,5; ;17; ;20;1;1;6;1;2;2;13;3;0;2;1;0;1;7;0;0;0;2;13;0;5;0;20;0; ;4; ;0; ;0; ;0; ;1; ;0; ;1;18; ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;5;1;0;0;0;0;0; ;3;1;0;1;4101408;41;4;Apucarana;120919;114098;6821;Grande;558,389; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;748,5; ;1;1;6;1;2;2;13;3;0;2;1;0;1;7;20;0;0;0;2;13;0;5;0;20;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;3;3;2;2;13;7;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ; ; ;2; ; ; 
410275;4102753307805;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA PROGRAMA;32;Rua Mato Grosso do Sul;22;assistência social;centro;Próximo ao destacamento da policia militar.;85745-000;4102752;PR; ;(46) 3557-1206; ; ;19/12/2016;Família Acolhedora;-25.880.693.302.845.800;-53.665.798.902.511.600;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2016;1;998; ;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;1;1;0;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;5;1;1;0;0;0;0; ;2; ;0;3;4102752;41;4;Bela Vista da Caroba;3945;1041;2904;Pequeno I;148,107; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0;0;2;3;1;1;0;0;0;2;1; ; ; ; ; ; ; ; ; ; ;1;1; ;1;3;1;1; ; ;1;3; ; ;1
410280;4102803310314;Unidade de Acolhimento;3;José Manoel dos Reis;18; ;Centro; ;86130-000;4102802;PR; ;(43) 3242-1568; ; ;01/09/2019;Família Acolhedora;-2.300.086.628.916.370;-5.119.105.339.050.290;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2019;1;998; ;7; ;7;0;1;0;0;0;0;1;1;1;3;0;1;0;6;0;7;0;0;0;0;0;0;7;0; ;0; ;5; ;0; ;7; ;5; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;6;1;0;0;0;0;0; ;3; ;1;2;4102802;41;4;Bela Vista do Paraíso;15079;14196;883;Pequeno I;242,689; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;1;0;0;0;0;1;1;1;3;0;1;0;6;7;0;7;0;0;0;0;0;0;7;5;0;7;5;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;3;3;1;1;1;6;7;2; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ;2; ;1; ; ;1; ; ; ;2
410304;4103043310368;UNIDADE DE ACOLHIMENTO;3;AVENIDA SAO ROQUE;171; ;centro;proximo à Cressol;85225-000;4103040;PR; ;(42) 3652-1288; ;(42) 3652-1020;23/04/2018;Família Acolhedora;-24.869;-51.628;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2018;1;998; ;2; ;2;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;0;0;0;2;0; ;0; ;1; ;0; ;2; ;1; ;0;0; ;21; ;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;3; ;0;0;4103040;41;4;Boa Ventura de São Roque;6554;1544;5010;Pequeno I;622,184; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;2;0;0;0;0;2;1;0;2;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;3;3;1;1;0;2;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3;1;1; ; ;1;1; ; ;2
410305;4103053309738;Unidade de Acolhimento;3;CICERO BARBOSA SOBRINHO; ; ;Centro; ;85780-000;4103057;PR;secassistencia@yahoo.com.br;(45) 3287-8300; ; ;04/05/2018;Família Acolhedora;-2.543.678.330.472.240;-5.340.917.587.280.270;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;998;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;17;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;1;1;0;0;NASF;3;0;1;3;4103057;41;4;Boa Vista da Aparecida;7911;4900;3011;Pequeno I;256,297;1;1;1;0;0;0;0;0;0;2; ; ; ; ; ;1;1;998;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;3;3;1;1;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ; ;1;1; ;1; 
410322;4103223307935;Unidade de Acolhimento;32;Agata Voss Nuemberg;96; ;centro; ;85515-000;4103222;PR; ;(46) 3234-1135; ; ;03/08/2017;Família Acolhedora;-26.072.336.394.957.500;-5.283.315.051.638.050;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;998; ;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;5;0;1;0;0;0;0; ;3; ;0;0;4103222;41;4;Bom Sucesso do Sul;3293;1581;1712;Pequeno I;195,931; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;3;3;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ; ;1;2; ; ;1
410340;4103403308506;UNIDADE DE ACOLHIMENTO;3;PARANÁ;331;casa;CENTRO;FUNDOS DO CORREIO;86640-000;4103404;PR; ;(43) 3625-1479; ;(43) 4336-2514;09/11/2010;Família Acolhedora;-2.278.936.723.196.510;-51.714.169.979.095.400;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2010;1;998; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;0;0;0;1;1;0;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0; ;5;1;0;3;4103404;41;4;Cafeara;2695;2195;500;Pequeno I;185,8; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;5;3;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;1; ; ;1;3; ; ; 
410345;4103453306169;UNIDADE DE ACOLHIMENTO CAFELANDIA;3;PRESIDENTE JUCELINO;158;SOBRADO;CENTRO; ;85415-000;4103453;PR; ;(45) 3241-3895;27;(45) 3241-1156;16/04/2014;Família Acolhedora;-24.618;-53.32;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;1300; ;6; ;2;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;1;0;0;0;1;0;0;2;4; ;2; ;0; ;0; ; ; ;0; ;0; ;1;21; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;0;0;0;1;0;0;Proteção Especial;4; ;2;2;4103453;41;4;Cafelândia;14662;12348;2314;Pequeno I;271,724; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;1300; ;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;1;0;0;0;1;0;0;2;0;0;6;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;4;4;1;1;0;2;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ;1;1; ; ; 
410395;4103953310090;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;MARUMBI;0;CRAS;CENTRO; ;85148-000;4103958;PR; ;(42) 3634-1328; ; ;15/05/2018;Família Acolhedora;-25.109.159.972.110.900;-51.809.324.026.107.700;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2018;1; ;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0; ;3;1;0;0;4103958;41;4;Campina do Simão;4076;1388;2688;Pequeno I;448,424; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3; ;1;1;0;0;0;2; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ;2; ; ;1;2; ;1; 
410450;4104503308800;UNIDADE DE ACOLHIMENTO FAMILIA ACOLHEDORA;30;avenida brasil;39;predio;CENTRO;junto ao orgao gestor;85760-000;4104501;PR; ;(46) 3552-3542; ; ;28/09/2017;Família Acolhedora;-25.672;-53.809;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2017;1;998; ;4; ;3;1;0;1;0;0;0;2;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;3;2; ;1; ;0; ;0; ;2; ;2; ;0; ;1;18; ;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;1;0;1;0;1;0;1;0;1;0;0; ÓRGÃO GESTOR;3; ;0;3;4104501;41;4;Capanema;18526;11150;7376;Pequeno I;419,036; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;1;0;1;0;0;0;2;0;0;1;0;0;0;1;3;0;1;0;0;2;0;0;0;3;0;0;2;2;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;1;0;3;3;1;1;2;1;3;2;3;1; ; ; ; ; ; ; ; ; ;4;4; ;1;3; ;1; ; ;2;1; ;1;2
410460;4104603309308;Unidade de Acolhimento;3;AVENIDA TIBAGI;0; ;CENTRO; ;85790-000;4104600;PR; ;(45) 3286-3321; ; ;07/06/2018;Família Acolhedora;-25.485.120.610.004.100;-5.361.173.629.760.740;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;998; ;2; ;2;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;2;0;0;0;0;0;2;0; ;0; ;2; ;0; ;2; ;2; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;3;1;4104600;41;4;Capitão Leônidas Marques;14970;11490;3480;Pequeno I;275,748; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;2;0;0;0;0;0;2;2;0;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;3;3;1;1;0;2;2;2;3;2;1; ; ; ; ; ; ; ; ;6;6; ; ;3;1;1; ; ;1;1; ; ;2
410465;4104653309050;Unidade de Acolhimento em Família Acolhedora;32;Ouro Branco;500; ;Vila Nova Holanda; ;84145-000;4104659;PR; ;(42) 3231-9455; ; ;24/03/2015;Família Acolhedora;-2.495.218.455.194.600;-5.011.541.515.588.760;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;998; ;5; ;5;0;0;1;0;0;0;1;1;1;2;0;0;0;4;3;2;0;0;0;0;0;0;5;0; ;0; ;0; ;0; ;4; ;0; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;5;1;0;0;0;0;0; ;3; ;0;3;4104659;41;4;Carambeí;19163;13918;5245;Pequeno I;649,68; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;1;0;0;0;1;1;1;2;0;0;0;4;5;3;2;0;0;0;0;0;0;5;0;0;4;0;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;3;3;1;1;1;4;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1; ;1;3;1;1; ; ;1; ; ; ;4
410480;4104803309634;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA 01;32;Porto Alegre;557; ;Pioneiros Catarinense; ;85805-600;4104808;PR; ;(45) 3902-1747; ; ;01/01/2019;Família Acolhedora;-24.956;-53.455;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2002;1;874,08; ;64; ;116;13;10;20;1;3;4;51;10;10;17;10;11;7;65; ; ; ; ; ; ; ; ; ;8; ;4; ;1; ;1; ;0; ;36; ;0;0; ;17; ;1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;1;1;1;0;0;CASM, CAPSAD, CAPSI, UBS.;3; ;1;1;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;874,08; ;13;10;20;1;3;4;51;10;10;17;10;11;7;65;116;8;11;12;22;28;8;0;0;89;1;1;0;36;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;3;3;3;4;51;65; ;2;45;52;1; ; ; ; ; ; ; ; ;98;98; ;4;7; ;4; ; ;3;9; ; ;2
