N_Identificador;IBGE;q48_3;q48_9;q48_10;q48_11;q48_12;q48_14;IBGE7;codigo_UF;Região;Município;areaKm2;UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2024;d48_2_Faixas_etarias;d48_9;d48_11;d48_9bin1;d48_9bin2;d48_9bin3;d48_10bin1;d48_10bin2;d48_10bin3;d48_10bin4;d48_10bin5;d48_11bin1;d48_11bin2;d48_11bin3;d48_11bin4;d48_9bin1_sum;d48_9bin2_sum;d48_9bin3_sum;d48_10bin1_sum;d48_10bin2_sum;d48_10bin3_sum;d48_10bin4_sum;d48_10bin5_sum;d48_11bin1_sum;d48_11bin2_sum;d48_11bin3_sum;d48_11bin4_sum;nu_familias_acolhedoras
3119303314589;311930; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;22.09.2023;3119302;Minas Gerais;Região Sudeste;Coromandel;3313.3130000000001;MG;28894;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2; ; ; ; ; ; ; ; ; ; ;2;2
3119303314589;311930; Feminino; Fundamental Completo; Sem formação profissional; Outro vínculo não permanente; Família Acolhedora;06.05.2022;3119302;Minas Gerais;Região Sudeste;Coromandel;3313.3130000000001;MG;28894;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2; ; ; ; ; ; ; ; ; ; ;2;2
3119403306138;311940; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;15.12.2021;3119401;Minas Gerais;Região Sudeste;Coronel Fabriciano;221.25200000000001;MG;104736;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;1; ; ; ;1; ; ; ; ;3;3
3119403306138;311940; Feminino; Superior Completo; Advogada(o); Sem Vínculo; Família Acolhedora;01.01.2024;3119401;Minas Gerais;Região Sudeste;Coronel Fabriciano;221.25200000000001;MG;104736;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes; ;2;1; ; ; ;1; ; ; ; ;3;3
3119403306138;311940; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;01.10.2024;3119401;Minas Gerais;Região Sudeste;Coronel Fabriciano;221.25200000000001;MG;104736;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;1; ; ; ;1; ; ; ; ;3;3
3119953312675;311995; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;17.06.2021;3119955;Minas Gerais;Região Sudeste;Córrego Fundo;101.11199999999999;MG;6133;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3; ; ; ; ; ; ; ; ; ;5;5
3119953312675;311995; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;18.07.2017;3119955;Minas Gerais;Região Sudeste;Córrego Fundo;101.11199999999999;MG;6133;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3; ; ; ; ; ; ; ; ; ;5;5
3119953312675;311995; Feminino; Superior Incompleto; Profissional de nível médio; Sem Vínculo; Família Acolhedora;17.06.2021;3119955;Minas Gerais;Região Sudeste;Córrego Fundo;101.11199999999999;MG;6133;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3; ; ; ; ; ; ; ; ; ;5;5
3119953312675;311995; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;18.07.2017;3119955;Minas Gerais;Região Sudeste;Córrego Fundo;101.11199999999999;MG;6133;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3; ; ; ; ; ; ; ; ; ;5;5
3119953312675;311995; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;18.07.2017;3119955;Minas Gerais;Região Sudeste;Córrego Fundo;101.11199999999999;MG;6133;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3; ; ; ; ; ; ; ; ; ;5;5
3120153303405;312015; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;22.10.2019;3120151;Minas Gerais;Região Sudeste;Crisólita;966.202;MG;5265;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2; ; ; ; ; ; ; ; ; ;2;2
3120153303405;312015; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;30.10.2019;3120151;Minas Gerais;Região Sudeste;Crisólita;966.202;MG;5265;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2; ; ; ; ; ; ; ; ; ;2;2
3120903313103;312090; Feminino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Família Acolhedora;01.01.2024;3120904;Minas Gerais;Região Sudeste;Curvelo;3296.2;MG;80665;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;1;1; ; ; ; ; ; ; ;4;4
3120903313103;312090; Masculino; Superior Completo; Pedagoga(o); Sem Vínculo; Família Acolhedora;01.01.2024;3120904;Minas Gerais;Região Sudeste;Curvelo;3296.2;MG;80665;Médio;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;1;1; ; ; ; ; ; ; ;4;4
3120903313103;312090; Feminino; Médio Incompleto; Sem formação profissional; Outro vínculo não permanente; Família Acolhedora;01.01.2024;3120904;Minas Gerais;Região Sudeste;Curvelo;3296.2;MG;80665;Médio;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;1;1; ; ; ; ; ; ; ;4;4
3120903313103;312090; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;01.09.2021;3120904;Minas Gerais;Região Sudeste;Curvelo;3296.2;MG;80665;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;1;1; ; ; ; ; ; ; ;4;4
3121603308215;312160; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;07.07.2023;3121605;Minas Gerais;Região Sudeste;Diamantina;3891.6590000000001;MG;47702;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1; ; ; ; ; ; ; ; ; ; ;1;1
3122303309658;312230; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;29.09.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;26.06.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Masculino; Superior Incompleto; Sem formação profissional; Voluntária(o); Família Acolhedora;18.02.2022;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;07.08.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;07.03.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;07.08.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;19.09.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Masculino; Superior Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;03.02.2020;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Fundamental Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;14.06.2019;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;29.07.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;22.06.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Pedagoga(o); Voluntária(o); Família Acolhedora;22.11.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Fundamental Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;28.10.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;28.02.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;08.09.2021;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;17.06.2022;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Masculino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;24.03.2022;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Enfermeira(o); Voluntária(o); Família Acolhedora;17.07.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;21.12.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;23.07.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Advogada(o); Voluntária(o); Família Acolhedora;27.09.2019;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;17.07.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Administrador(a); Voluntária(o); Família Acolhedora;26.11.2021;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;15.07.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Masculino; Superior Incompleto; Sem formação profissional; Voluntária(o); Família Acolhedora;06.02.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Masculino; Superior Completo; Psicóloga(o); Voluntária(o); Família Acolhedora;25.08.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;02.06.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;07.08.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Fundamental Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;13.06.2022;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Enfermeira(o); Voluntária(o); Família Acolhedora;10.11.2022;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;29.02.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;04.01.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Incompleto; Sem formação profissional; Voluntária(o); Família Acolhedora;28.05.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;09.08.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;19.08.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;04.01.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;28.08.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Psicóloga(o); Voluntária(o); Família Acolhedora;27.06.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;23.06.2020;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;26.05.2022;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;14.10.2022;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Pedagoga(o); Voluntária(o); Família Acolhedora;07.08.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;15.02.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;09.09.2024;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
3122303309658;312230; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;07.08.2023;3122306;Minas Gerais;Região Sudeste;Divinópolis;708.11500000000001;MG;231091;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;7;20;26;3;1; ;1;2; ; ; ;53;53
