N_Identificador;IBGE;q55_3;q55_9;q55_10;q55_11;q55_12;q55_13;qIBGE7;codigo_UF;Região;Município;areaKm2;UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2024;d55_2_Faixas_etarias;d55_9;d55_11;d55_9bin1;d55_9bin2;d55_9bin3;d55_10bin1;d55_10bin2;d55_10bin3;d55_10bin4;d55_10bin5;d55_11bin1;d55_11bin2;d55_11bin3;d55_11bin4;d55_9bin1_sum;d55_9bin2_sum;d55_9bin3_sum;d55_10bin1_sum;d55_10bin2_sum;d55_10bin3_sum;d55_10bin4_sum;d55_10bin5_sum;d55_11bin1_sum;d55_11bin2_sum;d55_11bin3_sum;d55_11bin4_sum;nu_trabalhadores
2916603315325;291660; Feminino; Superior Completo; Advogada(o); Servidor(a) Temporária(o); Coordenador(a);02.02.2024;2916609;Bahia;Região Nordeste;Itapitanga;420.66300000000001;BA;10279;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes; ; ;1; ; ; ;1; ; ; ; ;1;1
2917103313177;291710; Masculino; Especialização; Psicóloga(o); Outro vínculo não permanente; Técnico(a) de nível superior;01.01.2023;2917102;Bahia;Região Nordeste;Itororó;313.839;BA;16617;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;1;2; ;1; ; ;1; ; ; ;3;3
2917103313177;291710; Masculino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior;01.01.2023;2917102;Bahia;Região Nordeste;Itororó;313.839;BA;16617;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;2; ;1; ; ;1; ; ; ;3;3
2917103313177;291710; Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Temporária(o); Coordenador(a);01.11.2022;2917102;Bahia;Região Nordeste;Itororó;313.839;BA;16617;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;2; ;1; ; ;1; ; ; ;3;3
2919553314903;291955; Feminino; Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior;10.03.2023;2919553;Bahia;Região Nordeste;Luís Eduardo Magalhães;4036.0940000000001;BA;107909;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;3; ;1; ;1;1;1; ;2; ;3
2919553314903;291955; Feminino; Superior Completo; Advogada(o); Comissionada(o); Coordenador(a);10.03.2023;2919553;Bahia;Região Nordeste;Luís Eduardo Magalhães;4036.0940000000001;BA;107909;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ;Advogado; ; ; ;Comissionado; ; ; ;3; ;1; ;1;1;1; ;2; ;3
2919553314903;291955; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;03.12.2024;2919553;Bahia;Região Nordeste;Luís Eduardo Magalhães;4036.0940000000001;BA;107909;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ;1;1;1; ;2; ;3
2919703313161;291970; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Coordenador(a);01.10.2022;2919702;Bahia;Região Nordeste;Macarani;1210;BA;21599;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3; ;2; ; ;1;1; ; ;3;4
2919703313161;291970; Feminino; Médio Completo; Sem formação profissional; Servidor(a) Temporária(o); Apoio Administrativo;01.01.2021;2919702;Bahia;Região Nordeste;Macarani;1210;BA;21599;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3; ;2; ; ;1;1; ; ;3;4
2919703313161;291970; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;01.01.2021;2919702;Bahia;Região Nordeste;Macarani;1210;BA;21599;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;1;3; ;2; ; ;1;1; ; ;3;4
2919703313161;291970; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.01.2022;2919702;Bahia;Região Nordeste;Macarani;1210;BA;21599;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;3; ;2; ; ;1;1; ; ;3;4
2920003311634;292000; Feminino; Superior Completo; Pedagoga(o); Outro vínculo não permanente; Coordenador(a);09.02.2023;2920007;Bahia;Região Nordeste;Maiquinique;588.29700000000003;BA;8731;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;2;1;1; ; ; ;1; ; ;2;3
2920003311634;292000; Feminino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Apoio Administrativo;04.11.2024;2920007;Bahia;Região Nordeste;Maiquinique;588.29700000000003;BA;8731;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;2;1;1; ; ; ;1; ; ;2;3
2920003311634;292000; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;11.09.2023;2920007;Bahia;Região Nordeste;Maiquinique;588.29700000000003;BA;8731;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;2;1;1; ; ; ;1; ; ;2;3
2921003314181;292100; Feminino; Superior Completo; Advogada(o); Comissionada(o); Coordenador(a);02.12.2024;2921005;Bahia;Região Nordeste;Mata de São João;605.16800000000001;BA;42566;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ;Advogado; ; ; ;Comissionado; ; ; ;2; ; ; ;1;1; ; ;1;1;2
2921003314181;292100; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;03.10.2022;2921005;Bahia;Região Nordeste;Mata de São João;605.16800000000001;BA;42566;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ; ; ;1;1; ; ;1;1;2
2924003315287;292400; Feminino; Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior;24.10.2023;2924009;Bahia;Região Nordeste;Paulo Afonso;1544.3879999999999;BA;112870;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;3; ;2; ; ;1; ; ;3; ;3
2924003315287;292400; Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnico(a) de nível superior;24.10.2023;2924009;Bahia;Região Nordeste;Paulo Afonso;1544.3879999999999;BA;112870;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;3; ;2; ; ;1; ; ;3; ;3
2924003315287;292400; Feminino; Superior Completo; Assistente Social; Comissionada(o); Coordenador(a);24.10.2023;2924009;Bahia;Região Nordeste;Paulo Afonso;1544.3879999999999;BA;112870;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;3; ;2; ; ;1; ; ;3; ;3
2926703315109;292670; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Coordenador(a);02.10.2023;2926707;Bahia;Região Nordeste;Rio de Contas;1115.252;BA;13184;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;1; ;1; ; ; ; ; ; ;1;1
2927303313563;292730; Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnico(a) de nível superior;04.06.2024;2927309;Bahia;Região Nordeste;Salinas da Margarida;150.56899999999999;BA;14987;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;3; ;2; ; ;1; ; ;3; ;3
2927303313563;292730; Feminino; Especialização; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior;04.06.2024;2927309;Bahia;Região Nordeste;Salinas da Margarida;150.56899999999999;BA;14987;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;3; ;2; ; ;1; ; ;3; ;3
2927303313563;292730; Feminino; Superior Completo; Assistente Social; Comissionada(o); Coordenador(a);11.07.2024;2927309;Bahia;Região Nordeste;Salinas da Margarida;150.56899999999999;BA;14987;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;3; ;2; ; ;1; ; ;3; ;3
2927403310108;292740; Feminino; Superior Completo; Assistente Social; Terceirizada(o); Técnico(a) de nível superior;01.12.2021;2927408;Bahia;Região Nordeste;Salvador;693.44200000000001;BA;2417678;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3;1;2; ; ; ;2; ; ;2;4
2927403310108;292740; Feminino; Doutorado; Pedagoga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.10.2019;2927408;Bahia;Região Nordeste;Salvador;693.44200000000001;BA;2417678;Metrópole;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ; ;1;3;1;2; ; ; ;2; ; ;2;4
2927403310108;292740; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; ;2927408;Bahia;Região Nordeste;Salvador;693.44200000000001;BA;2417678;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;3;1;2; ; ; ;2; ; ;2;4
2927403310108;292740; Feminino; Superior Incompleto; Profissional de nível médio; Terceirizada(o); Técnico(a) de nível superior;23.10.2017;2927408;Bahia;Região Nordeste;Salvador;693.44200000000001;BA;2417678;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3;1;2; ; ; ;2; ; ;2;4
2932303311472;293230; Feminino; Superior Completo; Pedagoga(o); Comissionada(o); Coordenador(a);01.09.2020;2932309;Bahia;Região Nordeste;Ubatã;177.643;BA;16094;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ;Comissionado; ; ; ;3;1;1; ; ;1; ; ;3; ;3
2932303311472;293230; Feminino; Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior;01.09.2020;2932309;Bahia;Região Nordeste;Ubatã;177.643;BA;16094;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;3;1;1; ; ;1; ; ;3; ;3
2932303311472;293230; Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnico(a) de nível superior;12.09.2019;2932309;Bahia;Região Nordeste;Ubatã;177.643;BA;16094;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;3;1;1; ; ;1; ; ;3; ;3
2933003314623;293300; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;13.10.2022;2933000;Bahia;Região Nordeste;Valente;394.87700000000001;BA;24362;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1; ; ; ;3;3
2933003314623;293300; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;13.10.2022;2933000;Bahia;Região Nordeste;Valente;394.87700000000001;BA;24362;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1; ; ; ;3;3
2933003314623;293300; Feminino; Especialização; Assistente Social; Servidor(a) Temporária(o); Coordenador(a);13.10.2022;2933000;Bahia;Região Nordeste;Valente;394.87700000000001;BA;24362;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1; ; ; ;3;3
2933303306323;293330; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;02.08.2023;2933307;Bahia;Região Nordeste;Vitória da Conquista;3254.1860000000001;BA;370879;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;4;1;2; ; ;1; ; ;1;3;4
2933303306323;293330; Feminino; Superior Completo; Pedagoga(o); Empregada(o) Privada(o) (CLT); Apoio Administrativo;15.10.2023;2933307;Bahia;Região Nordeste;Vitória da Conquista;3254.1860000000001;BA;370879;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;4;1;2; ; ;1; ; ;1;3;4
2933303306323;293330; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;03.04.2024;2933307;Bahia;Região Nordeste;Vitória da Conquista;3254.1860000000001;BA;370879;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;4;1;2; ; ;1; ; ;1;3;4
2933303306323;293330; Feminino; Superior Completo; Assistente Social; Comissionada(o); Coordenador(a);07.02.2024;2933307;Bahia;Região Nordeste;Vitória da Conquista;3254.1860000000001;BA;370879;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;4;1;2; ; ;1; ; ;1;3;4
3101803314155;310180; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;01.02.2023;3101805;Minas Gerais;Região Sudeste;Alpercata;166.97200000000001;MG;6903;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;1; ; ;1;2;3
3101803314155;310180; Feminino; Superior Completo; Outra formação de nível superior; Comissionada(o); Coordenador(a);01.02.2023;3101805;Minas Gerais;Região Sudeste;Alpercata;166.97200000000001;MG;6903;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ; ; ;3; ;1; ; ;1; ; ;1;2;3
3101803314155;310180; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;22.01.2024;3101805;Minas Gerais;Região Sudeste;Alpercata;166.97200000000001;MG;6903;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;1; ; ;1;2;3
3103503312065;310350; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;01.04.2024;3103504;Minas Gerais;Região Sudeste;Araguari;2729.777;MG;117808;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;2; ; ; ;3;3
3103503312065;310350; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;01.04.2024;3103504;Minas Gerais;Região Sudeste;Araguari;2729.777;MG;117808;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;2; ; ; ;3;3
3103503312065;310350; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Coordenador(a);01.04.2024;3103504;Minas Gerais;Região Sudeste;Araguari;2729.777;MG;117808;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;2; ; ; ;3;3
3104003312591;310400; Masculino; Superior Completo; Outra formação de nível superior; Servidor(a) Estatutária(o); Técnico(a) de nível superior;19.02.2014;3104007;Minas Gerais;Região Sudeste;Araxá;1164.0619999999999;MG;111691;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ;1;3; ;1; ;1; ;4; ; ; ;4
3104003312591;310400; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;04.04.2023;3104007;Minas Gerais;Região Sudeste;Araxá;1164.0619999999999;MG;111691;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;3; ;1; ;1; ;4; ; ; ;4
3104003312591;310400; Feminino; Superior Incompleto; Sem formação profissional; Servidor(a) Estatutária(o); Técnico(a) de nível superior;29.05.2023;3104007;Minas Gerais;Região Sudeste;Araxá;1164.0619999999999;MG;111691;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ;1;3; ;1; ;1; ;4; ; ; ;4
3104003312591;310400; Feminino; Superior Completo; Advogada(o); Servidor(a) Estatutária(o); Coordenador(a);03.06.2024;3104007;Minas Gerais;Região Sudeste;Araxá;1164.0619999999999;MG;111691;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ;Advogado; ;Servidor Estatutário; ; ; ; ;1;3; ;1; ;1; ;4; ; ; ;4
3104703310466;310470; Feminino; Superior Completo; Advogada(o); Outro vínculo não permanente; Coordenador(a);13.05.2024;3104700;Minas Gerais;Região Sudeste;Ataléia;1836.925;MG;13736;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ;1;1; ; ; ;3;3
3104703310466;310470; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;10.01.2021;3104700;Minas Gerais;Região Sudeste;Ataléia;1836.925;MG;13736;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ;1;1; ; ; ;3;3
3104703310466;310470; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;06.11.2023;3104700;Minas Gerais;Região Sudeste;Ataléia;1836.925;MG;13736;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ;1;1; ; ; ;3;3
3106003307929;310600; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;06.10.2023;3106002;Minas Gerais;Região Sudeste;Bela Vista de Minas;109.143;MG;10167;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;1; ;1; ; ; ; ; ; ;1;1
3106203306003;310620; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;02.01.2018;3106200;Minas Gerais;Região Sudeste;Belo Horizonte;331.35399999999998;MG;2315560;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;12; ;6; ; ;4; ; ; ;14;14
3106203306003;310620; Feminino; Superior Completo; Assistente Social; Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Técnico(a) de nível superior;08.03.2023;3106200;Minas Gerais;Região Sudeste;Belo Horizonte;331.35399999999998;MG;2315560;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;12; ;6; ; ;4; ; ; ;14;14
3106203306003;310620; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;02.12.2020;3106200;Minas Gerais;Região Sudeste;Belo Horizonte;331.35399999999998;MG;2315560;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;12; ;6; ; ;4; ; ; ;14;14
3106203306003;310620; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;02.12.2020;3106200;Minas Gerais;Região Sudeste;Belo Horizonte;331.35399999999998;MG;2315560;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;1;1;12; ;6; ; ;4; ; ; ;14;14
3106203306003;310620; Feminino; Superior Completo; Assistente Social; Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Técnico(a) de nível superior;13.08.2015;3106200;Minas Gerais;Região Sudeste;Belo Horizonte;331.35399999999998;MG;2315560;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;12; ;6; ; ;4; ; ; ;14;14
3106203306003;310620; Feminino; Superior Completo; Outra formação de nível superior; Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Apoio Administrativo;02.09.2024;3106200;Minas Gerais;Região Sudeste;Belo Horizonte;331.35399999999998;MG;2315560;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;12; ;6; ; ;4; ; ; ;14;14
3106203306003;310620; Masculino; Médio Completo; Profissional de nível médio; Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Motorista;08.07.2024;3106200;Minas Gerais;Região Sudeste;Belo Horizonte;331.35399999999998;MG;2315560;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;12; ;6; ; ;4; ; ; ;14;14
3106203306003;310620; Masculino; Superior Completo; Psicóloga(o); Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Técnico(a) de nível superior;12.08.2024;3106200;Minas Gerais;Região Sudeste;Belo Horizonte;331.35399999999998;MG;2315560;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;1;1;12; ;6; ; ;4; ; ; ;14;14
3106203306003;310620; Feminino; Superior Completo; Profissional de nível médio; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;21.09.2020;3106200;Minas Gerais;Região Sudeste;Belo Horizonte;331.35399999999998;MG;2315560;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;12; ;6; ; ;4; ; ; ;14;14
