Variável;Rótulo
q23_99;q23_99_v15738_23.99. Quais outras ações e atividades desenvolvidas pela equipe desta Unidade em relação à gestão de benefícios do Programa Bolsa Família?
q24_1;q24_1_v15739_1_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:1: Não há dificuldades
q24_2;q24_2_v15739_2_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:2: Falta de capacitação da equipe do posto sobre as regras do Programa
q24_3;q24_3_v15739_3_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:3: As regras do Programa são complexas
q24_4;q24_4_v15739_4_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:4: As informações disponibilizadas pelo MC sobre as regras do Programa são de difícil compreensão
q24_5;q24_5_v15739_5_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:5: As informações disponibilizadas pelo Ministério da Cidadania sobre as regras do Programa são de difícil acesso
q24_6;q24_6_v15739_6_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do Programa Bolsa Família:6: Falta de informações sobre as regras do Programa
q24_7;q24_7_v15739_7_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:7: Falta de material informativo para disponibilizar no posto sobre as regras do Programa (cartazes, folders, filipetas)
q24_8;q24_8_v15739_8_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:8: Baixa qualidade da internet
q24_9;q24_9_v15739_9_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:9: Falta de acesso à internet
q24_10;q24_10_v15739_10_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:10: Equipe do posto não tem acesso ao SIBEC
q24_11;q24_11_v15739_11_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:11: Instabilidade do SIBEC
q24_12;q24_12_v15739_12_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:12: Equipe do posto não tem acesso ao SigPBF
q24_13;q24_13_v15739_13_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios doPBF:13: Instabilidade do SigPBF
q24_14;q24_14_v15739_14_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:14: Grande número de atendimentos em decorrência dos processos de gestão de benefícios:
q24_15;q24_15_v15739_15_24. Indique quais são as dificuldades enfrentadas em relação à gestão de benefícios do PBF:15: Grande número de atendimentos: bloqueios e suspensões de condicionalidades e de não localizados no sistema de ensino
q24_16;q24_16_v15739_16_24. Indique quais são as dificuldades enfrentadas em relação à gestão de benefícios do PBF:16: Grande número de atendimentos: suspensões em decorrência do recebimento do seguro-defeso
q24_17;q24_17_v15739_17_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:17: Número reduzido de pessoas na equipe para suprir a demanda de atendimento
q24_18;q24_18_v15739_18_24. Indique quais são as dificuldades enfrentadas por este posto em relação à gestão de benefícios do PBF:18: Outros.
q24_1_1;q24_1_1_v15740_24.1. Quais outras dificuldades enfrentadas por este posto em relação à gestão de benefícios do Programa Bolsa Família?
q25_0;q25_0_v15742_0_25. Indique as ações e atividades desenvolvidas pela equipe desta Unidade em relação às famílias em descumprimento de condicionalidades:0: Não realiza atividades com famílias em descumprimento de condicionalidades
q25_1;q25_1_v15742_1_25. Indique as ações e atividades desenvolvidas em relação às famílias em descumprimento de condicionalidades:1: Esclarecimentos às famílias sobre as regras de condicionalidades durante o atendimento particularizado
q25_2;q25_2_v15742_2_25. Indique as ações e atividades desenvolvidas em relação às famílias em descumprimento de condicionalidades:2: Interação com as escolas dos beneficiários em descumprimento
q25_3;q25_3_v15742_3_25. Indique as ações e atividades desenvolvidas pela em relação às famílias em descumprimento de condicionalidades:3: Interação com a equipe de saúde no município responsável pelo acompanhamento das condicionalidades de saúde
q25_4;q25_4_v15742_4_25. Indique as ações e atividades desenvolvidas em relação às famílias em descumprimento de condicionalidades:4: Ação para prestar informações às famílias sobre as condicionalidades (palestras, oficinas em grupo, etc)
q25_5;q25_5_v15742_5_25. Indique as ações e atividades desenvolvidas em relação às famílias em descumprimento condicionalidades:5: Busca ativa com a finalidade de facilitar a apresentação de recurso pelas famílias
q25_6;q25_6_v15742_6_25. Indique as ações e atividades desenvolvidas pela equipe desta Unidade em relação às famílias em descumprimento de condicionalidades:6: Fornecimento de comprovante do registro de recurso para as famílias
q25_7;q25_7_v15742_7_25. Indique as ações e atividades desenvolvidas pela equipe desta Unidade em relação às famílias em descumprimento de condicionalidades:7: Arquivamento da documentação comprobatória apresentada pela família no registro do recurso
q25_8;q25_8_v15742_8_25. Indique as ações e atividades desenvolvidas em relação às famílias em descumprimento de condicionalidades:8: Encaminhamento de famílias ou indivíduos para outros serviços, programas ou benefícios socioassistenciais
q25_9;q25_9_v15742_9_25. Indique as ações e atividades desenvolvidas em relação às famílias em descumprimento de condicionalidades:9: Encaminhamento de famílias ou indivíduos para outras políticas públicas (educação, saúde, habitação, trabalho, et
q25_99;q25_99_v15742_99_25. Indique as ações e atividades desenvolvidas pela equipe desta Unidade em relação às famílias em descumprimento de condicionalidades:99: Outros.
q25_99_1;q25_99_1_v15743_25.99. Indique quais outras ações e atividades desenvolvidas pela equipe desta Unidade em relação às famílias em descumprimento de condicionalidades:
q26;q26_v15746_26. Este posto realiza registro de RECURSO por descumprimento de condicionalidades do Programa Bolsa Família?
q27;q27_v15747_27. Considerando SOMENTE as famílias em descumprimento de condicionalidades, informe por quais formas as famílias podem acessar esta Unidades para apresentar RECURSO?
q28_1;q28_1_v15748_1_28. Este posto recebe denúncia de fraudes de recebimento de benefícios do Programa Bolsa Família e qual o tratamento dado?1: Sim, as denúncias são tratadas aqui e depois encaminhadas à Secretaria Municipal
q28_2;q28_2_v15748_2_28. Este posto recebe denúncia de fraudes de recebimento de benefícios do Programa Bolsa Família e qual o tratamento dado?2: Sim, as denúncias são encaminhadas para tratamento pela Secretaria Municipal
q28_99;q28_99_v15748_99_28. Este posto recebe denúncia de fraudes de recebimento de benefícios do Programa Bolsa Família e qual o tratamento dado?99: Outros.
q28_0;q28_0_v15748_0_28. Este posto recebe denúncia de fraudes de recebimento de benefícios do Programa Bolsa Família e qual o tratamento dado?0: Não recebemos denúncias
q28_98;q28_98_v15748_98_28. Este posto recebe denúncia de fraudes de recebimento de benefícios do Programa Bolsa Família e qual o tratamento dado?98: Não sei informar
q28_1_1;q28_1_1_v15749_28.1. Qual?
q29;q29_v15750_29. Esta unidade participa do planejamento dos recursos recebidos no âmbito do IGD-PBF?
q30_1_1;q30_1_1_v15752_1_30.1. Benefício de Prestação Continuada1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_1_2;q30_1_2_v15752_2_30.1. Benefício de Prestação Continuada2: ...presta orientações
q30_1_3;q30_1_3_v15752_3_30.1. Benefício de Prestação Continuada3: ...encaminha a família para os locais de gestão/oferta
q30_1_4;q30_1_4_v15752_4_30.1. Benefício de Prestação Continuada4: ...realiza atividades de gestão/oferta neste posto
q30_1_5;q30_1_5_v15752_5_30.1. Benefício de Prestação Continuada5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_1_0;q30_1_0_v15752_0_30.1. Benefício de Prestação Continuada0: ...não possui ação específica
q30_2_1;q30_2_1_v15753_1_30.2. Carteira do idoso1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_2_2;q30_2_2_v15753_2_30.2. Carteira do idoso2: ...presta orientações
q30_2_3;q30_2_3_v15753_3_30.2. Carteira do idoso3: ...encaminha a família para os locais de gestão/oferta
q30_2_4;q30_2_4_v15753_4_30.2. Carteira do idoso4: ...realiza atividades de gestão/oferta neste posto
q30_2_5;q30_2_5_v15753_5_30.2. Carteira do idoso5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_2_0;q30_2_0_v15753_0_30.2. Carteira do idoso0: ...não possui ação específica
q30_3_1;q30_3_1_v15754_1_30.3. Serviços de Convivência e Fortalecimento de Vínculos1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_3_2;q30_3_2_v15754_2_30.3. Serviços de Convivência e Fortalecimento de Vínculos2: ...presta orientações
q30_3_3;q30_3_3_v15754_3_30.3. Serviços de Convivência e Fortalecimento de Vínculos3: ...encaminha a família para os locais de gestão/oferta
q30_3_4;q30_3_4_v15754_4_30.3. Serviços de Convivência e Fortalecimento de Vínculos4: ...realiza atividades de gestão/oferta neste posto
q30_3_5;q30_3_5_v15754_5_30.3. Serviços de Convivência e Fortalecimento de Vínculos5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_3_0;q30_3_0_v15754_0_30.3. Serviços de Convivência e Fortalecimento de Vínculos0: ...não possui ação específica
q30_4_1;q30_4_1_v15755_1_30.4. Programa Criança Feliz1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_4_2;q30_4_2_v15755_2_30.4. Programa Criança Feliz2: ...presta orientações
q30_4_3;q30_4_3_v15755_3_30.4. Programa Criança Feliz3: ...encaminha a família para os locais de gestão/oferta
q30_4_4;q30_4_4_v15755_4_30.4. Programa Criança Feliz4: ...realiza atividades de gestão/oferta neste posto
q30_4_5;q30_4_5_v15755_5_30.4. Programa Criança Feliz5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_4_6;q30_4_6_v15755_6_30.4. Programa Criança Feliz6: ...não possui ação específica
q30_5_1;q30_5_1_v15756_1_30.5. Programa de Erradicação do Trabalho Infantil1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_5_2;q30_5_2_v15756_2_30.5. Programa de Erradicação do Trabalho Infantil2: ...presta orientações
q30_5_3;q30_5_3_v15756_3_30.5. Programa de Erradicação do Trabalho Infantil3: ...encaminha a família para os locais de gestão/oferta
q30_5_4;q30_5_4_v15756_4_30.5. Programa de Erradicação do Trabalho Infantil4: ...realiza atividades de gestão/oferta neste posto
q30_5_5;q30_5_5_v15756_5_30.5. Programa de Erradicação do Trabalho Infantil5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_5_0;q30_5_0_v15756_0_30.5. Programa de Erradicação do Trabalho Infantil0: ...não possui ação específica
q30_6_1;q30_6_1_v15757_1_30.6. Plano Progredir - Programa Nacional do Microcrédito Produtivo Orientado1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_6_2;q30_6_2_v15757_2_30.6. Plano Progredir - Programa Nacional do Microcrédito Produtivo Orientado2: ...presta orientações
q30_6_3;q30_6_3_v15757_3_30.6. Plano Progredir - Programa Nacional do Microcrédito Produtivo Orientado3: ...encaminha a família para os locais de gestão/oferta
q30_6_4;q30_6_4_v15757_4_30.6. Plano Progredir - Programa Nacional do Microcrédito Produtivo Orientado4: ...realiza atividades de gestão/oferta neste posto
q30_6_5;q30_6_5_v15757_5_30.6. Plano Progredir - Programa Nacional do Microcrédito Produtivo Orientado5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_6_0;q30_6_0_v15757_0_30.6. Plano Progredir - Programa Nacional do Microcrédito Produtivo Orientado0: ...não possui ação específica
q30_7_1;q30_7_1_v15857_1_30.7. Tarifa Social de Energia Elétrica1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_7_2;q30_7_2_v15857_2_30.7. Tarifa Social de Energia Elétrica2: ...presta orientações
q30_7_3;q30_7_3_v15857_3_30.7. Tarifa Social de Energia Elétrica3: ...encaminha a família para os locais de gestão/oferta
q30_7_4;q30_7_4_v15857_4_30.7. Tarifa Social de Energia Elétrica4: ...realiza atividades de gestão/oferta neste posto
q30_7_5;q30_7_5_v15857_5_30.7. Tarifa Social de Energia Elétrica5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_7_0;q30_7_0_v15857_0_30.7. Tarifa Social de Energia Elétrica0: ...não possui ação específica
q30_8_1;q30_8_1_v15858_1_30.8. Programa Minha Casa Minha Vida1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_8_2;q30_8_2_v15858_2_30.8. Programa Minha Casa Minha Vida2: ...presta orientações
q30_8_3;q30_8_3_v15858_3_30.8. Programa Minha Casa Minha Vida3: ...encaminha a família para os locais de gestão/oferta
q30_8_4;q30_8_4_v15858_4_30.8. Programa Minha Casa Minha Vida4: ...realiza atividades de gestão/oferta neste posto
q30_8_5;q30_8_5_v15858_5_30.8. Programa Minha Casa Minha Vida5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_8_0;q30_8_0_v15858_0_30.8. Programa Minha Casa Minha Vida0: ...não possui ação específica
q30_9_1;q30_9_1_v15859_1_30.9. Aposentadoria para Pessoas de Baixa Renda/ Facultativo de Baixa Renda1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_9_2;q30_9_2_v15859_2_30.9. Aposentadoria para Pessoas de Baixa Renda/ Facultativo de Baixa Renda2: ...presta orientações
q30_9_3;q30_9_3_v15859_3_30.9. Aposentadoria para Pessoas de Baixa Renda/ Facultativo de Baixa Renda3: ...encaminha a família para os locais de gestão/oferta
q30_9_4;q30_9_4_v15859_4_30.9. Aposentadoria para Pessoas de Baixa Renda/ Facultativo de Baixa Renda4: ...realiza atividades de gestão/oferta neste posto
q30_9_5;q30_9_5_v15859_5_30.9. Aposentadoria para Pessoas de Baixa Renda/ Facultativo de Baixa Renda5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_9_0;q30_9_0_v15859_0_30.9. Aposentadoria para Pessoas de Baixa Renda/ Facultativo de Baixa Renda0: ...não possui ação específica
q30_10_1;q30_10_1_v15860_1_30.10. Telefone Popular1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_10_2;q30_10_2_v15860_2_30.10. Telefone Popular2: ...presta orientações
q30_10_3;q30_10_3_v15860_3_30.10. Telefone Popular3: ...encaminha a família para os locais de gestão/oferta
q30_10_4;q30_10_4_v15860_4_30.10. Telefone Popular4: ...realiza atividades de gestão/oferta neste posto
q30_10_5;q30_10_5_v15860_5_30.10. Telefone Popular5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_10_0;q30_10_0_v15860_0_30.10. Telefone Popular0: ...não possui ação específica
q30_11_1;q30_11_1_v15861_1_30.11. Isenção de Pagamento de Taxa de Inscrição em Concursos Públicos1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_11_2;q30_11_2_v15861_2_30.11. Isenção de Pagamento de Taxa de Inscrição em Concursos Públicos2: ...presta orientações
q30_11_3;q30_11_3_v15861_3_30.11. Isenção de Pagamento de Taxa de Inscrição em Concursos Públicos3: ...encaminha a família para os locais de gestão/oferta
q30_11_4;q30_11_4_v15861_4_30.11. Isenção de Pagamento de Taxa de Inscrição em Concursos Públicos4: ...realiza atividades de gestão/oferta neste posto
q30_11_5;q30_11_5_v15861_5_30.11. Isenção de Pagamento de Taxa de Inscrição em Concursos Públicos5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_11_0;q30_11_0_v15861_0_30.11. Isenção de Pagamento de Taxa de Inscrição em Concursos Públicos0: ...não possui ação específica
q30_12_1;q30_12_1_v15862_1_30.12. Programas Cisternas1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_12_2;q30_12_2_v15862_2_30.12. Programas Cisternas2: ...presta orientações
q30_12_3;q30_12_3_v15862_3_30.12. Programas Cisternas3: ...encaminha a família para os locais de gestão/oferta
q30_12_4;q30_12_4_v15862_4_30.12. Programas Cisternas4: ...realiza atividades de gestão/oferta neste posto
q30_12_5;q30_12_5_v15862_5_30.12. Programas Cisternas5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_12_0;q30_12_0_v15862_0_30.12. Programas Cisternas0: ...não possui ação específica
q30_13_1;q30_13_1_v15863_1_30.13. Programa de Fomento às Atividades Produtivas Rurais/ Assistência Técnica e Extensão Rural1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_13_2;q30_13_2_v15863_2_30.13. Programa de Fomento às Atividades Produtivas Rurais/ Assistência Técnica e Extensão Rural2: ...presta orientações
q30_13_3;q30_13_3_v15863_3_30.13. Programa de Fomento às Atividades Produtivas Rurais/ Assistência Técnica e Extensão Rural3: ...encaminha a família para os locais de gestão/oferta
q30_13_4;q30_13_4_v15863_4_30.13. Programa de Fomento às Atividades Produtivas Rurais/ Assistência Técnica e Extensão Rural4: ...realiza atividades de gestão/oferta neste posto
q30_13_5;q30_13_5_v15863_5_30.13. Programa de Fomento às Atividades Produtivas Rurais/ Assistência Técnica e Extensão Rural5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_13_0;q30_13_0_v15863_0_30.13. Programa de Fomento às Atividades Produtivas Rurais/ Assistência Técnica e Extensão Rural0: ...não possui ação específica
q30_14_1;q30_14_1_v15864_1_30.14. Programa Nacional de Reforma Agrária1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_14_2;q30_14_2_v15864_2_30.14. Programa Nacional de Reforma Agrária2: ...presta orientações
q30_14_3;q30_14_3_v15864_3_30.14. Programa Nacional de Reforma Agrária3: ...encaminha a família para os locais de gestão/oferta
q30_14_4;q30_14_4_v15864_4_30.14. Programa Nacional de Reforma Agrária4: ...realiza atividades de gestão/oferta neste posto
q30_14_5;q30_14_5_v15864_5_30.14. Programa Nacional de Reforma Agrária5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_14_0;q30_14_0_v15864_0_30.14. Programa Nacional de Reforma Agrária0: ...não possui ação específica
q30_15_1;q30_15_1_v15865_1_30.15. Programa Nacional de Crédito Fundiário1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_15_2;q30_15_2_v15865_2_30.15. Programa Nacional de Crédito Fundiário2: ...presta orientações
q30_15_3;q30_15_3_v15865_3_30.15. Programa Nacional de Crédito Fundiário3: ...encaminha a família para os locais de gestão/oferta
q30_15_4;q30_15_4_v15865_4_30.15. Programa Nacional de Crédito Fundiário4: ...realiza atividades de gestão/oferta neste posto
q30_15_5;q30_15_5_v15865_5_30.15. Programa Nacional de Crédito Fundiário5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_15_0;q30_15_0_v15865_0_30.15. Programa Nacional de Crédito Fundiário0: ...não possui ação específica
q30_16_1;q30_16_1_v15869_1_30.16. Crédito Instalação do Programa Nacional de Reforma Agrária1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_16_2;q30_16_2_v15869_2_30.16. Crédito Instalação do Programa Nacional de Reforma Agrária2: ...presta orientações
q30_16_3;q30_16_3_v15869_3_30.16. Crédito Instalação do Programa Nacional de Reforma Agrária3: ...encaminha a família para os locais de gestão/oferta
q30_16_4;q30_16_4_v15869_4_30.16. Crédito Instalação do Programa Nacional de Reforma Agrária4: ...realiza atividades de gestão/oferta neste posto
q30_16_5;q30_16_5_v15869_5_30.16. Crédito Instalação do Programa Nacional de Reforma Agrária5: .... naõ tem informações suficientes sobre o programa/atividade/benefício
q30_16_0;q30_16_0_v15869_0_30.16. Crédito Instalação do Programa Nacional de Reforma Agrária0: ...não possui ação específica
q30_17_1;q30_17_1_v15880_1_30.17. Identidade Jovem (ID Jovem)1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_17_2;q30_17_2_v15880_2_30.17. Identidade Jovem (ID Jovem)2: ...presta orientações
q30_17_3;q30_17_3_v15880_3_30.17. Identidade Jovem (ID Jovem)3: ...encaminha a família para os locais de gestão/oferta
q30_17_4;q30_17_4_v15880_4_30.17. Identidade Jovem (ID Jovem)4: ...realiza atividades de gestão/oferta neste posto
q30_17_5;q30_17_5_v15880_5_30.17. Identidade Jovem (ID Jovem)5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_17_0;q30_17_0_v15880_0_30.17. Identidade Jovem (ID Jovem)0: ...não possui ação específica
q30_18_1;q30_18_1_v15883_1_30.18. Ação de Distribuição de Alimentos1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_18_2;q30_18_2_v15883_2_30.18. Ação de Distribuição de Alimentos2: ...presta orientações
q30_18_3;q30_18_3_v15883_3_30.18. Ação de Distribuição de Alimentos3: ...encaminha a família para os locais de gestão/oferta
q30_18_4;q30_18_4_v15883_4_30.18. Ação de Distribuição de Alimentos4: ...realiza atividades de gestão/oferta neste posto
q30_18_5;q30_18_5_v15883_5_30.18. Ação de Distribuição de Alimentos5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_18_0;q30_18_0_v15883_0_30.18. Ação de Distribuição de Alimentos0: ...não possui ação específica
q30_19_1;q30_19_1_v15885_1_30.19. Concessão de bolsas por entidades com Certificação  com atuação na área da educação (CEBAS-Educação)1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_19_2;q30_19_2_v15885_2_30.19. Concessão de bolsas por entidades com Certificação com atuação na área da educação (CEBAS-Educação)2: ...presta orientações
q30_19_3;q30_19_3_v15885_3_30.19. Concessão de bolsas por entidades com Certificação de Entidades Beneficentes de Assistência Social com atuação na área da educação (CEBAS-Educação)3: ...encaminha a família para os locais de gestão/oferta
q30_19_4;q30_19_4_v15885_4_30.19. Concessão de bolsas por entidades com Certificação com atuação na área da educação (CEBAS-Educação)4: ...realiza atividades de gestão/oferta neste posto
q30_19_5;q30_19_5_v15885_5_30.19. Concessão de bolsas por entidades com Certificação com atuação na área da educação (CEBAS-Educação)5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_19_0;q30_19_0_v15885_0_30.19. Concessão de bolsas por entidades com Certificação com atuação na área da educação (CEBAS-Educação)0: ...não possui ação específica
q30_20_1;q30_20_1_v15886_1_30.20. Isenções na taxa de inscrição para o Exame Nacional do Ensino Médio (Enem)1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_20_2;q30_20_2_v15886_2_30.20. Isenções na taxa de inscrição para o Exame Nacional do Ensino Médio (Enem)2: ...presta orientações
q30_20_3;q30_20_3_v15886_3_30.20. Isenções na taxa de inscrição para o Exame Nacional do Ensino Médio (Enem)3: ...encaminha a família para os locais de gestão/oferta
q30_20_4;q30_20_4_v15886_4_30.20. Isenções na taxa de inscrição para o Exame Nacional do Ensino Médio (Enem)4: ...realiza atividades de gestão/oferta neste posto
q30_20_5;q30_20_5_v15886_5_30.20. Isenções na taxa de inscrição para o Exame Nacional do Ensino Médio (Enem)5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_20_0;q30_20_0_v15886_0_30.20. Isenções na taxa de inscrição para o Exame Nacional do Ensino Médio (Enem)0: ...não possui ação específica
q30_21_1;q30_21_1_v15887_1_30.21. Sistema de Seleção Unificada - Sisu/Lei de cotas1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_21_2;q30_21_2_v15887_2_30.21. Sistema de Seleção Unificada - Sisu/Lei de cotas2: ...presta orientações
q30_21_3;q30_21_3_v15887_3_30.21. Sistema de Seleção Unificada - Sisu/Lei de cotas3: ...encaminha a família para os locais de gestão/oferta
q30_21_4;q30_21_4_v15887_4_30.21. Sistema de Seleção Unificada - Sisu/Lei de cotas4: ...encaminha a família para os locais de gestão/oferta ...realiza atividades de gestão/oferta neste posto
q30_21_5;q30_21_5_v15887_5_30.21. Sistema de Seleção Unificada - Sisu/Lei de cotas5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_21_6;q30_21_6_v15887_6_30.21. Sistema de Seleção Unificada - Sisu/Lei de cotas6: ...não possui ação específica
q30_22_1;q30_22_1_v15888_1_30.22. Programa de Urbanização de Assentamento Precários1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_22_2;q30_22_2_v15888_2_30.22. Programa de Urbanização de Assentamento Precários2: ...presta orientações
q30_22_3;q30_22_3_v15888_3_30.22. Programa de Urbanização de Assentamento Precários3: ...encaminha a família para os locais de gestão/oferta
q30_22_4;q30_22_4_v15888_4_30.22. Programa de Urbanização de Assentamento Precários4: ...realiza atividades de gestão/oferta neste posto
q30_22_5;q30_22_5_v15888_5_30.22. Programa de Urbanização de Assentamento Precários5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_22_0;q30_22_0_v15888_0_30.22. Programa de Urbanização de Assentamento Precários0: ...não possui ação específica
q30_23_1;q30_23_1_v15889_1_30.23. Programa Estratégia Brasil Amigo da Pessoa Idosa1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_23_2;q30_23_2_v15889_2_30.23. Programa Estratégia Brasil Amigo da Pessoa Idosa2: ...presta orientações
q30_23_3;q30_23_3_v15889_3_30.23. Programa Estratégia Brasil Amigo da Pessoa Idosa3: ...encaminha a família para os locais de gestão/oferta
q30_23_4;q30_23_4_v15889_4_30.23. Programa Estratégia Brasil Amigo da Pessoa Idosa4: ...realiza atividades de gestão/oferta neste posto
q30_23_5;q30_23_5_v15889_5_30.23. Programa Estratégia Brasil Amigo da Pessoa Idosa5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_23_0;q30_23_0_v15889_0_30.23. Programa Estratégia Brasil Amigo da Pessoa Idosa0: ...não possui ação específica
q30_24_1;q30_24_1_v15890_1_30.24. Projeto Dom Hélder Câmara1: ...realiza cadastro de pessoas que já são ou poderão ser usuárias/beneficiárias do programa/atividade/benefício
q30_24_2;q30_24_2_v15890_2_30.24. Projeto Dom Hélder Câmara2: ...presta orientações
q30_24_3;q30_24_3_v15890_3_30.24. Projeto Dom Hélder Câmara3: ...encaminha a família para os locais de gestão/oferta
q30_24_4;q30_24_4_v15890_4_30.24. Projeto Dom Hélder Câmara4: ...realiza atividades de gestão/oferta neste posto
q30_24_5;q30_24_5_v15890_5_30.24. Projeto Dom Hélder Câmara5: .... não tem informações suficientes sobre o programa/atividade/benefício
q30_24_0;q30_24_0_v15890_0_30.24. Projeto Dom Hélder Câmara0: ...não possui ação específica
q31_0_1;q31_0_1_v16328_1_31.0.1. Habilita Programa 11: 
q31_1_1;q31_1_1_v15759_31.1.1. Nome do Programa:
q31_2_1_1;q31_2_1_1_v15760_1_31.2.1. Área de atuação:1: Assistência Social
q31_2_1_2;q31_2_1_2_v15760_2_31.2.1. Área de atuação:2: Transferência de renda
q31_2_1_3;q31_2_1_3_v15760_3_31.2.1. Área de atuação:3: Descontos/isenções
q31_2_1_4;q31_2_1_4_v15760_4_31.2.1. Área de atuação:4: Saúde
q31_2_1_5;q31_2_1_5_v15760_5_31.2.1. Área de atuação:5: Educação
q31_2_1_6;q31_2_1_6_v15760_6_31.2.1. Área de atuação:6: Moradia
q31_2_1_7;q31_2_1_7_v15760_7_31.2.1. Área de atuação:7: Trabalho e emprego
q31_2_1_8;q31_2_1_8_v15760_8_31.2.1. Área de atuação:8: Segurança alimentar
q31_2_1_99;q31_2_1_99_v15760_99_31.2.1. Área de atuação:99: Outra
q31_99_1;q31_99_1_v15761_31.99.1. Qual outra área de atuação?
q31_3_1;q31_3_1_v15762_31.3.1. Programa Estadual ou municipal?
q31_4_1_1;q31_4_1_1_v15763_1_31.4.1. Em relação a este programa, este posto:1: realiza o cadastro
