IBGE;q41_3;q41_9;q41_10;q41_11;q41_12;q41_13;q41_14;q41_15;q41_16;Região;UF;Q_incompleto;DataCenso;DataCenso_2024;Faixas_etarias;d41_9;d41_9bin1;d41_9bin2;d41_9bin3;d41_10;d41_10bin1;d41_10bin2;d41_10bin3;d41_10bin4;d41_10bin5;d41_11;d41_11bin1;d41_11bin2;d41_11bin3;d41_11bin4;d41_9bin1_sum;d41_9bin2_sum;d41_9bin3_sum;d41_10bin1_sum;d41_10bin2_sum;d41_10bin3_sum;d41_10bin4_sum;d41_10bin5_sum;d41_11bin1_sum;d41_11bin2_sum;d41_11bin3_sum;d41_11bin4_sum;nu_trabalhador;d41_15_1bin_Gestão;d41_15_1bin_Gestão_do_SUAS;d41_15_1bin_Vigilância_Socioassistencial;d41_15_1bin_Gestão_do_Trabalho;d41_15_1bin_Regulação_do_SUAS;d41_15_1bin_Gestão_Financeira_Orçamentária;d41_15_1bin_PSB;d41_15_1bin_PSE_Média_Complexidade;d41_15_1bin_PSE_Alta_Complexidade;d41_15_1bin_Gestão_CadÚnico;d41_15_1bin_PBF;d41_15_1bin_Gestão_Benefícios_Assistenciais;d41_15_1bin_PCF;d41_15_1bin_Outros;d41_16_2bin_Gestão;d41_16_2bin_Gestão_do_SUAS;d41_16_2bin_Vigilância_Socioassistencial;d41_16_2bin_Gestão_do_Trabalho;d41_16_2bin_Regulação_do_SUAS;d41_16_2bin_Gestão_Financeira_Orçamentária;d41_16_2bin_PSB;d41_16_2bin_PSE_Média_Complexidade;d41_16_2bin_PSE_Alta_Complexidade;d41_16_2bin_Gestão_CadÚnico;d41_16_2bin_PBF;d41_16_2bin_Gestão_Benefícios_Assistenciais;d41_15_2bin_PCF;d41_16_2bin_Outros;d41_Gestão;d41_Gestão_do_SUAS;d41_Vigilância_Socioassistencial;d41_Gestão_do_Trabalho;d41_Regulação_do_SUAS;d41_Gestão_Financeira_Orçamentária;d41_PSB;d41_PSE_Média_Complexidade;d41_PSE_Alta_Complexidade;d41_Gestão_CadÚnico;d41_PBF;d41_Gestão_Benefícios_Assistenciais;d41_PCF;d41_Outros;d41_15_1bin_Gestão_sum;d41_15_1bin_Gestão_do_SUAS_sum;d41_15_1bin_Vigilância_Socioassistencial_sum;d41_15_1bin_Gestão_do_Trabalho_sum;d41_15_1bin_Regulação_do_SUAS_sum;d41_15_1bin_Gestão_Financeira_Orçamentária_sum;d41_15_1bin_PSB_sum;d41_15_1bin_PSE_Média_Complexidade_sum;d41_15_1bin_PSE_Alta_Complexidade_sum;d41_15_1bin_Gestão_CadÚnico_sum;d41_15_1bin_PBF_sum;d41_15_1bin_Gestão_Benefícios_Assistenciais_sum;d41_15_1bin_PCF_sum;d41_15_1bin_Outros_sum;d41_16_2bin_Gestão_sum;d41_16_2bin_Gestão_do_SUAS_sum;d41_16_2bin_Vigilância_Socioassistencial_sum;d41_16_2bin_Gestão_do_Trabalho_sum;d41_16_2bin_Regulação_do_SUAS_sum;d41_16_2bin_Gestão_Financeira_Orçamentária_sum;d41_16_2bin_PSB_sum;d41_16_2bin_PSE_Média_Complexidade_sum;d41_16_2bin_PSE_Alta_Complexidade_sum;d41_16_2bin_Gestão_CadÚnico_sum;d41_16_2bin_PBF_sum;d41_16_2bin_Gestão_Benefícios_Assistenciais_sum;d41_15_2bin_PCF_sum;d41_16_2bin_Outros_sum;d41_Gestão_sum;d41_Gestão_do_SUAS_sum;d41_Vigilância_Socioassistencial_sum;d41_Gestão_do_Trabalho_sum;d41_Regulação_do_SUAS_sum;d41_Gestão_Financeira_Orçamentária_sum;d41_PSB_sum;d41_PSE_Média_Complexidade_sum;d41_PSE_Alta_Complexidade_sum;d41_Gestão_CadÚnico_sum;d41_PBF_sum;d41_Gestão_Benefícios_Assistenciais_sum;d41_PCF_sum;d41_Outros_sum;N_BREAK
13;Feminino; Especialização; Assistente Social; Comissionada(o); Secretária(o) Executiva(o); De 31 a 40 horas semanais;18.05.2020;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Especialização; Assistente Social; Trabalhador(a) de Empresa/ Cooperativa/ Entidade Prestadora de Serviços; Outros; De 31 a 40 horas semanais;16.01.2023;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Outra(o) profissional de nível superior; Terceirizada(o); Outros; De 31 a 40 horas semanais;10.08.2021;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Incompleto; Profissional de nível médio; Empregada(o) Pública(o) (CLT); Técnica(o) de Nível Médio; De 31 a 40 horas semanais;05.11.2021;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13; Masculino; Médio Completo; Sem formação profissional; Comissionada(o); Apoio Administrativo; De 31 a 40 horas semanais;01.01.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Psicóloga(o); Comissionada(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;01.06.2020; Gestão do SUAS; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Especialização; Assistente Social; Outro vínculo não permanente; Técnica(o) de Nível Superior; De 21 a 30 horas semanais;02.06.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Médio Completo; Profissional de nível médio; Comissionada(o); Técnica(o) de Nível Médio; De 31 a 40 horas semanais;01.01.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Outra(o) profissional de nível superior; Comissionada(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;01.01.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Especialização; Psicóloga(o); Empregada(o) Pública(o) (CLT); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;01.09.2020; Proteção Social Especial de Média Complexidade; Proteção Social Especial de Alta Complexidade;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Empregado Público (CLT); ;Empregado Público (CLT); ; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ;PSE Média Complexidade; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PSE Alta Complexidade; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Incompleto; Sem formação profissional; Comissionada(o); Outros; De 31 a 40 horas semanais;06.06.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Mestrado; Assistente Social; Comissionada(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;01.05.2023;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Outros; De 21 a 30 horas semanais;01.10.2021;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Assistente Social; Empregada(o) Pública(o) (CLT); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;02.06.2020; Gestão do SUAS; Gestão do Trabalho;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Contador; Comissionada(o); Outros; De 31 a 40 horas semanais;01.04.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Assistente Social; Comissionada(o); Outros; De 31 a 40 horas semanais;23.01.2019; Regulação do SUAS; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ;Regulação do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ;Regulação do SUAS; ; ; ; ; ; ; ; ;Outros; ; ; ; ;1; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Incompleto; Sem formação profissional; Comissionada(o); Técnica(o) de Nível Médio; De 31 a 40 horas semanais;24.04.2021;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Temporária(o); Técnica(o) de Nível Médio; De 31 a 40 horas semanais;03.03.2023;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Administrador (a); Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;02.02.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Médio Completo; Profissional de nível médio; Comissionada(o); Outros; Até 10 horas semanais;12.01.2023;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Outra(o) profissional de nível superior; Servidor(a)/Estatutária(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais; ;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Especialização; Assistente Social; Comissionada(o); Coordenador(a)/Dirigente; De 31 a 40 horas semanais;01.06.2022; Proteção Social Especial de Média Complexidade; Proteção Social Especial de Alta Complexidade;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ;PSE Média Complexidade; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PSE Alta Complexidade; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13; Masculino; Especialização; Administração Pública/Gestão Pública; Empregada(o) Pública(o) (CLT); Outros; De 41 a 44 horas semanais;01.06.2023;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Especialização; Assistente Social; Empregada(o) Pública(o) (CLT); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;20.09.2020; Gestão do Cadastro Único; Gestão do Programa Bolsa Família;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ;Gestão do Cadastro Único; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Gestão do Programa Bolsa Família; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Especialização; Assistente Social; Empregada(o) Pública(o) (CLT); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;01.12.2020;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Fundamental Completo; Sem formação profissional; Comissionada(o); Outros; De 31 a 40 horas semanais;01.01.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13; Masculino; Superior Completo; Administrador (a); Comissionada(o); Coordenador(a)/Dirigente; De 31 a 40 horas semanais;15.06.2023;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Administrador (a); Comissionada(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;01.01.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Incompleto; Profissional de nível médio; Comissionada(o); Apoio Administrativo; De 31 a 40 horas semanais;01.01.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Superior Completo; Assistente Social; Empregada(o) Pública(o) (CLT); Outros; De 31 a 40 horas semanais;18.11.2021;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Empregado Público (CLT); ;Empregado Público (CLT); ; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
13;Feminino; Médio Completo; Sem formação profissional; Comissionada(o); Apoio Administrativo; De 31 a 40 horas semanais;01.01.2022;99; Outros;Região Norte;Amazonas;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;27;159;266;10;75; ;19;28;87;106;162;97;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;13; ; ;1;2;17;11; ;5; ; ;1; ;7; ;5; ;1;2; ; ;11; ;5;13;1;402;8;13;5;5;1;2;17;11;11;5;5;13;5;402;452
