IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_Municipal;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;ident_0_15;Latitude;Longitude;q_1;q_2;q_3;q_4_1;q_4_2;q_4_3;q_4_0;q_4_99;q_5_1;q_5_2;q_5_99;q_5_0;q_5_99_1;q_6;q_7;q_9_1;q_9_2;q_9_3;q_9_4;q_10;q_11;q_12;q_13;q_13_99;q_14;q_14_99;q_15;q_16_1_1;q_16_1_2;q_16_1_3;q_16_1_4;q_16_1_5;q_16_1_6;q_16_1_7;q_16_2_1;q_16_2_2;q_16_2_3;q_16_2_4;q_16_2_5;q_16_2_6;q_16_2_7;q_17_1;q_17_2;q_17_3;q_17_4;q_17_5;q_17_6;q_17_7;q_17_8;q_17_9;q_18_1;q_18_1_99;q_18_2;q_18_2_99;q_19_1;q_19_1_99;q_19_2;q_19_2_99;q_19_3;q_19_3_99;q_19_4;q_19_4_99;q_20;q_21_1;q_21_1_0;q_21_2;q_21_2_0;q_22;q_23;q_24;q_25;q_26_1;q_26_2;q_26_3;q_26_4;q_26_5;q_26_6;q_26_7;q_26_8;q_26_9;q_26_10;q_26_11;q_26_12;q_26_13;q_26_14;q_26_15;q_26_16;q_26_17;q_26_18;q_26_19;q_26_20;q_26_21;q_26_22;q_26_23;q_26_24;q_26_25;q_26_0;q_27;q_28_1;q_28_2;q_28_3;q_28_98;q_28_99;q_28_0;q_28_98_1;q_29;q_30_99;q_31;q_32;d_13_faixa;d_14_faixa;d_15_faixa;q_16_1_7_recod;q_16_2_7_recod;q_17_9_recod;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum;nu_trabalhadores
316470;3164704;31;3;São Sebastião do Paraíso;64980;59953;5027;3;814,925;1;3164703306054;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Pimenta de Pádua;1865; ;Lagoinha; ;37950-000;3164704;MG; ;(35) 3539-5206; ; ;16/12/2013;-20.918.933.758.560.400;-4.698.404.073.715.210;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2013;1;954; ;3; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;3; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;1;0;0;0; ;3; ;2;0; ;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
316555;3165552;31;3;Setubinha;10885;2802;8083;1;534,655;1;3165553305505;UNIDADE DE ACOLHIMENTO FAMILIA ACOLHEDORA;32;inacio esteves lima;163;casa;centro;próximo a antiga policlinica e da praca Manoel lopes da silva;39688-000;3165552;MG; ;(33) 3514-9213; ; ;14/05/2013;-17.6;-42.159;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2013;1;200; ;1; ;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0; ;0; ;0; ;0; ;0; ;0; ;0;18; ;18; ;1;1;1;0;1;1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;2; ;2;2; ;1;1;1;0;1;0;0;2;0;1;0;0;1;0;0;0;2;2
316730;3167301;31;3;Silveirânia;2192;1429;763;1;157,456;1;3167303308247;UNIDADE DE ACOLHIMENTO;32;Rosario;191;rua do cafe;centro;Rua do Rosario;36185-000;3167301;MG; ;(32) 98426-5479; ; ;11/12/2013;-21.159.160.004.495.000;-4.321.317.672.729.490;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2013;1;477; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;0;0;0;0;0;1;0;0;1;1;0;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;0;0;Conselho tutelar;4; ;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;1;0;0;1;2
317020;3170206;31;3;Uberlândia;604013;587266;16747;4;4115,206;1;3170203306540;UNIDADE DE ACOLHIMENTO MISSÃO SAL DA TERRA FAMILIA ACOLHEDORA;32;Euclides da Cunha;920; ;Custodio Pereira; ;38405-210;3170206;MG; ;(34) 3226-9317; ; ;01/01/2014;-18.919;-48.277;315;2;20.734.604/0021-12;0;1;0;0;0;1;1;0;0; ;2; ; ; ; ; ;1;2014;1;500; ;30; ;24;3;4;5;1;0;0;13;4;3;3;1;0;0;11;1;6;11;6;0;0;0;0;24;0; ;0; ; ;1; ;1; ;1;8; ;0; ;1;17; ;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;2;1;0;0;0;0;0; ;3; ;1;1; ;2;2;13;11;24;0;0;3;1;0;0;0;1;0;0;0;3;3
317030;3170305;31;3;Umburatiba;2705;1558;1147;1;405,833;1;3170303307963;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA DE UMBURATIBA MG;32;Rua Augusto Ferraz;65; ;Centro;Baixinha;39878-000;3170305;MG; ;(33) 98851-0955; ; ;01/01/2015;-17.256;-40.573;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2015;1;477; ;0; ;2;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;1;1;0;0;2;0; ;1; ;0; ;0; ;1; ;0; ;0;0; ;17; ;2;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;0;6;0;1;1;1;0;0;conselho tutelar;1; ;1;1; ;1;1;0;2;2;0;1;3;0;1;0;0;1;3;0;0;1;4
317130;3171303;31;3;Viçosa;72220;67305;4915;3;299,418;1;3171303308358;UNIDADE DE ACOLHIMENTO;32;RUA ALBERTO PACHECO;205; ;RAMOS; ;36570-000;3171303;MG; ;(31) 3892-2248; ; ;01/08/2008;-20.754;-42.882;315;1; ; ; ; ; ; ; ;0;0;0; ;2; ; ; ; ; ;1;2008;1;954; ;8; ;10;0;1;2;2;1;2;8;2;0;0;0;0;0;2;0;0;3;5;0;0;0;2;10;0; ;0; ;0; ;0; ;0; ;3; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;4; ;3;1; ;1;1;8;2;10;0;0;3;0;2;0;0;1;0;0;0;3;3
317200;3172004;31;3;Visconde do Rio Branco;37942;31380;6562;2;243,351;1;3172003306050;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Praça 28 de Setembro;281; ;centro;Antigo Fórum, ao lado da Prefeitura;36520-000;3172004;MG; ;(32) 3551-5418; ; ;01/07/2013;-21.009.274.311.770.600;-4.284.010.022.878.640;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2013;1;954; ;17; ;9;0;1;3;0;1;1;6;2;0;0;0;0;1;3;0;2;1;2;4;0;0;0;9;6; ;2; ;0; ;1; ;5; ;0; ;0;0; ;18; ;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;1;1; ;2;1;6;3;9;0;0;3;0;1;0;0;2;2;0;0;1;3
320030;3200300;32;3;Alfredo Chaves;13955;6545;7410;1;615,791;1;3200303308918;Unidade de Acolhimento;32;EURICO BONACOSSA;51; ;PORTAL DOS IMIGRANTES; ;29240-000;3200300;ES; ;(27) 3269-1876; ; ;01/10/2012;-2.063.304.530.752.460;-4.074.867.725.372.310;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2013;0;0; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;3; ;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;1;0;0;1;2
320060;3200607;32;3;Aracruz;81832;71451;10381;3;1423,874;1;3200603306035;UNIDADE DE ACOLHIMENTO PROGRAMA FAMÍLIA ACOLHEDORA;32;FIORE TERCY;174; ;GINÁSIO;PRÓXIMO AO MERCADO MUNICIPAL;29194-176;3200607;ES; ;(27) 3270-7433; ; ;09/04/2013;-19.821.135.471.817.400;-4.027.804.613.113.400;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2012;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;17; ;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;5;1;0;0;0;0;0; ;3; ;0;3; ;1;1;0;0;0;0;0;2;0;0;0;0;1;1;0;0;1;2
320130;3201308;32;3;Cariacica;348738;337643;11095;4;279,718;1;3201303306006;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;3;Kleber Andrade;5; ;Rio Branco;Em frente ao DPJ;29146-140;3201308;ES; ;(27) 3354-5562; ; ;26/03/2012;-20.264;-40.42;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2012;1;954; ;19; ;7;1;0;1;1;0;0;3;0;1;0;0;1;2;4;0;6;0;1;0;0;0;0;7;2; ;5; ;0; ;0; ;0; ;7; ;0;0; ;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;5;1;0;0;0;0;0; ;3; ;1;1; ;2;1;3;4;7;0;0;3;0;2;0;0;1;2;0;0;1;3
320140;3201407;32;3;Castelo;34747;21817;12930;2;664,062;1;3201403306913;Unidade de Acolhimento Programa Família Acolhedora;32;Carlos Lomba;233; ;Centro;Em frente ao Consultório do Dr. Abílio;29360-000;3201407;ES; ;(28) 3542-8522; ; ;15/12/2014;-20.603.804.125.356.600;-4.120.572.566.986.080;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;477; ;3; ;5;2;0;1;0;1;0;4;0;1;0;0;0;0;1;0;0;1;0;3;1;0;0;5;0; ;6; ;0; ;0; ;5; ;4; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;5;1;0;1;0;0;0; ;3; ;1;0; ;1;1;4;1;5;0;0;2;0;1;0;0;1;1;0;0;1;2
320240;3202405;32;3;Guarapari;105286;100528;4758;4;591,815;1;3202403309022;Unidade de Acolhimento PROGRAMA FAMÍLIA ACOLHEDORA E EXTENSA;32;ES;141;0;Muquiçaba;prédio da Setac;29215-030;3202405;ES; ;(27) 3261-1377; ; ;17/07/2013;-20.658;-40.511;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2014;1;381; ;15; ;8;1;0;3;2;2;0;8;0;0;0;0;0;0;0;0;0;0;4;3;1;0;0;8;2; ;5; ;0; ;1; ;7; ;8; ;0;0; ;17; ;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;1;1;0;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3;1;2;0; ;2;1;8;0;8;0;0;2;0;1;0;0;1;2;0;0;0;2
320530;3205309;32;3;Vitória;327801;327801;0;4;96,536;1;3205303302915;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;31;SERAFIM DERENZI;175; ;SANTO ANTONIO;PRÓXIMO AO SANTUÁRIO;29026-473;3205309;ES; ;(27) 3019-8060; ; ;10/10/2006;-20.308.775.565.704.700;-40.353.432.297.706.600;315;2;46.250.411/0006-40;0;1;0;0;0;1;1;0;0; ;2; ; ; ; ; ;1;2006;1;572,4; ;15; ;4;1;1;2;0;0;0;4;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;4;2; ;7; ;0; ;0; ;0; ;4; ;0;0; ;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;5;1;0;1;0;0;0; ;3; ;1;1; ;2;1;4;0;4;0;2;3;0;1;0;0;1;0;0;0;5;5
330025;3300258;33;3;Arraial do Cabo;27715;27715;0;2;156,639;1;3300253306637;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;3;da Liberdade;59;A;Centro;Rua da Prefeitura;28930-000;3300258;RJ; ;(22) 2622-5362; ; ;18/03/2014;-22.966;-42.028;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2015;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;3;1;1;1; ;1;1;0;0;0;0;0;4;0;2;0;1;1;0;0;0;4;4
330030;3300308;33;3;Barra do Piraí;94778;91957;2821;3;584,61;1;3300303307919;Unidade de Acolhimento em Família Acolhedora;32;FRANKLIN DE MORAES;329; ;Centro; ;27135-030;3300308;RJ; ;(24) 2442-4369; ; ;08/05/2014;-22.47;-43.826;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;954; ;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;10; ;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0; ;3; ;1;1; ;1;1;0;0;0;1;0;5;0;1;0;0;3;5;0;0;1;6
330070;3300704;33;3;Cabo Frio;186227;140486;45741;4;413,645;1;3300703307905;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;FLORISBELA ROZA DA PENHA;292; ;BRAGA; ;28908-050;3300704;RJ; ;(22) 2647-3751; ; ;09/07/2014;-22.893.186.181.833.500;-4.203.042.715.787.880;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;5;0;1;1;0;0;0; ;3; ;1;1; ;1;1;0;0;0;0;3;3;0;1;0;0;2;1;0;0;5;6
330185;3301850;33;3;Guapimirim;51483;49746;1737;3;358,352;1;3301853307469;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Sebastião Cesar Filho;226;casa;Centro;Próximo ao Itaú;25946-250;3301850;RJ; ;(21) 2632-2838; ; ;01/04/2016;-2.252.476.707.713.860;-4.298.297.882.080.070;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;954; ;3; ;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0; ;0; ;0; ;0; ;1; ;1; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;3; ;0;3; ;1;1;0;1;1;0;0;3;0;2;0;0;1;0;0;0;3;3
330187;3301876;33;3;Iguaba Grande;22851;22851;0;2;50,543;1;3301873309148;Unidade de Acolhimento;12;do Arrastão;193; ;São Miguel; ;28960-000;3301876;RJ; ;(22) 2624-1406; ; ;29/05/2017;-22.839;-42.229;315;1; ; ; ; ; ; ; ;0;1;0;Em processo de inscrição no CMDCA;2; ; ; ; ; ;1;2018;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;5;0;1;1;0;0;0; ;3;1;1;1; ;1;1;0;0;0;0;0;3;0;2;0;0;1;0;0;0;3;3
330200;3302007;33;3;Itaguaí;109091;104209;4882;4;273,368;1;3302003307539;UNIDADE DE ACOLHIMENTO - PROGRAMA FAMÍLIA ACOLHEDORA;32;Amelia Louzada;567; ;Centro;Rua do Teatro Municipal;23815-180;3302007;RJ; ;(21) 2688-3948; ; ;29/03/2016;-22.852;-43.775;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;0;2016;1;200; ;1; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0; ;0; ;0; ;0; ;1; ;1; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;1;0;0;0; ;2; ;1;1; ;1;1;0;1;1;0;2;3;0;2;0;0;1;5;0;0;0;5
330230;3302304;33;3;Laje do Muriaé;7487;5637;1850;1;253,556;1;3302303306697;UNIDADE DE ACOLHIMENTO;32;Antônio Carlos Alberone;30;Térreo;Chácara do Cruzeiro;Perto da Igreja Nossa Senhora do Bom Sucesso;28350-000;3302304;RJ; ;(22) 3829-1109; ; ;11/06/2012;-21.204.378.007.176.100;-42.124.907.970.428.400;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;477; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;0;0;0; ;3;1;1;1; ;1;1;0;0;0;0;0;3;0;2;0;0;1;2;0;0;1;3
330310;3303104;33;3;Natividade;15082;12046;3036;1;387,073;1;3303103303080;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Rua Intendente Franklin Rabello, sala 5;8;Prédio;Sindicato;Edifício Ganha Tempo;28380-000;3303104;RJ; ;(22) 3841-1630;0;(22) 3841-2212;11/05/2011;-21.042;-41.973;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2011;1;477; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;5;1;0;0;0;0;0; ;3; ;0;3; ;1;1;0;0;0;0;0;3;0;1;0;1;1;2;0;0;1;3
330330;3303302;33;3;Niterói;487562;487562;0;4;134,074;1;3303303306173;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Coronel Gomes Machado;281; ;Centro;Rua ao lado da Prefeitura;24020-111;3303302;RJ; ;(21) 2620-5910;423; ;24/03/2014;-22.892.662.342.410.800;-4.311.593.055.725.090;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;2;2014;1;954; ;2; ;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1; ;0; ;0; ;0; ;0; ;1; ;0; ;1;12; ;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;1;1;1;0;0;Conselho Tutelar;3; ;1;1; ;1;1;0;1;1;0;2;3;0;1;0;0;2;0;0;0;5;5
330390;3303906;33;3;Petrópolis;295917;281286;14631;4;791,144;1;3303903306661;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Coronel Veiga;1559; ;Centro; ;25655-157;3303906;RJ; ;(24) 2249-4319; ; ;22/09/2011;-2.252.994.019.672.570;-43.197.340.965.271;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;2;2011;1;477; ;1; ;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;6;1;1;1;0;0;0; ;3; ;1;1; ;1;1;1;0;1;0;1;3;0;2;0;0;1;2;0;0;2;4
330420;3304201;33;3;Resende;119769;112331;7438;4;1099,336;1;3304203307011;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Pandiá Calógeras;157; ;Jardim Jalisco; ;27510-030;3304201;RJ; ;(24) 3359-3675; ; ;03/07/2012;-22.465.549.811.963.800;-44.453.258.514.404.300;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2012;1;477; ;8; ;2;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;4; ;2; ;0; ;0; ;0; ;1; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;1;1;1;0;0;0; ;3; ;1;1; ;1;1;2;0;2;2;3;3;0;2;0;0;1;6;0;0;2;8
330455;3304557;33;3;Rio de Janeiro;6320446;6320446;0;5;1200,177;1;3304553306094;UNIDADE DE ACOLHIMENTO - FAMILIA ACOLHEDORA - 3º CASDH/;32;24 de Maio;931;Fundos;Engenho Novo;XIII Região Administrativa;20950-091;3304557;RJ; ;(21) 98496-9258; ; ;26/02/2006;-229.047.714;-432.738.036;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2006;1;688; ;14; ;5;0;0;1;0;1;0;2;0;0;1;2;0;0;3;0;0;0;2;1;2;0;0;5;1; ;2; ;0; ;0; ;0; ;5; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;0;0;1;1;0;0;Vara da Infância Juventude e Idoso em caso de colocação em Família Substituta;3; ;1;0; ;2;1;2;3;5;0;0;2;0;1;0;0;1;1;0;0;1;2
330455;3304557;33;3;Rio de Janeiro;6320446;6320446;0;5;1200,177;1;3304553306135;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA 6° CDS;32;ouseley;421; ;coelho neto; ;21235-515;3304557;RJ; ;(21) 2976-1527; ; ;06/02/2006;-228.265.858;-433.501.307;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2006;1;688; ;16; ;12;0;0;0;3;1;3;7;0;0;1;1;1;2;5;0;0;0;1;6;0;2;3;12;0; ;4; ;0; ;2; ;0; ;10; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;0;1;1;0;0;0; ;3; ;1;1; ;2;2;7;5;12;0;0;2;0;1;0;0;1;2;0;0;0;2
330455;3304557;33;3;Rio de Janeiro;6320446;6320446;0;5;1200,177;1;3304553306143;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA ARLINDO RODRIGUES;32;Rua Desembargador Izidro;48;Fundos;Tijuca;próximo a Praça Saens Pena;20521-160;3304557;RJ; ;(21) 2268-7115; ; ;06/04/2006;-229.269.597;-432.333.234;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2006;1;688; ;19; ;3;0;0;0;0;1;1;2;0;0;0;0;1;0;1;0;0;0;0;1;2;0;0;3;3; ;4; ;0; ;1; ;0; ;3; ;0;0; ;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;0;0;1;1;0;0;VAra da Infancia e Juventude e do Idoso;3; ;1;0; ;2;1;2;1;3;0;0;2;0;1;0;0;1;2;0;0;0;2
330455;3304557;33;3;Rio de Janeiro;6320446;6320446;0;5;1200,177;1;3304553306150;UNIDADE DE ACOLHIMENTO FAMILIA ACOLHEDORA 9 CDS;32;Candido Magalhães;88;0;Campo Grande;Supermercado Extra;23050-270;3304557;RJ; ;(21) 3292-4450; ;(21) 3292-4450;06/02/1997;-229.060.566;-435.641.588;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2006;1;688; ;30; ;21;0;0;4;4;3;2;13;0;0;0;1;2;5;8;0;1;0;9;4;7;0;0;21;1; ;0; ;0; ;1; ;0; ;20; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;3; ;1;0; ;2;2;13;8;21;0;0;2;0;1;0;0;1;1;0;0;1;2
330455;3304557;33;3;Rio de Janeiro;6320446;6320446;0;5;1200,177;1;3304553306192;UNIDADE DE ACOLHIMENTO - FACO 8 CASDH;32;SANTA CECÍLIA;984;TÉRREO;BANGU;CRAS OLÍMPIA ESTEVES;21810-080;3304557;RJ; ;(21) 98495-6313; ; ;06/02/2006;-22.881.109;-434.622.541;315;1; ; ; ; ; ; ; ;0;1;0;CMDCA;2; ; ; ; ; ;1;2006;1;688; ;22; ;14;4;2;2;3;0;0;11;0;1;0;1;0;1;3;1;1;3;4;5;0;0;0;14;1; ;5; ;0; ;1; ;1; ;9; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;0;0;1;0;0;0; ;3; ;1;0; ;2;2;11;3;14;0;0;2;0;1;0;0;1;1;0;0;1;2
330455;3304557;33;3;Rio de Janeiro;6320446;6320446;0;5;1200,177;1;3304553306226;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA / 4ª CDS;32;Professor Lacê;57; ;Ramos;Em frente a Estação Ferroviária de Ramos.;21060-120;3304557;RJ; ;(21) 98496-9259; ;(21) 2573-2176;06/02/2006;-22.903;-43.208;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2006;1;688; ;12; ;8;1;0;0;1;1;1;4;0;0;0;1;1;2;4;0;0;0;1;3;0;4;0;8;2; ;1; ;1; ;0; ;0; ;7; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;0;0;1;0;0;0; ;3; ;1;0; ;2;1;4;4;8;0;0;2;0;1;0;0;1;2;0;0;0;2
